id,depth_pos,depth_m,depth_cm,def1,season,year,site,depth,core,mag.vec,duration
5933,501,-0.02,2,2,fall,1,TOOL,501,2,1,24
5934,501,-0.02,2,1,fall,1,TOOL,501,3,1,24
5935,501,-0.02,2,1,fall,1,TOOL,501,4,1,24
5937,502,-0.06,6,1,fall,1,TOOL,502,1,1,24
5938,502,-0.06,6,2,fall,1,TOOL,502,2,1,24
5939,502,-0.06,6,1,fall,1,TOOL,502,3,1,24
5940,502,-0.06,6,0,fall,1,TOOL,502,4,1,24
5942,503,-0.16,16,0,fall,1,TOOL,503,1,1,24
5943,503,-0.16,16,0,fall,1,TOOL,503,2,1,24
5944,503,-0.16,16,1,fall,1,TOOL,503,3,1,24
5945,503,-0.16,16,1,fall,1,TOOL,503,4,1,24
5946,504,-0.26,26,0,fall,1,TOOL,504,2,1,24
5947,504,-0.26,26,0,fall,1,TOOL,504,3,1,24
5948,504,-0.26,26,0,fall,1,TOOL,504,4,1,24
5949,505,-0.36,36,0,fall,1,TOOL,505,2,1,24
5950,505,-0.36,36,0,fall,1,TOOL,505,3,1,24
5951,505,-0.36,36,0,fall,1,TOOL,505,4,1,24
5953,506,-0.46,46,0,fall,1,TOOL,506,3,1,24
5954,506,-0.46,46,0,fall,1,TOOL,506,4,1,24
5955,507,-0.56,56,0,fall,1,TOOL,507,2,1,24
5956,507,-0.56,56,0,fall,1,TOOL,507,3,1,24
5957,507,-0.56,56,0,fall,1,TOOL,507,4,1,24
6093,501,-0.02,2,0,fall,2,TOOL,501,1,1,24
6094,501,-0.02,2,1,fall,2,TOOL,501,2,1,24
6095,501,-0.02,2,2,fall,2,TOOL,501,3,1,24
6096,501,-0.02,2,1,fall,2,TOOL,501,4,1,24
6097,501,-0.02,2,2,fall,2,TOOL,501,5,1,24
6098,502,-0.06,6,0,fall,2,TOOL,502,1,1,24
6099,502,-0.06,6,1,fall,2,TOOL,502,2,1,24
6100,502,-0.06,6,1,fall,2,TOOL,502,3,1,24
6102,502,-0.06,6,1,fall,2,TOOL,502,5,1,24
6103,503,-0.16,16,0,fall,2,TOOL,503,1,1,24
6104,503,-0.16,16,0,fall,2,TOOL,503,2,1,24
6105,503,-0.16,16,0,fall,2,TOOL,503,3,1,24
6106,503,-0.16,16,1,fall,2,TOOL,503,4,1,24
6107,504,-0.26,26,0,fall,2,TOOL,504,2,1,24
6109,504,-0.26,26,0,fall,2,TOOL,504,4,1,24
6110,505,-0.36,36,0,fall,2,TOOL,505,2,1,24
6111,505,-0.36,36,0,fall,2,TOOL,505,3,1,24
6112,505,-0.36,36,0,fall,2,TOOL,505,4,1,24
6113,506,-0.46,46,0,fall,2,TOOL,506,2,1,24
6114,506,-0.46,46,0,fall,2,TOOL,506,3,1,24
6115,506,-0.46,46,0,fall,2,TOOL,506,4,1,24
6116,507,-0.56,56,0,fall,2,TOOL,507,2,1,24
6117,507,-0.56,56,0,fall,2,TOOL,507,3,1,24
6118,507,-0.56,56,0,fall,2,TOOL,507,4,1,24
7542,501,-0.02,2,0,fall,1,TOOL,501,1,1.5,24
7543,501,-0.02,2,2,fall,1,TOOL,501,2,1.5,24
7544,501,-0.02,2,1,fall,1,TOOL,501,3,1.5,24
7545,501,-0.02,2,1,fall,1,TOOL,501,4,1.5,24
7547,502,-0.06,6,0,fall,1,TOOL,502,1,1.5,24
7548,502,-0.06,6,0,fall,1,TOOL,502,2,1.5,24
7549,502,-0.06,6,1,fall,1,TOOL,502,3,1.5,24
7550,502,-0.06,6,0,fall,1,TOOL,502,4,1.5,24
7552,503,-0.16,16,0,fall,1,TOOL,503,1,1.5,24
7553,503,-0.16,16,0,fall,1,TOOL,503,2,1.5,24
7554,503,-0.16,16,0,fall,1,TOOL,503,3,1.5,24
7555,503,-0.16,16,0,fall,1,TOOL,503,4,1.5,24
7556,504,-0.26,26,0,fall,1,TOOL,504,2,1.5,24
7557,504,-0.26,26,0,fall,1,TOOL,504,3,1.5,24
7558,504,-0.26,26,0,fall,1,TOOL,504,4,1.5,24
7559,505,-0.36,36,0,fall,1,TOOL,505,2,1.5,24
7560,505,-0.36,36,0,fall,1,TOOL,505,3,1.5,24
7561,505,-0.36,36,0,fall,1,TOOL,505,4,1.5,24
7563,506,-0.46,46,0,fall,1,TOOL,506,3,1.5,24
7564,506,-0.46,46,0,fall,1,TOOL,506,4,1.5,24
7565,507,-0.56,56,0,fall,1,TOOL,507,2,1.5,24
7566,507,-0.56,56,0,fall,1,TOOL,507,3,1.5,24
7567,507,-0.56,56,0,fall,1,TOOL,507,4,1.5,24
7703,501,-0.02,2,0,fall,2,TOOL,501,1,1.5,24
7704,501,-0.02,2,1,fall,2,TOOL,501,2,1.5,24
7705,501,-0.02,2,2,fall,2,TOOL,501,3,1.5,24
7706,501,-0.02,2,1,fall,2,TOOL,501,4,1.5,24
7707,501,-0.02,2,1,fall,2,TOOL,501,5,1.5,24
7708,502,-0.06,6,0,fall,2,TOOL,502,1,1.5,24
7709,502,-0.06,6,1,fall,2,TOOL,502,2,1.5,24
7710,502,-0.06,6,1,fall,2,TOOL,502,3,1.5,24
7712,502,-0.06,6,1,fall,2,TOOL,502,5,1.5,24
7713,503,-0.16,16,0,fall,2,TOOL,503,1,1.5,24
7714,503,-0.16,16,0,fall,2,TOOL,503,2,1.5,24
7715,503,-0.16,16,0,fall,2,TOOL,503,3,1.5,24
7716,503,-0.16,16,1,fall,2,TOOL,503,4,1.5,24
7717,504,-0.26,26,0,fall,2,TOOL,504,2,1.5,24
7719,504,-0.26,26,0,fall,2,TOOL,504,4,1.5,24
7720,505,-0.36,36,0,fall,2,TOOL,505,2,1.5,24
7721,505,-0.36,36,0,fall,2,TOOL,505,3,1.5,24
7722,505,-0.36,36,0,fall,2,TOOL,505,4,1.5,24
7723,506,-0.46,46,0,fall,2,TOOL,506,2,1.5,24
7724,506,-0.46,46,0,fall,2,TOOL,506,3,1.5,24
7725,506,-0.46,46,0,fall,2,TOOL,506,4,1.5,24
7726,507,-0.56,56,0,fall,2,TOOL,507,2,1.5,24
7727,507,-0.56,56,0,fall,2,TOOL,507,3,1.5,24
7728,507,-0.56,56,0,fall,2,TOOL,507,4,1.5,24
9152,501,-0.02,2,0,fall,1,TOOL,501,1,2,24
9153,501,-0.02,2,2,fall,1,TOOL,501,2,2,24
9154,501,-0.02,2,1,fall,1,TOOL,501,3,2,24
9155,501,-0.02,2,1,fall,1,TOOL,501,4,2,24
9157,502,-0.06,6,0,fall,1,TOOL,502,1,2,24
9158,502,-0.06,6,0,fall,1,TOOL,502,2,2,24
9159,502,-0.06,6,1,fall,1,TOOL,502,3,2,24
9160,502,-0.06,6,0,fall,1,TOOL,502,4,2,24
9162,503,-0.16,16,0,fall,1,TOOL,503,1,2,24
9163,503,-0.16,16,0,fall,1,TOOL,503,2,2,24
9164,503,-0.16,16,0,fall,1,TOOL,503,3,2,24
9165,503,-0.16,16,0,fall,1,TOOL,503,4,2,24
9166,504,-0.26,26,0,fall,1,TOOL,504,2,2,24
9167,504,-0.26,26,0,fall,1,TOOL,504,3,2,24
9168,504,-0.26,26,0,fall,1,TOOL,504,4,2,24
9169,505,-0.36,36,0,fall,1,TOOL,505,2,2,24
9170,505,-0.36,36,0,fall,1,TOOL,505,3,2,24
9171,505,-0.36,36,0,fall,1,TOOL,505,4,2,24
9173,506,-0.46,46,0,fall,1,TOOL,506,3,2,24
9174,506,-0.46,46,0,fall,1,TOOL,506,4,2,24
9175,507,-0.56,56,0,fall,1,TOOL,507,2,2,24
9176,507,-0.56,56,0,fall,1,TOOL,507,3,2,24
9177,507,-0.56,56,0,fall,1,TOOL,507,4,2,24
9313,501,-0.02,2,0,fall,2,TOOL,501,1,2,24
9314,501,-0.02,2,1,fall,2,TOOL,501,2,2,24
9315,501,-0.02,2,2,fall,2,TOOL,501,3,2,24
9316,501,-0.02,2,1,fall,2,TOOL,501,4,2,24
9317,501,-0.02,2,1,fall,2,TOOL,501,5,2,24
9318,502,-0.06,6,0,fall,2,TOOL,502,1,2,24
9319,502,-0.06,6,1,fall,2,TOOL,502,2,2,24
9320,502,-0.06,6,1,fall,2,TOOL,502,3,2,24
9322,502,-0.06,6,1,fall,2,TOOL,502,5,2,24
9323,503,-0.16,16,0,fall,2,TOOL,503,1,2,24
9324,503,-0.16,16,0,fall,2,TOOL,503,2,2,24
9325,503,-0.16,16,0,fall,2,TOOL,503,3,2,24
9326,503,-0.16,16,1,fall,2,TOOL,503,4,2,24
9327,504,-0.26,26,0,fall,2,TOOL,504,2,2,24
9329,504,-0.26,26,0,fall,2,TOOL,504,4,2,24
9330,505,-0.36,36,0,fall,2,TOOL,505,2,2,24
9331,505,-0.36,36,0,fall,2,TOOL,505,3,2,24
9332,505,-0.36,36,0,fall,2,TOOL,505,4,2,24
9333,506,-0.46,46,0,fall,2,TOOL,506,2,2,24
9334,506,-0.46,46,0,fall,2,TOOL,506,3,2,24
9335,506,-0.46,46,0,fall,2,TOOL,506,4,2,24
9336,507,-0.56,56,0,fall,2,TOOL,507,2,2,24
9337,507,-0.56,56,0,fall,2,TOOL,507,3,2,24
9338,507,-0.56,56,0,fall,2,TOOL,507,4,2,24
458,501,-0.02,2,0,spring,1,TOOL,501,1,0.1,24
459,501,-0.02,2,0,spring,1,TOOL,501,2,0.1,24
460,501,-0.02,2,3,spring,1,TOOL,501,3,0.1,24
461,501,-0.02,2,0,spring,1,TOOL,501,4,0.1,24
462,501,-0.02,2,0,spring,1,TOOL,501,5,0.1,24
463,502,-0.06,6,0,spring,1,TOOL,502,1,0.1,24
464,502,-0.06,6,0,spring,1,TOOL,502,2,0.1,24
465,502,-0.06,6,0,spring,1,TOOL,502,3,0.1,24
466,502,-0.06,6,0,spring,1,TOOL,502,4,0.1,24
467,502,-0.06,6,0,spring,1,TOOL,502,5,0.1,24
468,503,-0.16,16,0,spring,1,TOOL,503,1,0.1,24
469,503,-0.16,16,0,spring,1,TOOL,503,2,0.1,24
470,503,-0.16,16,0,spring,1,TOOL,503,3,0.1,24
471,503,-0.16,16,0,spring,1,TOOL,503,4,0.1,24
472,504,-0.26,26,0,spring,1,TOOL,504,2,0.1,24
473,504,-0.26,26,0,spring,1,TOOL,504,3,0.1,24
474,504,-0.26,26,2,spring,1,TOOL,504,4,0.1,24
475,505,-0.36,36,0,spring,1,TOOL,505,2,0.1,24
476,505,-0.36,36,0,spring,1,TOOL,505,3,0.1,24
477,505,-0.36,36,0,spring,1,TOOL,505,4,0.1,24
478,506,-0.46,46,0,spring,1,TOOL,506,2,0.1,24
479,506,-0.46,46,0,spring,1,TOOL,506,3,0.1,24
480,506,-0.46,46,0,spring,1,TOOL,506,4,0.1,24
481,507,-0.56,56,0,spring,1,TOOL,507,2,0.1,24
482,507,-0.56,56,0,spring,1,TOOL,507,3,0.1,24
483,507,-0.56,56,0,spring,1,TOOL,507,4,0.1,24
2068,501,-0.02,2,0,spring,1,TOOL,501,1,0.1,1
2069,501,-0.02,2,2,spring,1,TOOL,501,2,0.1,1
2070,501,-0.02,2,7,spring,1,TOOL,501,3,0.1,1
2071,501,-0.02,2,0,spring,1,TOOL,501,4,0.1,1
2072,501,-0.02,2,0,spring,1,TOOL,501,5,0.1,1
2073,502,-0.06,6,0,spring,1,TOOL,502,1,0.1,1
2074,502,-0.06,6,0,spring,1,TOOL,502,2,0.1,1
2075,502,-0.06,6,0,spring,1,TOOL,502,3,0.1,1
2076,502,-0.06,6,0,spring,1,TOOL,502,4,0.1,1
2077,502,-0.06,6,0,spring,1,TOOL,502,5,0.1,1
2078,503,-0.16,16,0,spring,1,TOOL,503,1,0.1,1
2079,503,-0.16,16,0,spring,1,TOOL,503,2,0.1,1
2080,503,-0.16,16,0,spring,1,TOOL,503,3,0.1,1
2081,503,-0.16,16,2,spring,1,TOOL,503,4,0.1,1
2082,504,-0.26,26,0,spring,1,TOOL,504,2,0.1,1
2083,504,-0.26,26,1,spring,1,TOOL,504,3,0.1,1
2084,504,-0.26,26,2,spring,1,TOOL,504,4,0.1,1
2085,505,-0.36,36,0,spring,1,TOOL,505,2,0.1,1
2086,505,-0.36,36,0,spring,1,TOOL,505,3,0.1,1
2087,505,-0.36,36,0,spring,1,TOOL,505,4,0.1,1
2088,506,-0.46,46,0,spring,1,TOOL,506,2,0.1,1
2089,506,-0.46,46,0,spring,1,TOOL,506,3,0.1,1
2090,506,-0.46,46,0,spring,1,TOOL,506,4,0.1,1
2091,507,-0.56,56,0,spring,1,TOOL,507,2,0.1,1
2092,507,-0.56,56,0,spring,1,TOOL,507,3,0.1,1
2093,507,-0.56,56,0,spring,1,TOOL,507,4,0.1,1
3678,501,-0.02,2,0,spring,1,TOOL,501,1,0.5,24
3679,501,-0.02,2,0,spring,1,TOOL,501,2,0.5,24
3680,501,-0.02,2,0,spring,1,TOOL,501,3,0.5,24
3681,501,-0.02,2,0,spring,1,TOOL,501,4,0.5,24
3682,501,-0.02,2,0,spring,1,TOOL,501,5,0.5,24
3683,502,-0.06,6,0,spring,1,TOOL,502,1,0.5,24
3684,502,-0.06,6,0,spring,1,TOOL,502,2,0.5,24
3685,502,-0.06,6,0,spring,1,TOOL,502,3,0.5,24
3686,502,-0.06,6,0,spring,1,TOOL,502,4,0.5,24
3687,502,-0.06,6,0,spring,1,TOOL,502,5,0.5,24
3688,503,-0.16,16,0,spring,1,TOOL,503,1,0.5,24
3689,503,-0.16,16,0,spring,1,TOOL,503,2,0.5,24
3690,503,-0.16,16,0,spring,1,TOOL,503,3,0.5,24
3691,503,-0.16,16,0,spring,1,TOOL,503,4,0.5,24
3692,504,-0.26,26,0,spring,1,TOOL,504,2,0.5,24
3693,504,-0.26,26,0,spring,1,TOOL,504,3,0.5,24
3694,504,-0.26,26,0,spring,1,TOOL,504,4,0.5,24
3695,505,-0.36,36,0,spring,1,TOOL,505,2,0.5,24
3696,505,-0.36,36,0,spring,1,TOOL,505,3,0.5,24
3697,505,-0.36,36,0,spring,1,TOOL,505,4,0.5,24
3698,506,-0.46,46,0,spring,1,TOOL,506,2,0.5,24
3699,506,-0.46,46,0,spring,1,TOOL,506,3,0.5,24
3700,506,-0.46,46,0,spring,1,TOOL,506,4,0.5,24
3701,507,-0.56,56,0,spring,1,TOOL,507,2,0.5,24
3702,507,-0.56,56,0,spring,1,TOOL,507,3,0.5,24
3703,507,-0.56,56,0,spring,1,TOOL,507,4,0.5,24
5288,501,-0.02,2,0,spring,1,TOOL,501,1,1,24
5289,501,-0.02,2,0,spring,1,TOOL,501,2,1,24
5290,501,-0.02,2,0,spring,1,TOOL,501,3,1,24
5291,501,-0.02,2,0,spring,1,TOOL,501,4,1,24
5292,501,-0.02,2,0,spring,1,TOOL,501,5,1,24
5293,502,-0.06,6,0,spring,1,TOOL,502,1,1,24
5294,502,-0.06,6,0,spring,1,TOOL,502,2,1,24
5295,502,-0.06,6,0,spring,1,TOOL,502,3,1,24
5296,502,-0.06,6,0,spring,1,TOOL,502,4,1,24
5297,502,-0.06,6,0,spring,1,TOOL,502,5,1,24
5298,503,-0.16,16,0,spring,1,TOOL,503,1,1,24
5299,503,-0.16,16,0,spring,1,TOOL,503,2,1,24
5300,503,-0.16,16,0,spring,1,TOOL,503,3,1,24
5301,503,-0.16,16,0,spring,1,TOOL,503,4,1,24
5302,504,-0.26,26,0,spring,1,TOOL,504,2,1,24
5303,504,-0.26,26,0,spring,1,TOOL,504,3,1,24
5304,504,-0.26,26,0,spring,1,TOOL,504,4,1,24
5305,505,-0.36,36,0,spring,1,TOOL,505,2,1,24
5306,505,-0.36,36,0,spring,1,TOOL,505,3,1,24
5307,505,-0.36,36,0,spring,1,TOOL,505,4,1,24
5308,506,-0.46,46,0,spring,1,TOOL,506,2,1,24
5309,506,-0.46,46,0,spring,1,TOOL,506,3,1,24
5310,506,-0.46,46,0,spring,1,TOOL,506,4,1,24
5311,507,-0.56,56,0,spring,1,TOOL,507,2,1,24
5312,507,-0.56,56,0,spring,1,TOOL,507,3,1,24
5313,507,-0.56,56,0,spring,1,TOOL,507,4,1,24
6898,501,-0.02,2,0,spring,1,TOOL,501,1,1.5,24
6899,501,-0.02,2,1,spring,1,TOOL,501,2,1.5,24
6900,501,-0.02,2,0,spring,1,TOOL,501,3,1.5,24
6901,501,-0.02,2,0,spring,1,TOOL,501,4,1.5,24
6902,501,-0.02,2,0,spring,1,TOOL,501,5,1.5,24
6903,502,-0.06,6,0,spring,1,TOOL,502,1,1.5,24
6904,502,-0.06,6,0,spring,1,TOOL,502,2,1.5,24
6905,502,-0.06,6,0,spring,1,TOOL,502,3,1.5,24
6906,502,-0.06,6,0,spring,1,TOOL,502,4,1.5,24
6907,502,-0.06,6,0,spring,1,TOOL,502,5,1.5,24
6908,503,-0.16,16,0,spring,1,TOOL,503,1,1.5,24
6909,503,-0.16,16,0,spring,1,TOOL,503,2,1.5,24
6910,503,-0.16,16,0,spring,1,TOOL,503,3,1.5,24
6911,503,-0.16,16,0,spring,1,TOOL,503,4,1.5,24
6912,504,-0.26,26,0,spring,1,TOOL,504,2,1.5,24
6913,504,-0.26,26,0,spring,1,TOOL,504,3,1.5,24
6914,504,-0.26,26,0,spring,1,TOOL,504,4,1.5,24
6915,505,-0.36,36,0,spring,1,TOOL,505,2,1.5,24
6916,505,-0.36,36,0,spring,1,TOOL,505,3,1.5,24
6917,505,-0.36,36,0,spring,1,TOOL,505,4,1.5,24
6918,506,-0.46,46,0,spring,1,TOOL,506,2,1.5,24
6919,506,-0.46,46,0,spring,1,TOOL,506,3,1.5,24
6920,506,-0.46,46,0,spring,1,TOOL,506,4,1.5,24
6921,507,-0.56,56,0,spring,1,TOOL,507,2,1.5,24
6922,507,-0.56,56,0,spring,1,TOOL,507,3,1.5,24
6923,507,-0.56,56,0,spring,1,TOOL,507,4,1.5,24
8508,501,-0.02,2,0,spring,1,TOOL,501,1,2,24
8509,501,-0.02,2,1,spring,1,TOOL,501,2,2,24
8510,501,-0.02,2,0,spring,1,TOOL,501,3,2,24
8511,501,-0.02,2,0,spring,1,TOOL,501,4,2,24
8512,501,-0.02,2,0,spring,1,TOOL,501,5,2,24
8513,502,-0.06,6,0,spring,1,TOOL,502,1,2,24
8514,502,-0.06,6,0,spring,1,TOOL,502,2,2,24
8515,502,-0.06,6,0,spring,1,TOOL,502,3,2,24
8516,502,-0.06,6,0,spring,1,TOOL,502,4,2,24
8517,502,-0.06,6,0,spring,1,TOOL,502,5,2,24
8518,503,-0.16,16,0,spring,1,TOOL,503,1,2,24
8519,503,-0.16,16,0,spring,1,TOOL,503,2,2,24
8520,503,-0.16,16,0,spring,1,TOOL,503,3,2,24
8521,503,-0.16,16,0,spring,1,TOOL,503,4,2,24
8522,504,-0.26,26,0,spring,1,TOOL,504,2,2,24
8523,504,-0.26,26,0,spring,1,TOOL,504,3,2,24
8524,504,-0.26,26,0,spring,1,TOOL,504,4,2,24
8525,505,-0.36,36,0,spring,1,TOOL,505,2,2,24
8526,505,-0.36,36,0,spring,1,TOOL,505,3,2,24
8527,505,-0.36,36,0,spring,1,TOOL,505,4,2,24
8528,506,-0.46,46,0,spring,1,TOOL,506,2,2,24
8529,506,-0.46,46,0,spring,1,TOOL,506,3,2,24
8530,506,-0.46,46,0,spring,1,TOOL,506,4,2,24
8531,507,-0.56,56,0,spring,1,TOOL,507,2,2,24
8532,507,-0.56,56,0,spring,1,TOOL,507,3,2,24
8533,507,-0.56,56,0,spring,1,TOOL,507,4,2,24
941,501,-0.02,2,0,summer,2,TOOL,501,1,0.1,24
944,501,-0.02,2,1,summer,2,TOOL,501,4,0.1,24
945,501,-0.02,2,1,summer,2,TOOL,501,5,0.1,24
946,502,-0.06,6,0,summer,2,TOOL,502,1,0.1,24
950,502,-0.06,6,0,summer,2,TOOL,502,5,0.1,24
951,503,-0.16,16,0,summer,2,TOOL,503,1,0.1,24
954,503,-0.16,16,0,summer,2,TOOL,503,4,0.1,24
957,504,-0.26,26,0,summer,2,TOOL,504,4,0.1,24
960,505,-0.36,36,0,summer,2,TOOL,505,4,0.1,24
963,506,-0.46,46,0,summer,2,TOOL,506,4,0.1,24
964,507,-0.56,56,0,summer,2,TOOL,507,2,0.1,24
2551,501,-0.02,2,1,summer,2,TOOL,501,1,0.1,1
2554,501,-0.02,2,3,summer,2,TOOL,501,4,0.1,1
2555,501,-0.02,2,2,summer,2,TOOL,501,5,0.1,1
2556,502,-0.06,6,0,summer,2,TOOL,502,1,0.1,1
2560,502,-0.06,6,0,summer,2,TOOL,502,5,0.1,1
2561,503,-0.16,16,0,summer,2,TOOL,503,1,0.1,1
2564,503,-0.16,16,0,summer,2,TOOL,503,4,0.1,1
2567,504,-0.26,26,0,summer,2,TOOL,504,4,0.1,1
2570,505,-0.36,36,0,summer,2,TOOL,505,4,0.1,1
2573,506,-0.46,46,0,summer,2,TOOL,506,4,0.1,1
2574,507,-0.56,56,0,summer,2,TOOL,507,2,0.1,1
4161,501,-0.02,2,0,summer,2,TOOL,501,1,0.5,24
4164,501,-0.02,2,0,summer,2,TOOL,501,4,0.5,24
4165,501,-0.02,2,0,summer,2,TOOL,501,5,0.5,24
4166,502,-0.06,6,0,summer,2,TOOL,502,1,0.5,24
4170,502,-0.06,6,0,summer,2,TOOL,502,5,0.5,24
4171,503,-0.16,16,0,summer,2,TOOL,503,1,0.5,24
4174,503,-0.16,16,0,summer,2,TOOL,503,4,0.5,24
4177,504,-0.26,26,0,summer,2,TOOL,504,4,0.5,24
4180,505,-0.36,36,0,summer,2,TOOL,505,4,0.5,24
4183,506,-0.46,46,0,summer,2,TOOL,506,4,0.5,24
4184,507,-0.56,56,0,summer,2,TOOL,507,2,0.5,24
5771,501,-0.02,2,0,summer,2,TOOL,501,1,1,24
5774,501,-0.02,2,0,summer,2,TOOL,501,4,1,24
5775,501,-0.02,2,0,summer,2,TOOL,501,5,1,24
5776,502,-0.06,6,0,summer,2,TOOL,502,1,1,24
5780,502,-0.06,6,0,summer,2,TOOL,502,5,1,24
5781,503,-0.16,16,0,summer,2,TOOL,503,1,1,24
5784,503,-0.16,16,0,summer,2,TOOL,503,4,1,24
5787,504,-0.26,26,0,summer,2,TOOL,504,4,1,24
5790,505,-0.36,36,0,summer,2,TOOL,505,4,1,24
5793,506,-0.46,46,0,summer,2,TOOL,506,4,1,24
5794,507,-0.56,56,0,summer,2,TOOL,507,2,1,24
7381,501,-0.02,2,0,summer,2,TOOL,501,1,1.5,24
7384,501,-0.02,2,0,summer,2,TOOL,501,4,1.5,24
7385,501,-0.02,2,0,summer,2,TOOL,501,5,1.5,24
7386,502,-0.06,6,0,summer,2,TOOL,502,1,1.5,24
7390,502,-0.06,6,0,summer,2,TOOL,502,5,1.5,24
7391,503,-0.16,16,0,summer,2,TOOL,503,1,1.5,24
7394,503,-0.16,16,0,summer,2,TOOL,503,4,1.5,24
7397,504,-0.26,26,0,summer,2,TOOL,504,4,1.5,24
7400,505,-0.36,36,0,summer,2,TOOL,505,4,1.5,24
7403,506,-0.46,46,0,summer,2,TOOL,506,4,1.5,24
7404,507,-0.56,56,0,summer,2,TOOL,507,2,1.5,24
8991,501,-0.02,2,0,summer,2,TOOL,501,1,2,24
8994,501,-0.02,2,0,summer,2,TOOL,501,4,2,24
8995,501,-0.02,2,0,summer,2,TOOL,501,5,2,24
8996,502,-0.06,6,0,summer,2,TOOL,502,1,2,24
9000,502,-0.06,6,0,summer,2,TOOL,502,5,2,24
9001,503,-0.16,16,0,summer,2,TOOL,503,1,2,24
9004,503,-0.16,16,0,summer,2,TOOL,503,4,2,24
9007,504,-0.26,26,0,summer,2,TOOL,504,4,2,24
9010,505,-0.36,36,0,summer,2,TOOL,505,4,2,24
9013,506,-0.46,46,0,summer,2,TOOL,506,4,2,24
9014,507,-0.56,56,0,summer,2,TOOL,507,2,2,24
1424,501,-0.02,2,0,winter,1,TOOL,501,1,0.1,24
1426,501,-0.02,2,0,winter,1,TOOL,501,3,0.1,24
1427,501,-0.02,2,0,winter,1,TOOL,501,4,0.1,24
1428,501,-0.02,2,0,winter,1,TOOL,501,5,0.1,24
1429,502,-0.06,6,0,winter,1,TOOL,502,1,0.1,24
1431,502,-0.06,6,0,winter,1,TOOL,502,3,0.1,24
1432,502,-0.06,6,0,winter,1,TOOL,502,4,0.1,24
1433,502,-0.06,6,0,winter,1,TOOL,502,5,0.1,24
1434,503,-0.16,16,0,winter,1,TOOL,503,1,0.1,24
1436,503,-0.16,16,0,winter,1,TOOL,503,3,0.1,24
1437,503,-0.16,16,0,winter,1,TOOL,503,4,0.1,24
1439,504,-0.26,26,0,winter,1,TOOL,504,3,0.1,24
1440,504,-0.26,26,0,winter,1,TOOL,504,4,0.1,24
1442,505,-0.36,36,0,winter,1,TOOL,505,3,0.1,24
1443,505,-0.36,36,0,winter,1,TOOL,505,4,0.1,24
1445,506,-0.46,46,0,winter,1,TOOL,506,3,0.1,24
1446,506,-0.46,46,0,winter,1,TOOL,506,4,0.1,24
1448,507,-0.56,56,0,winter,1,TOOL,507,3,0.1,24
1449,507,-0.56,56,0,winter,1,TOOL,507,4,0.1,24
1585,501,-0.02,2,0,winter,2,TOOL,501,1,0.1,24
1586,501,-0.02,2,0,winter,2,TOOL,501,2,0.1,24
1587,501,-0.02,2,0,winter,2,TOOL,501,3,0.1,24
1588,501,-0.02,2,0,winter,2,TOOL,501,4,0.1,24
1590,502,-0.06,6,0,winter,2,TOOL,502,1,0.1,24
1591,502,-0.06,6,0,winter,2,TOOL,502,2,0.1,24
1592,502,-0.06,6,0,winter,2,TOOL,502,3,0.1,24
1593,502,-0.06,6,5,winter,2,TOOL,502,4,0.1,24
1595,503,-0.16,16,0,winter,2,TOOL,503,1,0.1,24
1596,503,-0.16,16,0,winter,2,TOOL,503,2,0.1,24
1597,503,-0.16,16,0,winter,2,TOOL,503,3,0.1,24
1598,503,-0.16,16,0,winter,2,TOOL,503,4,0.1,24
1599,504,-0.26,26,0,winter,2,TOOL,504,2,0.1,24
1600,504,-0.26,26,0,winter,2,TOOL,504,3,0.1,24
1601,504,-0.26,26,0,winter,2,TOOL,504,4,0.1,24
1602,505,-0.36,36,0,winter,2,TOOL,505,2,0.1,24
1603,505,-0.36,36,0,winter,2,TOOL,505,3,0.1,24
1604,505,-0.36,36,0,winter,2,TOOL,505,4,0.1,24
1605,506,-0.46,46,0,winter,2,TOOL,506,2,0.1,24
1606,506,-0.46,46,0,winter,2,TOOL,506,3,0.1,24
1607,506,-0.46,46,0,winter,2,TOOL,506,4,0.1,24
1608,507,-0.56,56,0,winter,2,TOOL,507,2,0.1,24
1609,507,-0.56,56,0,winter,2,TOOL,507,3,0.1,24
3034,501,-0.02,2,0,winter,1,TOOL,501,1,0.1,1
3036,501,-0.02,2,0,winter,1,TOOL,501,3,0.1,1
3037,501,-0.02,2,0,winter,1,TOOL,501,4,0.1,1
3038,501,-0.02,2,0,winter,1,TOOL,501,5,0.1,1
3039,502,-0.06,6,0,winter,1,TOOL,502,1,0.1,1
3041,502,-0.06,6,0,winter,1,TOOL,502,3,0.1,1
3042,502,-0.06,6,0,winter,1,TOOL,502,4,0.1,1
3043,502,-0.06,6,0,winter,1,TOOL,502,5,0.1,1
3044,503,-0.16,16,0,winter,1,TOOL,503,1,0.1,1
3046,503,-0.16,16,0,winter,1,TOOL,503,3,0.1,1
3047,503,-0.16,16,0,winter,1,TOOL,503,4,0.1,1
3049,504,-0.26,26,0,winter,1,TOOL,504,3,0.1,1
3050,504,-0.26,26,0,winter,1,TOOL,504,4,0.1,1
3052,505,-0.36,36,0,winter,1,TOOL,505,3,0.1,1
3053,505,-0.36,36,0,winter,1,TOOL,505,4,0.1,1
3055,506,-0.46,46,0,winter,1,TOOL,506,3,0.1,1
3056,506,-0.46,46,0,winter,1,TOOL,506,4,0.1,1
