"Mass","formula","HC","OC"
357.1554762,"C17H26O8",1.53,0.47
357.170777,"C21H26O5",1.24,0.24
357.1919348,"C18H30O7",1.67,0.39
357.192692,"C19H34O2S2",1.79,0.11
357.2283123,"C19H34O6",1.79,0.32
357.3011039,"C21H42O4",2,0.19
358.928606,"C10H4O9N2S2",0.4,0.9
359.019936,"C13H16O4N2S3",1.23,0.31
359.074773,"C22H16O3S1",0.73,0.14
359.0772494,"C18H16O8",0.89,0.44
359.077466,"C18H16O8",0.89,0.44
359.0925328,"C22H16O5",0.73,0.23
359.0928117,"C15H24O2N2S3",1.6,0.13
359.1136042,"C19H20O7",1.05,0.37
359.113911,"C19H20O7",1.05,0.37
359.1499708,"C20H24O6",1.2,0.3
359.171186,"C17H28O8",1.65,0.47
359.1863835,"C21H28O5",1.33,0.24
359.199366,"C18H33O5P1",1.83,0.28
359.2074673,"C18H32O7",1.78,0.39
359.244005,"C19H36O6",1.89,0.32
359.2802738,"C20H40O5",2,0.25
360.2391439,"C18H35O6N1",1.94,0.33
360.985512,"C17H14O1S4",0.82,0.06
361.0353524,"C20H10O7",0.5,0.35
361.035578,"C13H18O4N2S3",1.38,0.31
361.0565796,"C17H14O9",0.82,0.53
361.0717525,"C21H14O6",0.67,0.29
361.0928827,"C18H18O8",1,0.44
361.142217,"C16H27O7P1",1.69,0.44
361.1503837,"C16H26O9",1.62,0.56
361.1656636,"C20H26O6",1.3,0.3
361.202048,"C21H30O5",1.43,0.24
361.2231214,"C18H34O7",1.89,0.39
361.2385236,"C22H34O4",1.55,0.18
361.25964,"C19H38O6",2,0.32
361.274879,"C23H38O3",1.65,0.13
362.2548388,"C18H37O6N1",2.06,0.33
362.2912659,"C19H41O5N1",2.16,0.26
363.050947,"C20H12O7",0.6,0.35
363.051176,"C13H20O4N2S3",1.54,0.31
363.072213,"C17H16O9",0.94,0.53
363.08733,"C21H16O6",0.76,0.29
363.087622,"C14H24O3N2S3",1.71,0.21
363.1448735,"C19H24O7",1.26,0.37
363.175475,"C27H24O1",0.89,0.04
363.1813111,"C20H28O6",1.4,0.3
363.1942964,"C17H33O6P1",1.94,0.35
363.2176858,"C21H32O5",1.52,0.24
363.2509239,"C18H40O1N2S2",2.22,0.06
363.2541122,"C22H36O4",1.64,0.18
363.2752136,"C19H40O6",2.11,0.32
364.2340705,"C17H35O7N1",2.06,0.41
365.0303825,"C19H10O8",0.53,0.42
365.043264,"C16H15O8P1",0.94,0.5
365.0667345,"C20H14O7",0.7,0.35
365.1031333,"C21H18O6",0.86,0.29
365.1387,"C14H26O7N2S1",1.86,0.5
365.1606252,"C19H26O7",1.37,0.37
365.1969522,"C20H30O6",1.5,0.3
365.2334182,"C21H34O5",1.62,0.24
365.2697872,"C22H38O4",1.73,0.18
365.3425561,"C24H46O2",1.92,0.08
365.3788797,"C25H50O1",2,0.04
366.213342,"C16H33O8N1",2.06,0.5
366.2497479,"C17H37O7N1",2.18,0.41
367.040309,"C8H21O8N2S2P1",2.62,1
367.0460533,"C12H20O5N2S3",1.67,0.42
367.082303,"C20H16O7",0.8,0.35
367.082532,"C20H16O7",0.8,0.35
367.118684,"C21H20O6",0.95,0.29
367.1398618,"C18H24O8",1.33,0.44
367.176145,"C19H28O7",1.47,0.37
367.1915569,"C23H28O4",1.22,0.17
367.212633,"C20H32O6",1.6,0.3
367.2489564,"C21H36O5",1.71,0.24
367.2854803,"C22H40O4",1.82,0.18
367.3217966,"C23H44O3",1.91,0.13
368.062278,"C15H15O10N1",1,0.67
368.228968,"C16H35O8N1",2.19,0.5
368.316957,"C22H43O3N1",1.95,0.14
369.055778,"C26H10O3",0.38,0.12
369.061699,"C19H14O8",0.74,0.42
369.0768689,"C23H14O5",0.61,0.22
369.082757,"C16H18O10",1.12,0.62
369.0979228,"C20H18O7",0.9,0.35
369.098517,"C12H24O7N2P2",2,0.58
369.134277,"C21H22O6",1.05,0.29
369.134477,"C21H22O6",1.05,0.29
369.155492,"C18H26O8",1.44,0.44
369.1918411,"C19H30O7",1.58,0.37
369.207175,"C23H30O4",1.3,0.17
369.22837,"C20H34O6",1.7,0.3
369.2647318,"C21H38O5",1.81,0.24
369.3010556,"C22H42O4",1.91,0.18
369.3373274,"C23H46O3",2,0.13
370.093221,"C19H17O7N1",0.89,0.37
370.996305,"C17H9O8P1",0.53,0.47
371.040867,"C18H12O9",0.67,0.5
371.056093,"C22H12O6",0.55,0.27
371.0658555,"C15H21O3N2S2P1",1.4,0.2
371.077248,"C19H16O8",0.84,0.42
371.083874,"C13H24O8S2",1.85,0.62
371.0924908,"C23H16O5",0.7,0.22
371.0927547,"C23H16O5",0.7,0.22
371.1135859,"C20H20O7",1,0.35
371.171122,"C18H28O8",1.56,0.44
371.2075255,"C19H32O7",1.68,0.37
371.222763,"C23H32O4",1.39,0.17
371.2438897,"C20H36O6",1.8,0.3
371.2591688,"C24H36O3",1.5,0.12
371.2804065,"C21H40O5",1.9,0.24
371.3167443,"C22H44O4",2,0.18
372.014868,"C20H7O7N1",0.35,0.35
372.078776,"C14H20O5N3S1P1",1.43,0.36
372.093571,"C15H19O10N1",1.27,0.67
372.096507,"C14H20O7N3P1",1.43,0.5
372.117616,"C22H19O1N3S1",0.86,0.05
372.9441945,"C11H6O9N2S2",0.55,0.82
373.035338,"C21H10O7",0.48,0.33
373.045032,"C14H19O4N2S2P1",1.36,0.29
373.0565136,"C18H14O9",0.78,0.5
373.0718315,"C22H14O6",0.64,0.27
373.0929525,"C19H18O8",0.95,0.42
373.0932037,"C12H26O5N2S3",2.17,0.42
373.093463,"C11H24O8N2P2",2.18,0.73
373.0992272,"C15H23O5N2S1P1",1.53,0.33
373.09952,"C13H26O8S2",2,0.62
373.1292471,"C20H22O7",1.1,0.35
373.142109,"C17H27O7P1",1.59,0.41
373.1656316,"C21H26O6",1.24,0.29
373.1867322,"C18H30O8",1.67,0.44
373.2019628,"C22H30O5",1.36,0.23
373.214961,"C19H35O5P1",1.84,0.26
373.2231565,"C19H34O7",1.79,0.37
373.2594955,"C20H38O6",1.9,0.3
373.2959121,"C21H42O5",2,0.24
374.8879517,"C10H4O6N2S4",0.4,0.6
374.888717,"C11H8O1N2S6",0.73,0.09
375.051129,"C21H12O7",0.57,0.33
375.07215,"C18H16O9",0.89,0.5
375.0723997,"C18H16O9",0.89,0.5
375.072742,"C10H22O9N2P2",2.2,0.9
375.084295,"C18H20O3N2S2",1.11,0.17
375.0874718,"C22H16O6",0.73,0.27
375.097241,"C15H25O3N2S2P1",1.67,0.2
375.099637,"C11H25O8N2S1P1",2.27,0.73
375.1084722,"C19H20O8",1.05,0.42
375.1087094,"C19H20O8",1.05,0.42
375.14503,"C20H24O7",1.2,0.35
375.166031,"C17H28O9",1.65,0.53
375.1814078,"C21H28O6",1.33,0.29
375.2177513,"C22H32O5",1.45,0.23
375.2540581,"C23H36O4",1.57,0.17
375.2751869,"C20H40O6",2,0.3
375.286515,"C19H40O5N2",2.11,0.26
375.3269399,"C25H44O2",1.76,0.08
376.082625,"C21H15O6N1",0.71,0.29
376.090377,"C16H27O1N1S4",1.69,0.06
376.2705335,"C19H39O6N1",2.05,0.32
377.030358,"C20H10O8",0.5,0.4
377.0666438,"C21H14O7",0.67,0.33
377.0763295,"C14H23O4N2S2P1",1.64,0.29
377.087717,"C18H18O9",1,0.5
377.124258,"C19H22O8",1.16,0.42
377.1605659,"C20H26O7",1.3,0.35
377.173544,"C17H31O7P1",1.82,0.41
377.1969126,"C21H30O6",1.43,0.29
377.2333718,"C22H34O5",1.55,0.23
377.2698306,"C23H38O4",1.65,0.17
377.2730792,"C20H42O4S1",2.1,0.2
377.3062273,"C24H42O3",1.75,0.12
377.941835,"C11H9O8N1S3",0.82,0.73
378.098309,"C21H17O6N1",0.81,0.29
378.2862138,"C19H41O6N1",2.16,0.32
379.0459217,"C20H12O8",0.6,0.4
379.0823303,"C21H16O7",0.76,0.33
379.09195,"C14H25O4N2S2P1",1.79,0.29
379.118606,"C22H20O6",0.91,0.27
379.1761405,"C20H28O7",1.4,0.35
379.2126546,"C21H32O6",1.52,0.29
379.2490201,"C22H36O5",1.64,0.23
379.3218429,"C24H44O3",1.83,0.12
379.3582665,"C25H48O2",1.92,0.08
379.3945097,"C26H52O1",2,0.04
380.180116,"C22H27O1N3S1",1.23,0.05
380.228904,"C17H35O8N1",2.06,0.47
381.025291,"C19H10O9",0.53,0.47
381.0615413,"C20H14O8",0.7,0.4
381.0767669,"C24H14O5",0.58,0.21
381.098061,"C21H18O7",0.86,0.33
381.134403,"C22H22O6",1,0.27
381.1554407,"C19H26O8",1.37,0.42
381.170878,"C16H34O2N2S3",2.12,0.12
381.1918131,"C20H30O7",1.5,0.35
381.2048338,"C17H35O7P1",2.06,0.41
381.2283266,"C21H34O6",1.62,0.29
381.231541,"C18H38O6S1",2.11,0.33
381.2646609,"C22H38O5",1.73,0.23
381.2831624,"C23H42O2S1",1.83,0.09
381.3011061,"C23H42O4",1.83,0.17
381.3197091,"C24H46O1S1",1.92,0.04
381.3373541,"C24H46O3",1.92,0.12
381.373878,"C25H50O2",2,0.08
382.061173,"C17H21O3N1S3",1.24,0.18
382.915107,"C10H12O2N2S6",1.2,0.2
383.0407923,"C19H12O9",0.63,0.47
383.0773426,"C20H16O8",0.8,0.4
383.0924045,"C24H16O5",0.67,0.21
383.096034,"C14H28O2N2S4",2,0.14
383.1135716,"C21H20O7",0.95,0.33
383.1711253,"C19H28O8",1.47,0.42
383.186572,"C23H28O5",1.22,0.22
383.2075317,"C20H32O7",1.6,0.35
383.2439362,"C21H36O6",1.71,0.29
383.2988268,"C23H44O2S1",1.91,0.09
383.3166565,"C23H44O4",1.91,0.17
383.352961,"C24H48O3",2,0.12
384.301968,"C24H39O1N3",1.62,0.04
385.056576,"C19H14O9",0.74,0.47
385.0717162,"C23H14O6",0.61,0.26
385.0932083,"C13H26O5N2S3",2,0.38
385.099137,"C16H23O5N2S1P1",1.44,0.31
385.1081338,"C24H18O5",0.75,0.21
385.1292557,"C21H22O7",1.05,0.33
385.165689,"C22H26O6",1.18,0.27
385.1868119,"C19H30O8",1.58,0.42
385.2019515,"C23H30O5",1.3,0.22
385.2231448,"C20H34O7",1.7,0.35
385.2385326,"C24H34O4",1.42,0.17
385.2512605,"C21H39O4P1",1.86,0.19
385.2596699,"C21H38O6",1.81,0.29
385.2960111,"C22H42O5",1.91,0.23
385.3324112,"C23H46O4",2,0.17
386.2183435,"C19H33O7N1",1.74,0.37
387.0428575,"C22H13O5P1",0.59,0.23
387.0509747,"C22H12O7",0.55,0.32
387.0873376,"C23H16O6",0.7,0.26
387.087705,"C23H16O6",0.7,0.26
387.096261,"C15H21O8N2P1",1.4,0.53
387.097214,"C16H25O3N2S2P1",1.56,0.19
387.0974215,"C14H28O6S3",2,0.43
387.1084647,"C20H20O8",1,0.4
387.108689,"C20H20O8",1,0.4
387.1448568,"C21H24O7",1.14,0.33
387.145152,"C21H24O7",1.14,0.33
387.1660725,"C18H28O9",1.56,0.5
387.1812853,"C22H28O6",1.27,0.27
387.194275,"C19H33O6P1",1.74,0.32
387.2024215,"C19H32O8",1.68,0.42
387.2176734,"C23H32O5",1.39,0.22
387.2387647,"C20H36O7",1.8,0.35
387.239613,"C21H40O2S2",1.9,0.1
387.2540926,"C24H36O4",1.5,0.17
387.266872,"C21H41O4P1",1.95,0.19
387.2752584,"C21H40O6",1.9,0.29
387.2904601,"C25H40O3",1.6,0.12
387.311704,"C22H44O5",2,0.23
388.05491,"C24H11O1N3S1",0.46,0.04
388.234083,"C19H35O7N1",1.84,0.37
388.270503,"C20H39O6N1",1.95,0.3
388.9257445,"C15H4O9P2",0.27,0.6
389.066677,"C22H14O7",0.64,0.32
389.066934,"C22H14O7",0.64,0.32
389.0877832,"C19H18O9",0.95,0.47
389.08803,"C19H18O9",0.95,0.47
389.103178,"C23H18O6",0.78,0.26
389.1241236,"C20H22O8",1.1,0.4
389.1604795,"C21H26O7",1.24,0.33
389.1817095,"C18H30O9",1.67,0.5
389.1969235,"C22H30O6",1.36,0.27
389.2098413,"C19H35O6P1",1.84,0.32
389.21811,"C19H34O8",1.79,0.42
389.2333409,"C23H34O5",1.48,0.22
389.2462884,"C20H39O5P1",1.95,0.25
389.2697967,"C24H38O4",1.58,0.17
389.2909357,"C21H42O6",2,0.29
389.3062206,"C25H42O3",1.68,0.12
389.378853,"C27H50O1",1.85,0.04
390.093555,"C19H22O4N1S1P1",1.16,0.21
390.26507,"C23H37O4N1",1.61,0.17
390.2861576,"C20H41O6N1",2.05,0.3
390.3225444,"C21H45O5N1",2.14,0.24
391.082215,"C22H16O7",0.73,0.32
391.082479,"C22H16O7",0.73,0.32
391.1033403,"C19H20O9",1.05,0.47
391.1036675,"C19H20O9",1.05,0.47
391.139739,"C20H24O8",1.2,0.4
391.1763148,"C21H28O7",1.33,0.33
391.189205,"C18H33O7P1",1.83,0.39
391.2125339,"C22H32O6",1.45,0.27
391.225557,"C19H37O6P1",1.95,0.32
391.2489412,"C23H36O5",1.57,0.22
391.2853679,"C24H40O4",1.67,0.17
391.3218842,"C25H44O3",1.76,0.12
391.3581655,"C26H48O2",1.85,0.08
392.2653131,"C19H39O7N1",2.05,0.37
392.280709,"C23H39O4N1",1.7,0.17
392.3018497,"C20H43O6N1",2.15,0.3
393.1554655,"C20H26O8",1.3,0.4
393.1918579,"C21H30O7",1.43,0.33
393.2411315,"C19H39O6P1",2.05,0.32
393.2646863,"C23H38O5",1.65,0.22
393.3010355,"C24H42O4",1.75,0.17
393.3373574,"C25H46O3",1.84,0.12
393.373837,"C26H50O2",1.92,0.08
393.410183,"C27H54O1",2,0.04
394.2810702,"C19H41O7N1",2.16,0.37
395.04077,"C20H12O9",0.6,0.45
395.0772005,"C21H16O8",0.76,0.38
395.113649,"C22H20O7",0.91,0.32
395.1710831,"C20H28O8",1.4,0.4
395.186354,"C24H28O5",1.17,0.21
395.207521,"C21H32O7",1.52,0.33
395.2203734,"C18H37O7P1",2.06,0.39
395.2438305,"C22H36O6",1.64,0.27
395.256716,"C19H41O6P1",2.16,0.32
395.2802992,"C23H40O5",1.74,0.22
395.3167102,"C24H44O4",1.83,0.17
395.3530618,"C25H48O3",1.92,0.12
395.389413,"C26H52O2",2,0.08
397.056688,"C20H14O9",0.7,0.45
397.0716907,"C24H14O6",0.58,0.25
397.0929015,"C21H18O8",0.86,0.38
397.1867521,"C20H30O8",1.5,0.4
397.202212,"C24H30O5",1.25,0.21
397.2231869,"C21H34O7",1.62,0.33
397.2596467,"C22H38O6",1.73,0.27
397.286103,"C25H38O2N2",1.52,0.08
397.295987,"C23H42O5",1.83,0.22
397.322324,"C26H42O1N2",1.62,0.04
397.3322798,"C24H46O4",1.92,0.17
397.3686381,"C25H50O3",2,0.12
398.246493,"C21H38O4N1P1",1.81,0.19
398.327695,"C23H45O4N1",1.96,0.17
399.0639603,"C20H17O7P1",0.85,0.35
399.078926,"C14H24O9S2",1.71,0.64
399.08756,"C17H24O3N2S3",1.41,0.18
399.108442,"C21H20O8",0.95,0.38
399.123222,"C17H24O7N2S1",1.41,0.41
399.123746,"C25H20O5",0.8,0.2
399.144305,"C14H28O9N2S1",2,0.64
399.144944,"C22H24O7",1.09,0.32
399.2024001,"C20H32O8",1.6,0.4
399.217667,"C24H32O5",1.33,0.21
399.2387993,"C21H36O7",1.71,0.33
399.2752031,"C22H40O6",1.82,0.27
399.3116628,"C23H44O5",1.91,0.22
399.3480168,"C24H48O4",2,0.17
400.3069575,"C22H43O5N1",1.95,0.23
401.066599,"C23H14O7",0.61,0.3
401.079608,"C20H19O7P1",0.95,0.35
401.093105,"C26H14O3N2",0.54,0.12
401.102484,"C16H22O8N2S1",1.38,0.5
401.1030535,"C24H18O6",0.75,0.25
401.1243123,"C21H22O8",1.05,0.38
401.160458,"C22H26O7",1.18,0.32
401.1968451,"C23H30O6",1.3,0.26
401.2180766,"C20H34O8",1.7,0.4
401.233399,"C24H34O5",1.42,0.21
401.254419,"C21H38O7",1.81,0.33
401.269703,"C25H38O4",1.52,0.16
401.290817,"C22H42O6",1.91,0.27
401.3060849,"C26H42O3",1.62,0.12
401.3272624,"C23H46O5",2,0.22
401.342588,"C27H46O2",1.7,0.07
402.3225698,"C22H45O5N1",2.05,0.23
402.941394,"C16H6O9P2",0.38,0.56
403.0822494,"C23H16O7",0.7,0.3
403.103419,"C20H20O9",1,0.45
403.1097405,"C16H25O6N2S1P1",1.56,0.38
403.1204827,"C12H24O13N2",2,1.08
403.13917,"C13H28O10N2S1",2.15,0.77
403.1397667,"C21H24O8",1.14,0.38
403.1761969,"C22H28O7",1.27,0.32
403.197317,"C19H32O9",1.68,0.47
403.2125583,"C23H32O6",1.39,0.26
403.213437,"C24H36O1S2",1.5,0.04
403.2489473,"C24H36O5",1.5,0.21
403.2701801,"C21H40O7",1.9,0.33
403.2852997,"C25H40O4",1.6,0.16
403.3065706,"C22H44O6",2,0.27
403.3218722,"C26H44O3",1.69,0.12
403.3329543,"C25H44O2N2",1.76,0.08
403.3347475,"C23H49O3P1",2.13,0.13
404.2654768,"C20H39O7N1",1.95,0.35
405.061628,"C22H14O8",0.64,0.36
405.098051,"C23H18O7",0.78,0.3
405.155457,"C21H26O8",1.24,0.38
405.170665,"C25H26O5",1.04,0.2
405.170874,"C18H34O2N2S3",1.89,0.11
405.1917965,"C22H30O7",1.36,0.32
405.2281576,"C23H34O6",1.48,0.26
405.2412033,"C20H39O6P1",1.95,0.3
405.2646779,"C24H38O5",1.58,0.21
405.2679187,"C21H42O5S1",2,0.24
405.27595,"C23H38O4N2",1.65,0.17
405.3010612,"C25H42O4",1.68,0.16
405.3374455,"C26H46O3",1.77,0.12
405.373904,"C27H50O2",1.85,0.07
406.2811131,"C20H41O7N1",2.05,0.35
406.314869,"C25H45O1N1S1",1.8,0.04
406.3174168,"C21H45O6N1",2.14,0.29
406.905141,"C10H5O10N2S2P1",0.5,1
407.0771204,"C22H16O8",0.73,0.36
407.0773915,"C22H16O8",0.73,0.36
407.149936,"C24H24O6",1,0.25
407.168526,"C25H28O3S1",1.12,0.12
407.1710653,"C21H28O8",1.33,0.38
407.171921,"C22H32O3S2",1.45,0.14
407.177386,"C17H33O5N2S1P1",1.94,0.29
407.2074145,"C22H32O7",1.45,0.32
407.2203778,"C19H37O7P1",1.95,0.37
407.2568494,"C20H41O6P1",2.05,0.3
407.2802967,"C24H40O5",1.67,0.21
407.3166818,"C25H44O4",1.76,0.16
407.3529935,"C26H48O3",1.85,0.12
407.3893512,"C27H52O2",1.93,0.07
407.4257826,"C28H56O1",2,0.04
408.057305,"C17H15O11N1",0.88,0.65
408.057523,"C10H23O8N3S3",2.3,0.8
409.04834,"C21H15O7P1",0.71,0.33
409.0509797,"C10H23O9N2S2P1",2.3,0.9
409.051546,"C18H19O7S1P1",1.06,0.39
409.056703,"C21H14O9",0.67,0.43
409.105885,"C19H23O8P1",1.21,0.42
409.1505,"C20H26O9",1.3,0.45
409.2230907,"C22H34O7",1.55,0.32
409.22416,"C23H38O2S2",1.65,0.09
409.2361171,"C19H39O7P1",2.05,0.37
409.2545917,"C20H43O4S1P1",2.15,0.2
409.2595194,"C23H38O6",1.65,0.26
409.2959145,"C24H42O5",1.75,0.21
409.32237,"C27H42O1N2",1.56,0.04
409.3323659,"C25H46O4",1.84,0.16
409.3688369,"C26H50O3",1.92,0.12
409.4051109,"C27H54O2",2,0.07
410.096263,"C15H27O6N1S1P2",1.8,0.4
410.257769,"C21H38O3N3P1",1.81,0.14
410.3276494,"C24H45O4N1",1.88,0.17
410.364074,"C25H49O3N1",1.96,0.12
411.0873475,"C25H16O6",0.64,0.24
411.10865,"C22H20O8",0.91,0.36
411.144872,"C23H24O7",1.04,0.3
411.2023595,"C21H32O8",1.52,0.38
411.2387534,"C22H36O7",1.64,0.32
411.2670796,"C23H41O4P1",1.78,0.17
411.2751249,"C23H40O6",1.74,0.26
411.3115963,"C24H44O5",1.83,0.21
411.3479888,"C25H48O4",1.92,0.16
411.3844182,"C26H52O3",2,0.12
412.2857125,"C26H39O3N1",1.5,0.12
412.3433277,"C24H47O4N1",1.96,0.17
412.361933,"C25H51O1N1S1",2.04,0.04
412.967891,"C22H7O5S1P1",0.32,0.23
413.0118,"C15H14O8N2S2",0.93,0.53
413.1605159,"C23H26O7",1.13,0.3
413.1816975,"C20H30O9",1.5,0.45
413.218016,"C21H34O8",1.62,0.38
413.218916,"C22H38O3S2",1.73,0.14
413.246247,"C22H39O5P1",1.77,0.23
413.2545014,"C22H38O7",1.73,0.32
413.269728,"C26H38O4",1.46,0.15
413.2908545,"C23H42O6",1.83,0.26
413.306179,"C27H42O3",1.56,0.11
413.3272492,"C24H46O5",1.92,0.21
413.3424367,"C28H46O2",1.64,0.07
413.3637122,"C25H50O4",2,0.16
413.378905,"C29H50O1",1.72,0.03
414.2648792,"C25H37O4N1",1.48,0.16
414.2860728,"C22H41O6N1",1.86,0.27
414.301468,"C26H41O3N1",1.58,0.12
415.045942,"C23H12O8",0.52,0.35
415.0822391,"C24H16O7",0.67,0.29
415.0825336,"C24H16O7",0.67,0.29
415.095129,"C21H21O7P1",1,0.33
415.103368,"C21H20O9",0.95,0.43
415.140049,"C22H24O8",1.09,0.36
415.1761286,"C23H28O7",1.22,0.3
415.1763915,"C23H28O7",1.22,0.3
415.2127088,"C24H32O6",1.33,0.25
415.2336201,"C21H36O8",1.71,0.38
415.248997,"C25H36O5",1.44,0.2
415.261795,"C22H41O5P1",1.86,0.23
415.2700801,"C22H40O7",1.82,0.32
415.2853044,"C26H40O4",1.54,0.15
415.298203,"C23H45O4P1",1.96,0.17
415.3065387,"C23H44O6",1.91,0.26
415.321791,"C27H44O3",1.63,0.11
415.3428589,"C24H48O5",2,0.21
416.077585,"C23H15O7N1",0.65,0.3
416.085108,"C18H27O2N1S4",1.5,0.11
416.207942,"C23H31O6N1",1.35,0.26
416.283961,"C22H43O4N1S1",1.95,0.18
417.15539,"C22H26O8",1.18,0.36
417.1557417,"C22H26O8",1.18,0.36
417.191972,"C23H30O7",1.3,0.3
417.213101,"C20H34O9",1.7,0.45
417.2281822,"C24H34O6",1.42,0.25
417.229086,"C25H38O1S2",1.52,0.04
417.2493001,"C21H38O8",1.81,0.38
417.2646535,"C25H38O5",1.52,0.2
417.2857721,"C22H42O7",1.91,0.32
417.301039,"C26H42O4",1.62,0.15
417.3221074,"C23H46O6",2,0.26
417.3373624,"C27H46O3",1.7,0.11
418.281086,"C21H41O7N1",1.95,0.33
418.296344,"C25H41O4N1",1.64,0.16
418.3173913,"C22H45O6N1",2.05,0.27
418.3456519,"C23H50O3N1P1",2.17,0.13
418.3537776,"C23H49O5N1",2.13,0.22
419.2074326,"C23H32O7",1.39,0.3
419.2205013,"C20H37O7P1",1.85,0.35
419.2438835,"C24H36O6",1.5,0.25
419.244715,"C25H40O1S2",1.6,0.04
419.2567953,"C21H41O6P1",1.95,0.29
419.2804013,"C25H40O5",1.6,0.2
419.3013852,"C22H44O7",2,0.32
419.302243,"C23H48O2S2",2.09,0.09
419.3167518,"C26H44O4",1.69,0.15
419.3296455,"C23H49O4P1",2.13,0.17
419.3408501,"C22H49O3N2P1",2.23,0.14
419.3530551,"C27H48O3",1.78,0.11
419.4257135,"C29H56O1",1.93,0.03
420.3153126,"C22H47O4N1S1",2.14,0.18
421.056576,"C22H14O9",0.64,0.41
421.09287,"C23H18O8",0.78,0.35
421.150291,"C21H26O9",1.24,0.43
421.1655445,"C25H26O6",1.04,0.24
421.1868933,"C22H30O8",1.36,0.36
421.2231408,"C23H34O7",1.48,0.3
421.227463,"C21H42O2S3",2,0.1
421.2360176,"C20H39O7P1",1.95,0.35
421.2594385,"C24H38O6",1.58,0.25
421.260411,"C25H42O1S2",1.68,0.04
421.2724431,"C21H43O6P1",2.05,0.29
421.2911399,"C22H47O3S1P1",2.14,0.14
421.2959454,"C25H42O5",1.68,0.2
421.3323469,"C26H46O4",1.77,0.15
421.3686187,"C27H50O3",1.85,0.11
422.009789,"C9H18O10N3S2P1",2,1.11
422.3123501,"C21H45O7N1",2.14,0.33
422.327577,"C25H45O4N1",1.8,0.16
423.091421,"C15H26O6N2S1P2",1.73,0.4
423.166084,"C21H28O9",1.33,0.43
423.181199,"C25H28O6",1.12,0.24
423.2024507,"C22H32O8",1.45,0.36
423.215295,"C19H37O8P1",1.95,0.42
423.2389129,"C23H36O7",1.57,0.3
423.2518191,"C20H41O7P1",2.05,0.35
423.2752419,"C24H40O6",1.67,0.25
423.2759842,"C25H44O1S2",1.76,0.04
423.289743,"C20H44O5N2S1",2.2,0.25
423.2905505,"C28H40O3",1.43,0.11
423.3116365,"C25H44O5",1.76,0.2
423.326817,"C29H44O2",1.52,0.07
423.3479489,"C26H48O4",1.85,0.15
423.3844095,"C27H52O3",1.93,0.11
423.4208177,"C28H56O2",2,0.07
424.049641,"C21H15O7N1S1",0.71,0.33
424.073351,"C14H19O14N1",1.36,1
424.291591,"C20H43O8N1",2.15,0.4
424.343188,"C25H47O4N1",1.88,0.16
424.3795811,"C26H51O3N1",1.96,0.12
425.07075,"C14H24O7N2S1P2",1.71,0.5
425.083738,"C17H18O11N2",1.06,0.65
425.098324,"C12H28O12P2",2.33,1
425.102469,"C18H22O8N2S1",1.22,0.44
425.181694,"C21H30O9",1.43,0.43
425.218037,"C22H34O8",1.55,0.36
425.233492,"C26H34O5",1.31,0.19
425.248528,"C30H34O2",1.13,0.07
425.2544451,"C23H38O7",1.65,0.3
425.257847,"C20H42O7S1",2.1,0.35
425.2698327,"C27H38O4",1.41,0.15
425.306037,"C28H42O3",1.5,0.11
425.3272949,"C25H46O5",1.84,0.2
425.342452,"C29H46O2",1.59,0.07
425.3635865,"C26H50O4",1.92,0.15
425.3747435,"C25H50O3N2",2,0.12
425.4001296,"C27H54O3",2,0.11
426.068627,"C18H21O7N1S2",1.17,0.39
426.2861213,"C23H41O6N1",1.78,0.26
426.3225905,"C24H45O5N1",1.88,0.21
426.358854,"C25H49O4N1",1.96,0.16
427.103471,"C22H20O9",0.91,0.41
427.176325,"C24H28O7",1.17,0.29
427.197454,"C21H32O9",1.52,0.43
427.2125447,"C25H32O6",1.28,0.24
427.2336742,"C22H36O8",1.64,0.36
427.234718,"C23H40O3S2",1.74,0.13
427.2489505,"C26H36O5",1.38,0.19
427.2701304,"C23H40O7",1.74,0.3
427.2852853,"C27H40O4",1.48,0.15
427.3066388,"C24H44O6",1.83,0.25
427.3218053,"C28H44O3",1.57,0.11
427.3429235,"C25H48O5",1.92,0.2
427.3792334,"C26H52O4",2,0.15
429.061699,"C24H14O8",0.58,0.33
429.061934,"C17H22O5N2S3",1.29,0.29
429.0979973,"C25H18O7",0.72,0.28
429.0983034,"C18H26O4N2S3",1.44,0.22
429.133757,"C18H26O8N2S1",1.44,0.44
429.176511,"C20H30O10",1.5,0.5
429.176739,"C20H30O10",1.5,0.5
429.1917499,"C24H30O7",1.25,0.29
429.192034,"C24H30O7",1.25,0.29
429.2282463,"C25H34O6",1.36,0.24
429.229011,"C26H38O1S2",1.46,0.04
429.2493896,"C22H38O8",1.73,0.36
429.2647055,"C26H38O5",1.46,0.19
429.2857906,"C23H42O7",1.83,0.3
429.3009845,"C27H42O4",1.56,0.15
429.314025,"C24H47O4P1",1.96,0.17
429.3221274,"C24H46O6",1.92,0.25
429.3373711,"C28H46O3",1.64,0.11
429.3586124,"C25H50O5",2,0.2
431.077255,"C24H16O8",0.67,0.33
431.1348275,"C22H24O9",1.09,0.41
431.1501978,"C19H32O3N2S3",1.68,0.16
431.1710959,"C23H28O8",1.22,0.35
431.171762,"C15H34O8N2P2",2.27,0.53
431.192374,"C20H32O10",1.6,0.5
