id,depth_pos,depth_m,depth_cm,Label,Def1,season,year,site,depth,core,mag.vec,duration
637,505,-0.36,36,Exclude,NA,spring,2,TOOL,505,3,0.1,24
638,505,-0.36,36,Exclude,NA,spring,2,TOOL,505,4,0.1,24
639,506,-0.46,46,Exclude,NA,spring,2,TOOL,506,2,0.1,24
640,506,-0.46,46,Exclude,NA,spring,2,TOOL,506,3,0.1,24
641,506,-0.46,46,Exclude,NA,spring,2,TOOL,506,4,0.1,24
642,507,-0.56,56,Exclude,NA,spring,2,TOOL,507,2,0.1,24
643,507,-0.56,56,Exclude,NA,spring,2,TOOL,507,3,0.1,24
644,507,-0.56,56,Exclude,NA,spring,2,TOOL,507,4,0.1,24
645,501,-0.02,2,Exclude,NA,summer,1,BARR,501,1,0.1,24
646,501,-0.02,2,Exclude,NA,summer,1,BARR,501,2,0.1,24
647,501,-0.01,1,Exclude,NA,summer,1,BARR,501,3,0.1,24
648,501,-0.02,2,Exclude,NA,summer,1,BARR,501,4,0.1,24
649,501,-0.02,2,Exclude,NA,summer,1,BARR,501,5,0.1,24
650,502,-0.06,6,Exclude,NA,summer,1,BARR,502,1,0.1,24
651,502,-0.06,6,Exclude,NA,summer,1,BARR,502,2,0.1,24
652,502,-0.05,5,Exclude,NA,summer,1,BARR,502,3,0.1,24
653,502,-0.06,6,Exclude,NA,summer,1,BARR,502,4,0.1,24
654,502,-0.06,6,Exclude,NA,summer,1,BARR,502,5,0.1,24
655,503,-0.16,16,Exclude,NA,summer,1,BARR,503,1,0.1,24
656,503,-0.16,16,Exclude,NA,summer,1,BARR,503,2,0.1,24
657,503,-0.15,15,Exclude,NA,summer,1,BARR,503,3,0.1,24
658,503,-0.16,16,Exclude,NA,summer,1,BARR,503,4,0.1,24
659,503,-0.16,16,Exclude,NA,summer,1,BARR,503,5,0.1,24
660,504,-0.26,26,Exclude,NA,summer,1,BARR,504,1,0.1,24
661,504,-0.26,26,Exclude,NA,summer,1,BARR,504,2,0.1,24
662,504,-0.25,25,Exclude,NA,summer,1,BARR,504,3,0.1,24
663,504,-0.26,26,Exclude,NA,summer,1,BARR,504,4,0.1,24
664,504,-0.26,26,Exclude,NA,summer,1,BARR,504,5,0.1,24
665,505,-0.36,36,Exclude,NA,summer,1,BARR,505,1,0.1,24
666,505,-0.36,36,Exclude,NA,summer,1,BARR,505,2,0.1,24
667,505,-0.35,35,Exclude,NA,summer,1,BARR,505,3,0.1,24
668,505,-0.36,36,Exclude,NA,summer,1,BARR,505,4,0.1,24
669,505,-0.36,36,Exclude,NA,summer,1,BARR,505,5,0.1,24
670,506,-0.56,56,Exclude,NA,summer,1,BARR,506,1,0.1,24
671,506,-0.56,56,Exclude,NA,summer,1,BARR,506,2,0.1,24
672,506,-0.55,55,Exclude,NA,summer,1,BARR,506,3,0.1,24
673,506,-0.56,56,Exclude,NA,summer,1,BARR,506,4,0.1,24
674,506,-0.56,56,Exclude,NA,summer,1,BARR,506,5,0.1,24
675,507,-0.86,86,Exclude,NA,summer,1,BARR,507,1,0.1,24
676,507,-0.86,86,Exclude,NA,summer,1,BARR,507,2,0.1,24
677,507,-0.85,85,Exclude,NA,summer,1,BARR,507,3,0.1,24
678,507,-0.86,86,Exclude,NA,summer,1,BARR,507,4,0.1,24
679,507,-0.86,86,Exclude,NA,summer,1,BARR,507,5,0.1,24
680,508,-1.36,136,Exclude,NA,summer,1,BARR,508,1,0.1,24
681,508,-1.36,136,Exclude,NA,summer,1,BARR,508,2,0.1,24
682,508,-1.35,135,Exclude,NA,summer,1,BARR,508,3,0.1,24
683,508,-1.36,136,Exclude,NA,summer,1,BARR,508,4,0.1,24
684,508,-1.36,136,Exclude,NA,summer,1,BARR,508,5,0.1,24
685,509,-1.76,176,Exclude,NA,summer,1,BARR,509,1,0.1,24
686,509,-2.26,226,Exclude,NA,summer,1,BARR,509,2,0.1,24
687,509,-1.75,175,Exclude,NA,summer,1,BARR,509,3,0.1,24
688,509,-1.96,196,Exclude,NA,summer,1,BARR,509,4,0.1,24
689,509,-1.86,186,Exclude,NA,summer,1,BARR,509,5,0.1,24
690,501,-0.02,2,Exclude,NA,summer,1,BONA,501,1,0.1,24
691,501,-0.01,1,Exclude,NA,summer,1,BONA,501,2,0.1,24
692,501,-0.02,2,Exclude,NA,summer,1,BONA,501,3,0.1,24
693,501,-0.02,2,Exclude,NA,summer,1,BONA,501,4,0.1,24
694,501,-0.03,3,Exclude,NA,summer,1,BONA,501,5,0.1,24
695,502,-0.06,6,Exclude,NA,summer,1,BONA,502,1,0.1,24
696,502,-0.05,5,Exclude,NA,summer,1,BONA,502,2,0.1,24
697,502,-0.06,6,Exclude,NA,summer,1,BONA,502,3,0.1,24
698,502,-0.06,6,Exclude,NA,summer,1,BONA,502,4,0.1,24
699,502,-0.07,7,Exclude,NA,summer,1,BONA,502,5,0.1,24
700,503,-0.16,16,Exclude,NA,summer,1,BONA,503,1,0.1,24
701,503,-0.15,15,Exclude,NA,summer,1,BONA,503,2,0.1,24
702,503,-0.16,16,Exclude,NA,summer,1,BONA,503,3,0.1,24
703,503,-0.16,16,Exclude,NA,summer,1,BONA,503,4,0.1,24
704,503,-0.17,17,Exclude,NA,summer,1,BONA,503,5,0.1,24
705,504,-0.26,26,Exclude,NA,summer,1,BONA,504,1,0.1,24
706,504,-0.25,25,Exclude,NA,summer,1,BONA,504,2,0.1,24
707,504,-0.26,26,Exclude,NA,summer,1,BONA,504,3,0.1,24
708,504,-0.26,26,Exclude,NA,summer,1,BONA,504,4,0.1,24
709,504,-0.27,27,Exclude,NA,summer,1,BONA,504,5,0.1,24
710,505,-0.46,46,Exclude,NA,summer,1,BONA,505,1,0.1,24
711,505,-0.45,45,Exclude,NA,summer,1,BONA,505,2,0.1,24
712,505,-0.46,46,Exclude,NA,summer,1,BONA,505,3,0.1,24
713,505,-0.46,46,Exclude,NA,summer,1,BONA,505,4,0.1,24
714,505,-0.47,47,Exclude,NA,summer,1,BONA,505,5,0.1,24
715,506,-0.76,76,Exclude,NA,summer,1,BONA,506,1,0.1,24
716,506,-0.75,75,Exclude,NA,summer,1,BONA,506,2,0.1,24
717,506,-0.76,76,Exclude,NA,summer,1,BONA,506,3,0.1,24
718,506,-0.76,76,Exclude,NA,summer,1,BONA,506,4,0.1,24
719,506,-0.77,77,Exclude,NA,summer,1,BONA,506,5,0.1,24
720,507,-1.06,106,Exclude,NA,summer,1,BONA,507,1,0.1,24
721,507,-1.05,105,Exclude,NA,summer,1,BONA,507,2,0.1,24
722,507,-1.06,106,Exclude,NA,summer,1,BONA,507,3,0.1,24
723,507,-1.06,106,Exclude,NA,summer,1,BONA,507,4,0.1,24
724,507,-1.07,107,Exclude,NA,summer,1,BONA,507,5,0.1,24
725,508,-1.56,156,Exclude,NA,summer,1,BONA,508,1,0.1,24
726,508,-1.55,155,Exclude,NA,summer,1,BONA,508,2,0.1,24
727,508,-1.56,156,Exclude,NA,summer,1,BONA,508,3,0.1,24
728,508,-1.56,156,Exclude,NA,summer,1,BONA,508,4,0.1,24
729,508,-1.57,157,Exclude,NA,summer,1,BONA,508,5,0.1,24
730,509,-1.86,186,Exclude,NA,summer,1,BONA,509,1,0.1,24
731,509,-1.85,185,Exclude,NA,summer,1,BONA,509,2,0.1,24
732,509,-1.86,186,Exclude,NA,summer,1,BONA,509,3,0.1,24
733,509,-1.96,196,Exclude,NA,summer,1,BONA,509,4,0.1,24
734,509,-2.07,207,Exclude,NA,summer,1,BONA,509,5,0.1,24
735,501,-0.03,3,Exclude,NA,summer,1,HEAL,501,1,0.1,24
736,501,-0.02,2,Exclude,NA,summer,1,HEAL,501,2,0.1,24
737,501,-0.02,2,Exclude,NA,summer,1,HEAL,501,3,0.1,24
738,501,-0.02,2,Exclude,NA,summer,1,HEAL,501,4,0.1,24
739,501,-0.02,2,Exclude,NA,summer,1,HEAL,501,5,0.1,24
740,502,-0.07,7,Exclude,NA,summer,1,HEAL,502,1,0.1,24
741,502,-0.06,6,Exclude,NA,summer,1,HEAL,502,2,0.1,24
742,502,-0.06,6,Exclude,NA,summer,1,HEAL,502,3,0.1,24
743,502,-0.06,6,Exclude,NA,summer,1,HEAL,502,4,0.1,24
744,502,-0.06,6,Exclude,NA,summer,1,HEAL,502,5,0.1,24
745,503,-0.17,17,Exclude,NA,summer,1,HEAL,503,1,0.1,24
746,503,-0.16,16,Exclude,NA,summer,1,HEAL,503,2,0.1,24
747,503,-0.16,16,Exclude,NA,summer,1,HEAL,503,3,0.1,24
748,503,-0.16,16,Exclude,NA,summer,1,HEAL,503,4,0.1,24
749,503,-0.16,16,Exclude,NA,summer,1,HEAL,503,5,0.1,24
750,504,-0.27,27,Exclude,NA,summer,1,HEAL,504,1,0.1,24
751,504,-0.26,26,Exclude,NA,summer,1,HEAL,504,2,0.1,24
752,504,-0.26,26,Exclude,NA,summer,1,HEAL,504,3,0.1,24
753,504,-0.26,26,Exclude,NA,summer,1,HEAL,504,4,0.1,24
754,504,-0.26,26,Exclude,NA,summer,1,HEAL,504,5,0.1,24
755,505,-0.37,37,Exclude,NA,summer,1,HEAL,505,1,0.1,24
756,505,-0.36,36,Exclude,NA,summer,1,HEAL,505,2,0.1,24
757,505,-0.36,36,Exclude,NA,summer,1,HEAL,505,3,0.1,24
758,505,-0.36,36,Exclude,NA,summer,1,HEAL,505,4,0.1,24
759,505,-0.36,36,Exclude,NA,summer,1,HEAL,505,5,0.1,24
760,506,-0.47,47,Exclude,NA,summer,1,HEAL,506,1,0.1,24
761,506,-0.46,46,Exclude,NA,summer,1,HEAL,506,2,0.1,24
762,506,-0.46,46,Exclude,NA,summer,1,HEAL,506,3,0.1,24
763,506,-0.46,46,Exclude,NA,summer,1,HEAL,506,4,0.1,24
764,506,-0.46,46,Exclude,NA,summer,1,HEAL,506,5,0.1,24
765,507,-0.67,67,Exclude,NA,summer,1,HEAL,507,1,0.1,24
766,507,-0.66,66,Exclude,NA,summer,1,HEAL,507,2,0.1,24
767,507,-0.66,66,Exclude,NA,summer,1,HEAL,507,3,0.1,24
768,507,-0.66,66,Exclude,NA,summer,1,HEAL,507,4,0.1,24
769,507,-0.66,66,Exclude,NA,summer,1,HEAL,507,5,0.1,24
770,508,-0.97,97,Exclude,NA,summer,1,HEAL,508,1,0.1,24
771,508,-0.96,96,Exclude,NA,summer,1,HEAL,508,2,0.1,24
772,508,-0.96,96,Exclude,NA,summer,1,HEAL,508,3,0.1,24
773,508,-0.96,96,Exclude,NA,summer,1,HEAL,508,4,0.1,24
774,508,-0.96,96,Exclude,NA,summer,1,HEAL,508,5,0.1,24
775,509,-1.57,157,Exclude,NA,summer,1,HEAL,509,1,0.1,24
776,509,-1.36,136,Exclude,NA,summer,1,HEAL,509,2,0.1,24
777,509,-1.26,126,Exclude,NA,summer,1,HEAL,509,3,0.1,24
778,509,-1.66,166,Exclude,NA,summer,1,HEAL,509,4,0.1,24
779,509,-1.26,126,Exclude,NA,summer,1,HEAL,509,5,0.1,24
780,501,-0.02,2,Exclude,NA,summer,1,TOOL,501,1,0.1,24
781,501,-0.02,2,Exclude,NA,summer,1,TOOL,501,2,0.1,24
782,501,-0.02,2,Exclude,NA,summer,1,TOOL,501,3,0.1,24
