id,depth_pos,depth_m,depth_cm,Label,Def1,season,year,site,depth,core,mag.vec,duration
3956,501,-0.02,2,Exclude,NA,summer,1,HEAL,501,2,0.5,24
3957,501,-0.02,2,Exclude,NA,summer,1,HEAL,501,3,0.5,24
3958,501,-0.02,2,Exclude,NA,summer,1,HEAL,501,4,0.5,24
3959,501,-0.02,2,Exclude,NA,summer,1,HEAL,501,5,0.5,24
3960,502,-0.07,7,Exclude,NA,summer,1,HEAL,502,1,0.5,24
3961,502,-0.06,6,Exclude,NA,summer,1,HEAL,502,2,0.5,24
3962,502,-0.06,6,Exclude,NA,summer,1,HEAL,502,3,0.5,24
3963,502,-0.06,6,Exclude,NA,summer,1,HEAL,502,4,0.5,24
3964,502,-0.06,6,Exclude,NA,summer,1,HEAL,502,5,0.5,24
3965,503,-0.17,17,Exclude,NA,summer,1,HEAL,503,1,0.5,24
3966,503,-0.16,16,Exclude,NA,summer,1,HEAL,503,2,0.5,24
3967,503,-0.16,16,Exclude,NA,summer,1,HEAL,503,3,0.5,24
3968,503,-0.16,16,Exclude,NA,summer,1,HEAL,503,4,0.5,24
3969,503,-0.16,16,Exclude,NA,summer,1,HEAL,503,5,0.5,24
3970,504,-0.27,27,Exclude,NA,summer,1,HEAL,504,1,0.5,24
3971,504,-0.26,26,Exclude,NA,summer,1,HEAL,504,2,0.5,24
3972,504,-0.26,26,Exclude,NA,summer,1,HEAL,504,3,0.5,24
3973,504,-0.26,26,Exclude,NA,summer,1,HEAL,504,4,0.5,24
3974,504,-0.26,26,Exclude,NA,summer,1,HEAL,504,5,0.5,24
3975,505,-0.37,37,Exclude,NA,summer,1,HEAL,505,1,0.5,24
3976,505,-0.36,36,Exclude,NA,summer,1,HEAL,505,2,0.5,24
3977,505,-0.36,36,Exclude,NA,summer,1,HEAL,505,3,0.5,24
3978,505,-0.36,36,Exclude,NA,summer,1,HEAL,505,4,0.5,24
3979,505,-0.36,36,Exclude,NA,summer,1,HEAL,505,5,0.5,24
3980,506,-0.47,47,Exclude,NA,summer,1,HEAL,506,1,0.5,24
3981,506,-0.46,46,Exclude,NA,summer,1,HEAL,506,2,0.5,24
3982,506,-0.46,46,Exclude,NA,summer,1,HEAL,506,3,0.5,24
3983,506,-0.46,46,Exclude,NA,summer,1,HEAL,506,4,0.5,24
3984,506,-0.46,46,Exclude,NA,summer,1,HEAL,506,5,0.5,24
3985,507,-0.67,67,Exclude,NA,summer,1,HEAL,507,1,0.5,24
3986,507,-0.66,66,Exclude,NA,summer,1,HEAL,507,2,0.5,24
3987,507,-0.66,66,Exclude,NA,summer,1,HEAL,507,3,0.5,24
3988,507,-0.66,66,Exclude,NA,summer,1,HEAL,507,4,0.5,24
3989,507,-0.66,66,Exclude,NA,summer,1,HEAL,507,5,0.5,24
3990,508,-0.97,97,Exclude,NA,summer,1,HEAL,508,1,0.5,24
3991,508,-0.96,96,Exclude,NA,summer,1,HEAL,508,2,0.5,24
3992,508,-0.96,96,Exclude,NA,summer,1,HEAL,508,3,0.5,24
3993,508,-0.96,96,Exclude,NA,summer,1,HEAL,508,4,0.5,24
3994,508,-0.96,96,Exclude,NA,summer,1,HEAL,508,5,0.5,24
3995,509,-1.57,157,Exclude,NA,summer,1,HEAL,509,1,0.5,24
3996,509,-1.36,136,Exclude,NA,summer,1,HEAL,509,2,0.5,24
3997,509,-1.26,126,Exclude,NA,summer,1,HEAL,509,3,0.5,24
3998,509,-1.66,166,Exclude,NA,summer,1,HEAL,509,4,0.5,24
3999,509,-1.26,126,Exclude,NA,summer,1,HEAL,509,5,0.5,24
4000,501,-0.02,2,Exclude,NA,summer,1,TOOL,501,1,0.5,24
4001,501,-0.02,2,Exclude,NA,summer,1,TOOL,501,2,0.5,24
4002,501,-0.02,2,Exclude,NA,summer,1,TOOL,501,3,0.5,24
4003,501,-0.02,2,Exclude,NA,summer,1,TOOL,501,4,0.5,24
4004,501,-0.02,2,Exclude,NA,summer,1,TOOL,501,5,0.5,24
4005,502,-0.06,6,Exclude,NA,summer,1,TOOL,502,1,0.5,24
4006,502,-0.06,6,Exclude,NA,summer,1,TOOL,502,2,0.5,24
4007,502,-0.06,6,Exclude,NA,summer,1,TOOL,502,3,0.5,24
4008,502,-0.06,6,Exclude,NA,summer,1,TOOL,502,4,0.5,24
4009,502,-0.06,6,Exclude,NA,summer,1,TOOL,502,5,0.5,24
4010,503,-0.16,16,Exclude,NA,summer,1,TOOL,503,1,0.5,24
4011,503,-0.16,16,Exclude,NA,summer,1,TOOL,503,2,0.5,24
4012,503,-0.16,16,Exclude,NA,summer,1,TOOL,503,3,0.5,24
4013,503,-0.16,16,Exclude,NA,summer,1,TOOL,503,4,0.5,24
4014,504,-0.26,26,Exclude,NA,summer,1,TOOL,504,2,0.5,24
4015,504,-0.26,26,Exclude,NA,summer,1,TOOL,504,3,0.5,24
4016,504,-0.26,26,Exclude,NA,summer,1,TOOL,504,4,0.5,24
4017,505,-0.36,36,Exclude,NA,summer,1,TOOL,505,2,0.5,24
4018,505,-0.36,36,Exclude,NA,summer,1,TOOL,505,3,0.5,24
4019,505,-0.36,36,Exclude,NA,summer,1,TOOL,505,4,0.5,24
4020,506,-0.46,46,Exclude,NA,summer,1,TOOL,506,2,0.5,24
4021,506,-0.46,46,Exclude,NA,summer,1,TOOL,506,3,0.5,24
4022,506,-0.46,46,Exclude,NA,summer,1,TOOL,506,4,0.5,24
4023,507,-0.56,56,Exclude,NA,summer,1,TOOL,507,2,0.5,24
4024,507,-0.56,56,Exclude,NA,summer,1,TOOL,507,3,0.5,24
4025,507,-0.56,56,Exclude,NA,summer,1,TOOL,507,4,0.5,24
4029,501,-0.02,2,Exclude,NA,summer,2,BARR,501,4,0.5,24
4036,503,-0.16,16,Exclude,NA,summer,2,BARR,503,1,0.5,24
4037,503,-0.16,16,Exclude,NA,summer,2,BARR,503,2,0.5,24
4042,504,-0.26,26,Exclude,NA,summer,2,BARR,504,2,0.5,24
4047,505,-0.36,36,Exclude,NA,summer,2,BARR,505,2,0.5,24
4055,506,-0.56,56,Exclude,NA,summer,2,BARR,506,5,0.5,24
4058,507,-0.85,85,Exclude,NA,summer,2,BARR,507,3,0.5,24
4063,508,-1.35,135,Exclude,NA,summer,2,BARR,508,3,0.5,24
4068,509,-1.75,175,Exclude,NA,summer,2,BARR,509,3,0.5,24
4074,501,-0.02,2,Exclude,NA,summer,2,BONA,501,4,0.5,24
4079,502,-0.06,6,Exclude,NA,summer,2,BONA,502,4,0.5,24
4084,503,-0.16,16,Exclude,NA,summer,2,BONA,503,4,0.5,24
4089,504,-0.26,26,Exclude,NA,summer,2,BONA,504,4,0.5,24
4090,504,-0.27,27,Exclude,NA,summer,2,BONA,504,5,0.5,24
4094,505,-0.46,46,Exclude,NA,summer,2,BONA,505,4,0.5,24
4099,506,-0.76,76,Exclude,NA,summer,2,BONA,506,4,0.5,24
4118,501,-0.02,2,Exclude,NA,summer,2,HEAL,501,3,0.5,24
4122,502,-0.06,6,Exclude,NA,summer,2,HEAL,502,2,0.5,24
4137,505,-0.36,36,Exclude,NA,summer,2,HEAL,505,2,0.5,24
4144,506,-0.46,46,Exclude,NA,summer,2,HEAL,506,4,0.5,24
4146,507,-0.67,67,Exclude,NA,summer,2,HEAL,507,1,0.5,24
4162,501,-0.02,2,Exclude,NA,summer,2,TOOL,501,2,0.5,24
4163,501,-0.02,2,Exclude,NA,summer,2,TOOL,501,3,0.5,24
4167,502,-0.06,6,Exclude,NA,summer,2,TOOL,502,2,0.5,24
4168,502,-0.06,6,Exclude,NA,summer,2,TOOL,502,3,0.5,24
4169,502,-0.06,6,Exclude,NA,summer,2,TOOL,502,4,0.5,24
4172,503,-0.16,16,Exclude,NA,summer,2,TOOL,503,2,0.5,24
4173,503,-0.16,16,Exclude,NA,summer,2,TOOL,503,3,0.5,24
4175,504,-0.26,26,Exclude,NA,summer,2,TOOL,504,2,0.5,24
4176,504,-0.26,26,Exclude,NA,summer,2,TOOL,504,3,0.5,24
4178,505,-0.36,36,Exclude,NA,summer,2,TOOL,505,2,0.5,24
4179,505,-0.36,36,Exclude,NA,summer,2,TOOL,505,3,0.5,24
4181,506,-0.46,46,Exclude,NA,summer,2,TOOL,506,2,0.5,24
4182,506,-0.46,46,Exclude,NA,summer,2,TOOL,506,3,0.5,24
4185,507,-0.56,56,Exclude,NA,summer,2,TOOL,507,3,0.5,24
4186,507,-0.56,56,Exclude,NA,summer,2,TOOL,507,4,0.5,24
4190,501,-0.02,2,Exclude,NA,fall,1,BARR,501,4,0.5,24
4197,503,-0.16,16,Exclude,NA,fall,1,BARR,503,1,0.5,24
4198,503,-0.16,16,Exclude,NA,fall,1,BARR,503,2,0.5,24
4203,504,-0.26,26,Exclude,NA,fall,1,BARR,504,2,0.5,24
4208,505,-0.36,36,Exclude,NA,fall,1,BARR,505,2,0.5,24
4216,506,-0.56,56,Exclude,NA,fall,1,BARR,506,5,0.5,24
4251,504,-0.27,27,Exclude,NA,fall,1,BONA,504,5,0.5,24
4279,501,-0.02,2,Exclude,NA,fall,1,HEAL,501,3,0.5,24
4283,502,-0.06,6,Exclude,NA,fall,1,HEAL,502,2,0.5,24
4298,505,-0.36,36,Exclude,NA,fall,1,HEAL,505,2,0.5,24
4305,506,-0.46,46,Exclude,NA,fall,1,HEAL,506,4,0.5,24
4307,507,-0.67,67,Exclude,NA,fall,1,HEAL,507,1,0.5,24
4326,501,-0.02,2,Exclude,NA,fall,1,TOOL,501,5,0.5,24
4331,502,-0.06,6,Exclude,NA,fall,1,TOOL,502,5,0.5,24
4342,506,-0.46,46,Exclude,NA,fall,1,TOOL,506,2,0.5,24
4351,501,-0.02,2,Exclude,NA,fall,2,BARR,501,4,0.5,24
4358,503,-0.16,16,Exclude,NA,fall,2,BARR,503,1,0.5,24
4359,503,-0.16,16,Exclude,NA,fall,2,BARR,503,2,0.5,24
4360,503,-0.15,15,Exclude,NA,fall,2,BARR,503,3,0.5,24
4363,504,-0.26,26,Exclude,NA,fall,2,BARR,504,1,0.5,24
4364,504,-0.26,26,Exclude,NA,fall,2,BARR,504,2,0.5,24
4365,504,-0.25,25,Exclude,NA,fall,2,BARR,504,3,0.5,24
4369,505,-0.36,36,Exclude,NA,fall,2,BARR,505,2,0.5,24
4374,506,-0.56,56,Exclude,NA,fall,2,BARR,506,2,0.5,24
4377,506,-0.56,56,Exclude,NA,fall,2,BARR,506,5,0.5,24
4379,507,-0.86,86,Exclude,NA,fall,2,BARR,507,2,0.5,24
4381,507,-0.86,86,Exclude,NA,fall,2,BARR,507,4,0.5,24
4386,508,-1.36,136,Exclude,NA,fall,2,BARR,508,4,0.5,24
4391,509,-1.96,196,Exclude,NA,fall,2,BARR,509,4,0.5,24
4412,504,-0.27,27,Exclude,NA,fall,2,BONA,504,5,0.5,24
4414,505,-0.45,45,Exclude,NA,fall,2,BONA,505,2,0.5,24
4417,505,-0.47,47,Exclude,NA,fall,2,BONA,505,5,0.5,24
4419,506,-0.75,75,Exclude,NA,fall,2,BONA,506,2,0.5,24
4422,506,-0.77,77,Exclude,NA,fall,2,BONA,506,5,0.5,24
4424,507,-1.05,105,Exclude,NA,fall,2,BONA,507,2,0.5,24
4439,501,-0.02,2,Exclude,NA,fall,2,HEAL,501,2,0.5,24
4440,501,-0.02,2,Exclude,NA,fall,2,HEAL,501,3,0.5,24
4444,502,-0.06,6,Exclude,NA,fall,2,HEAL,502,2,0.5,24
4449,503,-0.16,16,Exclude,NA,fall,2,HEAL,503,2,0.5,24
4454,504,-0.26,26,Exclude,NA,fall,2,HEAL,504,2,0.5,24
4459,505,-0.36,36,Exclude,NA,fall,2,HEAL,505,2,0.5,24
4464,506,-0.46,46,Exclude,NA,fall,2,HEAL,506,2,0.5,24
4466,506,-0.46,46,Exclude,NA,fall,2,HEAL,506,4,0.5,24
4468,507,-0.67,67,Exclude,NA,fall,2,HEAL,507,1,0.5,24
4469,507,-0.66,66,Exclude,NA,fall,2,HEAL,507,2,0.5,24
4473,508,-0.97,97,Exclude,NA,fall,2,HEAL,508,1,0.5,24
4474,508,-0.96,96,Exclude,NA,fall,2,HEAL,508,2,0.5,24
4479,509,-1.36,136,Exclude,NA,fall,2,HEAL,509,2,0.5,24
4491,502,-0.06,6,Exclude,NA,fall,2,TOOL,502,4,0.5,24
4498,504,-0.26,26,Exclude,NA,fall,2,TOOL,504,3,0.5,24
4509,501,-0.02,2,Exclude,NA,winter,1,BARR,501,1,0.5,24
4510,501,-0.02,2,Exclude,NA,winter,1,BARR,501,2,0.5,24
4511,501,-0.01,1,Exclude,NA,winter,1,BARR,501,3,0.5,24
4512,501,-0.02,2,Exclude,NA,winter,1,BARR,501,4,0.5,24
4513,501,-0.02,2,Exclude,NA,winter,1,BARR,501,5,0.5,24
4514,502,-0.06,6,Exclude,NA,winter,1,BARR,502,1,0.5,24
4515,502,-0.06,6,Exclude,NA,winter,1,BARR,502,2,0.5,24
4516,502,-0.05,5,Exclude,NA,winter,1,BARR,502,3,0.5,24
4517,502,-0.06,6,Exclude,NA,winter,1,BARR,502,4,0.5,24
4518,502,-0.06,6,Exclude,NA,winter,1,BARR,502,5,0.5,24
4519,503,-0.16,16,Exclude,NA,winter,1,BARR,503,1,0.5,24
4520,503,-0.16,16,Exclude,NA,winter,1,BARR,503,2,0.5,24
4521,503,-0.15,15,Exclude,NA,winter,1,BARR,503,3,0.5,24
4522,503,-0.16,16,Exclude,NA,winter,1,BARR,503,4,0.5,24
4523,503,-0.16,16,Exclude,NA,winter,1,BARR,503,5,0.5,24
4524,504,-0.26,26,Exclude,NA,winter,1,BARR,504,1,0.5,24
4525,504,-0.26,26,Exclude,NA,winter,1,BARR,504,2,0.5,24
4526,504,-0.25,25,Exclude,NA,winter,1,BARR,504,3,0.5,24
4527,504,-0.26,26,Exclude,NA,winter,1,BARR,504,4,0.5,24
4528,504,-0.26,26,Exclude,NA,winter,1,BARR,504,5,0.5,24
4529,505,-0.36,36,Exclude,NA,winter,1,BARR,505,1,0.5,24
4530,505,-0.36,36,Exclude,NA,winter,1,BARR,505,2,0.5,24
4531,505,-0.35,35,Exclude,NA,winter,1,BARR,505,3,0.5,24
4532,505,-0.36,36,Exclude,NA,winter,1,BARR,505,4,0.5,24
4533,505,-0.36,36,Exclude,NA,winter,1,BARR,505,5,0.5,24
4534,506,-0.56,56,Exclude,NA,winter,1,BARR,506,1,0.5,24
4535,506,-0.56,56,Exclude,NA,winter,1,BARR,506,2,0.5,24
4536,506,-0.55,55,Exclude,NA,winter,1,BARR,506,3,0.5,24
4537,506,-0.56,56,Exclude,NA,winter,1,BARR,506,4,0.5,24
4538,506,-0.56,56,Exclude,NA,winter,1,BARR,506,5,0.5,24
4539,507,-0.86,86,Exclude,NA,winter,1,BARR,507,1,0.5,24
4540,507,-0.86,86,Exclude,NA,winter,1,BARR,507,2,0.5,24
4541,507,-0.85,85,Exclude,NA,winter,1,BARR,507,3,0.5,24
4542,507,-0.86,86,Exclude,NA,winter,1,BARR,507,4,0.5,24
4543,507,-0.86,86,Exclude,NA,winter,1,BARR,507,5,0.5,24
4544,508,-1.36,136,Exclude,NA,winter,1,BARR,508,1,0.5,24
4545,508,-1.36,136,Exclude,NA,winter,1,BARR,508,2,0.5,24
4546,508,-1.35,135,Exclude,NA,winter,1,BARR,508,3,0.5,24
4547,508,-1.36,136,Exclude,NA,winter,1,BARR,508,4,0.5,24
4548,508,-1.36,136,Exclude,NA,winter,1,BARR,508,5,0.5,24
4549,509,-1.76,176,Exclude,NA,winter,1,BARR,509,1,0.5,24
4550,509,-2.26,226,Exclude,NA,winter,1,BARR,509,2,0.5,24
4551,509,-1.75,175,Exclude,NA,winter,1,BARR,509,3,0.5,24
4552,509,-1.96,196,Exclude,NA,winter,1,BARR,509,4,0.5,24
4553,509,-1.86,186,Exclude,NA,winter,1,BARR,509,5,0.5,24
4599,501,-0.03,3,Exclude,NA,winter,1,HEAL,501,1,0.5,24
4605,502,-0.06,6,Exclude,NA,winter,1,HEAL,502,2,0.5,24
4620,505,-0.36,36,Exclude,NA,winter,1,HEAL,505,2,0.5,24
4627,506,-0.46,46,Exclude,NA,winter,1,HEAL,506,4,0.5,24
4645,501,-0.02,2,Exclude,NA,winter,1,TOOL,501,2,0.5,24
4650,502,-0.06,6,Exclude,NA,winter,1,TOOL,502,2,0.5,24
4655,503,-0.16,16,Exclude,NA,winter,1,TOOL,503,2,0.5,24
4658,504,-0.26,26,Exclude,NA,winter,1,TOOL,504,2,0.5,24
4661,505,-0.36,36,Exclude,NA,winter,1,TOOL,505,2,0.5,24
4664,506,-0.46,46,Exclude,NA,winter,1,TOOL,506,2,0.5,24
4667,507,-0.56,56,Exclude,NA,winter,1,TOOL,507,2,0.5,24
4670,501,-0.02,2,Exclude,NA,winter,2,BARR,501,1,0.5,24
4671,501,-0.02,2,Exclude,NA,winter,2,BARR,501,2,0.5,24
4672,501,-0.01,1,Exclude,NA,winter,2,BARR,501,3,0.5,24
4673,501,-0.02,2,Exclude,NA,winter,2,BARR,501,4,0.5,24
4674,501,-0.02,2,Exclude,NA,winter,2,BARR,501,5,0.5,24
4675,502,-0.06,6,Exclude,NA,winter,2,BARR,502,1,0.5,24
4676,502,-0.06,6,Exclude,NA,winter,2,BARR,502,2,0.5,24
4677,502,-0.05,5,Exclude,NA,winter,2,BARR,502,3,0.5,24
4678,502,-0.06,6,Exclude,NA,winter,2,BARR,502,4,0.5,24
4679,502,-0.06,6,Exclude,NA,winter,2,BARR,502,5,0.5,24
4680,503,-0.16,16,Exclude,NA,winter,2,BARR,503,1,0.5,24
4681,503,-0.16,16,Exclude,NA,winter,2,BARR,503,2,0.5,24
4682,503,-0.15,15,Exclude,NA,winter,2,BARR,503,3,0.5,24
4683,503,-0.16,16,Exclude,NA,winter,2,BARR,503,4,0.5,24
4684,503,-0.16,16,Exclude,NA,winter,2,BARR,503,5,0.5,24
4685,504,-0.26,26,Exclude,NA,winter,2,BARR,504,1,0.5,24
4686,504,-0.26,26,Exclude,NA,winter,2,BARR,504,2,0.5,24
4687,504,-0.25,25,Exclude,NA,winter,2,BARR,504,3,0.5,24
4688,504,-0.26,26,Exclude,NA,winter,2,BARR,504,4,0.5,24
4689,504,-0.26,26,Exclude,NA,winter,2,BARR,504,5,0.5,24
4690,505,-0.36,36,Exclude,NA,winter,2,BARR,505,1,0.5,24
4691,505,-0.36,36,Exclude,NA,winter,2,BARR,505,2,0.5,24
4692,505,-0.35,35,Exclude,NA,winter,2,BARR,505,3,0.5,24
4693,505,-0.36,36,Exclude,NA,winter,2,BARR,505,4,0.5,24
4694,505,-0.36,36,Exclude,NA,winter,2,BARR,505,5,0.5,24
4695,506,-0.56,56,Exclude,NA,winter,2,BARR,506,1,0.5,24
4696,506,-0.56,56,Exclude,NA,winter,2,BARR,506,2,0.5,24
4697,506,-0.55,55,Exclude,NA,winter,2,BARR,506,3,0.5,24
4698,506,-0.56,56,Exclude,NA,winter,2,BARR,506,4,0.5,24
4699,506,-0.56,56,Exclude,NA,winter,2,BARR,506,5,0.5,24
4700,507,-0.86,86,Exclude,NA,winter,2,BARR,507,1,0.5,24
4701,507,-0.86,86,Exclude,NA,winter,2,BARR,507,2,0.5,24
4702,507,-0.85,85,Exclude,NA,winter,2,BARR,507,3,0.5,24
4703,507,-0.86,86,Exclude,NA,winter,2,BARR,507,4,0.5,24
4704,507,-0.86,86,Exclude,NA,winter,2,BARR,507,5,0.5,24
4705,508,-1.36,136,Exclude,NA,winter,2,BARR,508,1,0.5,24
4706,508,-1.36,136,Exclude,NA,winter,2,BARR,508,2,0.5,24
4707,508,-1.35,135,Exclude,NA,winter,2,BARR,508,3,0.5,24
4708,508,-1.36,136,Exclude,NA,winter,2,BARR,508,4,0.5,24
4709,508,-1.36,136,Exclude,NA,winter,2,BARR,508,5,0.5,24
4710,509,-1.76,176,Exclude,NA,winter,2,BARR,509,1,0.5,24
4711,509,-2.26,226,Exclude,NA,winter,2,BARR,509,2,0.5,24
4712,509,-1.75,175,Exclude,NA,winter,2,BARR,509,3,0.5,24
4713,509,-1.96,196,Exclude,NA,winter,2,BARR,509,4,0.5,24
4714,509,-1.86,186,Exclude,NA,winter,2,BARR,509,5,0.5,24
4734,504,-0.27,27,Exclude,NA,winter,2,BONA,504,5,0.5,24
4760,501,-0.03,3,Exclude,NA,winter,2,HEAL,501,1,0.5,24
4762,501,-0.02,2,Exclude,NA,winter,2,HEAL,501,3,0.5,24
4765,502,-0.07,7,Exclude,NA,winter,2,HEAL,502,1,0.5,24
4766,502,-0.06,6,Exclude,NA,winter,2,HEAL,502,2,0.5,24
4770,503,-0.17,17,Exclude,NA,winter,2,HEAL,503,1,0.5,24
4775,504,-0.27,27,Exclude,NA,winter,2,HEAL,504,1,0.5,24
4780,505,-0.37,37,Exclude,NA,winter,2,HEAL,505,1,0.5,24
4781,505,-0.36,36,Exclude,NA,winter,2,HEAL,505,2,0.5,24
4785,506,-0.47,47,Exclude,NA,winter,2,HEAL,506,1,0.5,24
4788,506,-0.46,46,Exclude,NA,winter,2,HEAL,506,4,0.5,24
4790,507,-0.67,67,Exclude,NA,winter,2,HEAL,507,1,0.5,24
4795,508,-0.97,97,Exclude,NA,winter,2,HEAL,508,1,0.5,24
4800,509,-1.57,157,Exclude,NA,winter,2,HEAL,509,1,0.5,24
4809,501,-0.02,2,Exclude,NA,winter,2,TOOL,501,5,0.5,24
4814,502,-0.06,6,Exclude,NA,winter,2,TOOL,502,5,0.5,24
4830,507,-0.56,56,Exclude,NA,winter,2,TOOL,507,4,0.5,24
4831,501,-0.02,2,Exclude,NA,activelayer,1,BARR,501,1,1,24
4832,501,-0.02,2,Exclude,NA,activelayer,1,BARR,501,2,1,24
4833,501,-0.01,1,Exclude,NA,activelayer,1,BARR,501,3,1,24
4834,501,-0.02,2,Exclude,NA,activelayer,1,BARR,501,4,1,24
4835,501,-0.02,2,Exclude,NA,activelayer,1,BARR,501,5,1,24
4836,502,-0.06,6,Exclude,NA,activelayer,1,BARR,502,1,1,24
4837,502,-0.06,6,Exclude,NA,activelayer,1,BARR,502,2,1,24
4838,502,-0.05,5,Exclude,NA,activelayer,1,BARR,502,3,1,24
4839,502,-0.06,6,Exclude,NA,activelayer,1,BARR,502,4,1,24
4840,502,-0.06,6,Exclude,NA,activelayer,1,BARR,502,5,1,24
4841,503,-0.16,16,Exclude,NA,activelayer,1,BARR,503,1,1,24
4842,503,-0.16,16,Exclude,NA,activelayer,1,BARR,503,2,1,24
4843,503,-0.15,15,Exclude,NA,activelayer,1,BARR,503,3,1,24
4844,503,-0.16,16,Exclude,NA,activelayer,1,BARR,503,4,1,24
4845,503,-0.16,16,Exclude,NA,activelayer,1,BARR,503,5,1,24
4846,504,-0.26,26,Exclude,NA,activelayer,1,BARR,504,1,1,24
4847,504,-0.26,26,Exclude,NA,activelayer,1,BARR,504,2,1,24
4848,504,-0.25,25,Exclude,NA,activelayer,1,BARR,504,3,1,24
4849,504,-0.26,26,Exclude,NA,activelayer,1,BARR,504,4,1,24
4850,504,-0.26,26,Exclude,NA,activelayer,1,BARR,504,5,1,24
4851,505,-0.36,36,Exclude,NA,activelayer,1,BARR,505,1,1,24
4852,505,-0.36,36,Exclude,NA,activelayer,1,BARR,505,2,1,24
4853,505,-0.35,35,Exclude,NA,activelayer,1,BARR,505,3,1,24
4854,505,-0.36,36,Exclude,NA,activelayer,1,BARR,505,4,1,24
4855,505,-0.36,36,Exclude,NA,activelayer,1,BARR,505,5,1,24
4856,506,-0.56,56,Exclude,NA,activelayer,1,BARR,506,1,1,24
4857,506,-0.56,56,Exclude,NA,activelayer,1,BARR,506,2,1,24
4858,506,-0.55,55,Exclude,NA,activelayer,1,BARR,506,3,1,24
4859,506,-0.56,56,Exclude,NA,activelayer,1,BARR,506,4,1,24
4860,506,-0.56,56,Exclude,NA,activelayer,1,BARR,506,5,1,24
4861,507,-0.86,86,Exclude,NA,activelayer,1,BARR,507,1,1,24
4862,507,-0.86,86,Exclude,NA,activelayer,1,BARR,507,2,1,24
4863,507,-0.85,85,Exclude,NA,activelayer,1,BARR,507,3,1,24
4864,507,-0.86,86,Exclude,NA,activelayer,1,BARR,507,4,1,24
4865,507,-0.86,86,Exclude,NA,activelayer,1,BARR,507,5,1,24
4866,508,-1.36,136,Exclude,NA,activelayer,1,BARR,508,1,1,24
4867,508,-1.36,136,Exclude,NA,activelayer,1,BARR,508,2,1,24
4868,508,-1.35,135,Exclude,NA,activelayer,1,BARR,508,3,1,24
4869,508,-1.36,136,Exclude,NA,activelayer,1,BARR,508,4,1,24
4870,508,-1.36,136,Exclude,NA,activelayer,1,BARR,508,5,1,24
4871,509,-1.76,176,Exclude,NA,activelayer,1,BARR,509,1,1,24
4872,509,-2.26,226,Exclude,NA,activelayer,1,BARR,509,2,1,24
4873,509,-1.75,175,Exclude,NA,activelayer,1,BARR,509,3,1,24
4874,509,-1.96,196,Exclude,NA,activelayer,1,BARR,509,4,1,24
4875,509,-1.86,186,Exclude,NA,activelayer,1,BARR,509,5,1,24
4921,501,-0.03,3,Exclude,NA,activelayer,1,HEAL,501,1,1,24
4922,501,-0.02,2,Exclude,NA,activelayer,1,HEAL,501,2,1,24
4923,501,-0.02,2,Exclude,NA,activelayer,1,HEAL,501,3,1,24
4924,501,-0.02,2,Exclude,NA,activelayer,1,HEAL,501,4,1,24
4925,501,-0.02,2,Exclude,NA,activelayer,1,HEAL,501,5,1,24
4926,502,-0.07,7,Exclude,NA,activelayer,1,HEAL,502,1,1,24
4927,502,-0.06,6,Exclude,NA,activelayer,1,HEAL,502,2,1,24
4928,502,-0.06,6,Exclude,NA,activelayer,1,HEAL,502,3,1,24
4929,502,-0.06,6,Exclude,NA,activelayer,1,HEAL,502,4,1,24
4930,502,-0.06,6,Exclude,NA,activelayer,1,HEAL,502,5,1,24
4931,503,-0.17,17,Exclude,NA,activelayer,1,HEAL,503,1,1,24
4932,503,-0.16,16,Exclude,NA,activelayer,1,HEAL,503,2,1,24
4933,503,-0.16,16,Exclude,NA,activelayer,1,HEAL,503,3,1,24
4934,503,-0.16,16,Exclude,NA,activelayer,1,HEAL,503,4,1,24
4935,503,-0.16,16,Exclude,NA,activelayer,1,HEAL,503,5,1,24
4936,504,-0.27,27,Exclude,NA,activelayer,1,HEAL,504,1,1,24
4937,504,-0.26,26,Exclude,NA,activelayer,1,HEAL,504,2,1,24
4938,504,-0.26,26,Exclude,NA,activelayer,1,HEAL,504,3,1,24
4939,504,-0.26,26,Exclude,NA,activelayer,1,HEAL,504,4,1,24
4940,504,-0.26,26,Exclude,NA,activelayer,1,HEAL,504,5,1,24
4941,505,-0.37,37,Exclude,NA,activelayer,1,HEAL,505,1,1,24
4942,505,-0.36,36,Exclude,NA,activelayer,1,HEAL,505,2,1,24
4943,505,-0.36,36,Exclude,NA,activelayer,1,HEAL,505,3,1,24
4944,505,-0.36,36,Exclude,NA,activelayer,1,HEAL,505,4,1,24
4945,505,-0.36,36,Exclude,NA,activelayer,1,HEAL,505,5,1,24
4946,506,-0.47,47,Exclude,NA,activelayer,1,HEAL,506,1,1,24
4947,506,-0.46,46,Exclude,NA,activelayer,1,HEAL,506,2,1,24
4948,506,-0.46,46,Exclude,NA,activelayer,1,HEAL,506,3,1,24
4949,506,-0.46,46,Exclude,NA,activelayer,1,HEAL,506,4,1,24
4950,506,-0.46,46,Exclude,NA,activelayer,1,HEAL,506,5,1,24
4951,507,-0.67,67,Exclude,NA,activelayer,1,HEAL,507,1,1,24
4952,507,-0.66,66,Exclude,NA,activelayer,1,HEAL,507,2,1,24
4953,507,-0.66,66,Exclude,NA,activelayer,1,HEAL,507,3,1,24
4954,507,-0.66,66,Exclude,NA,activelayer,1,HEAL,507,4,1,24
