uid,namedLocation,domainID,siteID,plotID,nrcsDescriptionID,collectDate,horizonID,horizonName,analysisStartDate,biogeoIDnrcs,biogeoSampleType,biogeoTopDepth,biogeoBottomDepth,biogeoCenterDepth,airDryOvenDryRatio,gypsumConc,caco3Conc,caNh4d,kNh4d,mgNh4d,naNh4d,cecdNh4,alSatCecd33,baseSumCecd10,bsesatCecd10,ececCecd33,alKcl,feKcl,mnKcl,phCacl2,phH2o,ec12pre,bSatx,brSatx,caSatx,clSatx,co3Satx,ecSatp,flSatx,waterSatx,hco3Sx,kSatx,mgSatx,naSatx,no2Satx,no3Satx,pSatx,phSp,resist,so4Satx,carbonTot,nitrogenTot,ctonRatio,estimatedOC,sulfurTot,alOxalate,feOxalate,mnOxalate,pOxalate,siOxalate,optDensityOxalate,alCitDithionate,feCitDithionate,mnCitDithionate,siliconCitrateDithionate,acidity,waterRetention15Bar,MehlichIIITotP,Bray1PExtractable,OlsenPExtractable,processingRemarks,laboratoryName,dataQF
389e07fe-ebf2-444d-acee-fd96df930976,BARR_085.basePlot.all,D18,BARR,BARR_085,S2018AK185085,5/10/2018,18N05608,Oejj/Ajj,8/17/2018,S2018AK185085-1,bulk,0,9,4.5,1.085,,,9.9,0.2,4.1,0.4,44.4,10,14.6,33,16.3,1.7,,19.5,4.4,5.1,0.3,,0,0.8,0.6,0,0.24,0,222.1,1.1,0.1,0.6,1,0,0.1,0,5.1,,0.7,195.2,12.9,15,195,2.5,0.2,2.27,21.6,59.3,0.03,0.76,0.2,2.4,0,0,73.2,,0.3,,1.2,,USDA NRCS Kellogg Soil Survey Laboratory,
d17be1dc-e8ca-4e39-81a8-6fa71813083b,BARR_011.basePlot.all,D18,BARR,BARR_011,S2018AK185011,5/10/2018,18N05567,Cf,8/17/2018,S2018AK185011-3,bulk,56,100,78,1.026,0,,5,0.4,2.6,0.2,12.8,1,8.2,64,8.3,0.1,,75.8,4.8,5.1,0.55,,0,6.6,1.2,0,1.35,0,71.8,0.5,0.3,5.5,1.8,0,0,0,5,,14.4,30.8,2.8,11,31,1,0.08,0.77,86.8,392.7,0,0.09,0.1,0.8,0,0.1,11.2,,12.1,,17.3,,USDA NRCS Kellogg Soil Survey Laboratory,
5a5181a0-0b35-421d-a4ec-ae74a41372bd,BARR_037.basePlot.all,D18,BARR,BARR_037,S2018AK185037,5/10/2018,18N05604,Cgf/Of,8/17/2018,S2018AK185037-2,bulk,77,120,98.5,1.049,0,70,51.9,0.8,10.5,13,20.7,,76.2,100,,,,,7.5,7.5,8.85,,0,40.7,104.9,0,14.06,0,110.1,4.1,1.1,30.1,92.2,0,0,0,7.2,,51.8,74,4.9,13,66,3.8,0.07,1.21,173.4,254.7,0.04,0.18,0,1.1,0,0,4.5,,7.5,,19.7,,USDA NRCS Kellogg Soil Survey Laboratory,
a9c00158-ae59-41e2-a7de-0d7513853a36,BARR_012.basePlot.all,D18,BARR,BARR_012,S2018AK185012,5/10/2018,18N05570,Cgjj/Oajj,8/17/2018,S2018AK185012-3,bulk,29,60,44.5,1.031,,,6.2,0.2,3,0.3,18.1,10,9.7,54,10.8,1.1,,12.3,4.3,5,0.29,,0,2,1.5,0,0.55,0.1,129.5,0.4,0.1,1.6,1.8,0,0,0,4.8,,1.2,48.4,3.4,14,48,0.8,0.1,0.51,13.3,205.9,0,0.22,0.1,0.5,0,0,20.8,,1.3,,1.3,,USDA NRCS Kellogg Soil Survey Laboratory,
2def8051-0fc6-4dd2-a060-28c23a80eeb2,BARR_031.basePlot.all,D18,BARR,BARR_031,S2018AK185031,5/10/2018,18N05601,Cg/O,8/17/2018,S2018AK185031-2,bulk,15,52,33.5,1.026,,10,11.9,0.3,5,0.2,12,,17.4,100,,,,,7,7.6,0.27,,0,2.8,1.6,0,0.56,0,225.7,3.2,0.1,2.1,1.1,0,0,0,7,,0.5,24.5,1.8,13,23,0.3,0.07,0.66,154.3,142.1,0.03,0.11,0.1,1,0,0.1,3.7,,5.1,,7.1,,USDA NRCS Kellogg Soil Survey Laboratory,
c0bb3d5c-4ed9-4b6f-9288-879b270c0acb,BARR_084.basePlot.all,D18,BARR,BARR_084,S2018AK185084,5/10/2018,18N05607,Wf/Oajjf,8/17/2018,S2018AK185084-3,bulk,35,100,67.5,1.075,0,,22.1,0.2,4.9,0.3,46.5,1,27.5,59,27.7,0.2,,108.3,4.8,5.4,0.54,,,,,,,,,,,,,,,,,,,153.5,10.3,15,154,2.5,0.13,1.38,154.7,157.9,0.03,0.46,0.1,1.3,0,0,48.6,,0.6,,1.4,,USDA NRCS Kellogg Soil Survey Laboratory,
60cdb583-a6ff-4b62-9728-32409071e4c1,BARR_014.basePlot.all,D18,BARR,BARR_014,S2018AK185014,5/10/2018,18N05574,Cgjjf/Oejjf,8/17/2018,S2018AK185014-3,bulk,51,100,75.5,1.022,,,5.8,0.2,3.3,0.2,11.1,,9.5,86,,,,,5.4,6,0.38,,0,1.5,1.1,0,0.41,0,111.4,2.7,0.1,1.9,1,0,0.2,0,6.4,,1,39.8,2.6,16,40,0.5,0.05,0.46,57.3,183.2,0,0.06,0,0.6,0,0,6.8,,7.4,,3.4,,USDA NRCS Kellogg Soil Survey Laboratory,
3f947b6c-764b-4b6f-b4e8-05eeabca0cde,BARR_005.basePlot.all,D18,BARR,BARR_005,S2018AK185005,5/10/2018,18N05561,Cgjjf/Ajjf1,8/17/2018,S2018AK185005-3,bulk,33,62,47.5,1.014,,20,8.6,0.1,2.9,0.2,7.1,,11.8,100,,,,,7.3,7.8,0.26,,0,3,0.8,0,0.61,0,107.3,2.7,0.2,1.5,1.8,0,0,0.4,7.6,,2.4,18.6,1.5,10,16,0.6,0.04,0.45,53.6,33.4,0.02,0.12,0,0.6,0,0,1,,4.9,,5.7,,USDA NRCS Kellogg Soil Survey Laboratory,
e88f87a4-408d-46d0-a026-9fb8e51a50e5,BARR_026.basePlot.all,D18,BARR,BARR_026,S2018AK185026,5/10/2018,18N05592,Oe,8/17/2018,S2018AK185026-1,bulk,0,39,19.5,1.146,0,,12.4,1.3,6,1.8,37.4,,21.5,57,,0,,77.7,,,3.21,,,,,,,,,,,,,,,,,,,425.1,19.7,22,425,3.4,0.04,1.35,236.5,150.5,0.01,0.19,0,1.4,0,0,56.8,,3,,23.9,,USDA NRCS Kellogg Soil Survey Laboratory,
13d173f8-9ff8-485e-ac56-072b2f14eda3,BARR_027.basePlot.all,D18,BARR,BARR_027,S2018AK185027,5/10/2018,18N05597,Cfg,8/17/2018,S2018AK185027-3,bulk,49,100,74.5,1.035,0,,7.8,0.5,4.2,0.4,19.2,2,12.9,67,13.1,0.2,,80.1,4.8,5.2,0.71,,0,5.7,3.1,0,1.39,0,72.1,0.7,0.4,5.4,2.6,0,0,0,4.9,,10.5,47.5,3.6,13,48,1.3,0.1,1.18,143.4,457.1,0.04,0.21,0.1,1.1,0,0.1,18.3,,11.5,,23.1,,USDA NRCS Kellogg Soil Survey Laboratory,
