"GHG_col","ID","W","Mass","formula","presence","Site","trmt","Material","max_reps","formulareps","include"
"GHG","23","W",391.0822805,"C22H16O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",391.103427,"C19H20O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",391.1398385,"C20H24O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",391.1609052,"C17H28O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",391.1761801,"C21H28O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",391.1973024,"C18H32O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",391.2125935,"C22H32O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",391.3217736,"C25H44O3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",392.134981,"C19H23O8N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",392.14629,"C18H23O7N3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",393.0463088,"C17H14O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",393.061828,"C21H14O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",393.0827293,"C18H18O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",393.0939287,"C17H18O9N2",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",393.1191002,"C19H22O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",393.1221996,"C16H26O9S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",393.1554554,"C20H26O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",393.1766177,"C17H30O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",393.1918844,"C21H30O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",393.2282213,"C22H34O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",393.2646295,"C23H38O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",393.3010026,"C24H42O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",393.3737882,"C26H50O2",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",394.1507634,"C19H25O8N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",394.1871663,"C20H29O7N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",394.2711034,"C21H37O4N3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",395.0619685,"C17H16O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",395.0772261,"C21H16O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",395.0983764,"C18H20O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",395.1136063,"C22H20O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",395.1347375,"C19H24O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",395.1377532,"C18H25O6N2P1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",395.1499532,"C23H24O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",395.1558713,"C16H28O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",395.1711432,"C20H28O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",395.2075444,"C21H32O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",395.2438788,"C22H36O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",395.2802286,"C23H40O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",395.3166724,"C24H44O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",395.353015,"C25H48O3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",395.3894304,"C26H52O2",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",396.0935368,"C17H19O10N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",396.1299903,"C18H23O9N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",396.1412698,"C17H23O8N3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",396.1663589,"C19H27O8N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.056474,"C20H14O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.0775874,"C17H18O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.0928014,"C21H18O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.10759,"C17H22O7N2S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.1139994,"C18H22O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.1292673,"C22H22O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.1326316,"C19H26O7S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.1503976,"C19H26O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.1867461,"C20H30O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.2231777,"C21H34O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.2265365,"C18H38O7S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.2384387,"C25H34O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.2595674,"C22H38O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.2959119,"C23H42O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.3323341,"C24H46O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",397.3686849,"C25H50O3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",398.1205533,"C16H21O9N3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",398.145686,"C18H25O9N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",398.1568925,"C17H25O8N3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",398.2556692,"C22H41O1N1S2",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.0331493,"C23H12O5S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.0357432,"C19H12O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.0462501,"C20H17O5S1P1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.0568506,"C16H16O12",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.0720713,"C20H16O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.093277,"C17H20O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.1085453,"C21H20O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.1296876,"C18H24O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.1448777,"C22H24O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.157869,"C19H29O7P1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.1660042,"C19H28O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.2024213,"C20H32O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.2176934,"C24H32O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.2388136,"C21H36O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.2751279,"C22H40O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",399.3479924,"C24H48O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",400.1361044,"C16H23O9N3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",400.172533,"C17H27O8N3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.05142,"C19H14O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.0756604,"C15H19O9N2P1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.0852753,"C24H18O4S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.0877608,"C20H18O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.108933,"C17H22O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.1241902,"C21H22O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.1300834,"C14H26O13",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.137179,"C18H27O8P1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.1453323,"C18H26O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.1605498,"C22H26O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.173467,"C19H31O7P1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.179267,"C23H30O4S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.1816616,"C19H30O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.1969199,"C23H30O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.2180796,"C20H34O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.2333065,"C24H34O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.2544522,"C21H38O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.2696601,"C25H38O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",401.3060647,"C26H42O3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",402.9949067,"C20H9O4N2S1P1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.0459947,"C22H12O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.067061,"C19H16O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.0799665,"C16H21O10P1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.1034175,"C20H20O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.1092852,"C13H24O14",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.1398049,"C21H24O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.1609583,"C18H28O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.1762382,"C22H28O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.1892328,"C19H33O7P1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.1973624,"C19H32O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.2125858,"C23H32O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.2337005,"C20H36O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.2489478,"C24H36O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.30651,"C22H44O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.3217536,"C26H44O3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",403.358086,"C27H48O2",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",404.110027,"C18H19O8N3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",405.0463356,"C18H14O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",405.0826881,"C19H18O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",405.1190581,"C20H22O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",405.1221579,"C17H26O9S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",405.131883,"C28H22O1S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",405.1554771,"C21H26O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",405.1585442,"C18H30O8S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",405.176554,"C18H30O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",405.1918388,"C22H30O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",405.228206,"C23H34O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",405.2646321,"C24H38O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",405.3010012,"C25H42O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",405.3373183,"C26H46O3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",406.077917,"C18H17O10N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",407.0619856,"C18H16O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",407.0772457,"C22H16O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",407.0806316,"C19H20O8S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",407.0983613,"C19H20O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",407.1347212,"C20H24O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",407.13806,"C17H28O9S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",407.1711603,"C21H28O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",407.2075238,"C22H32O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",407.2438386,"C23H36O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",407.2803325,"C24H40O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",407.3166436,"C25H44O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",408.0936666,"C18H19O10N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",408.129958,"C19H23O9N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",408.166424,"C20H27O8N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",409.077589,"C18H18O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",409.092816,"C22H18O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",409.0962196,"C19H22O8S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",409.1140081,"C19H22O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",409.1292652,"C23H22O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",409.1326125,"C20H26O7S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",409.1503833,"C20H26O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",409.186727,"C21H30O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",409.2231541,"C22H34O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",409.2595282,"C23H38O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",409.2958631,"C24H42O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",409.3323283,"C25H46O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",409.3687207,"C26H50O3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",410.1819784,"C20H29O8N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",411.0568434,"C17H16O12",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",411.093258,"C18H20O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",411.1085465,"C22H20O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",411.1296731,"C19H24O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",411.1660199,"C20H28O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",411.1815083,"C24H28O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",411.2024322,"C21H32O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",411.2388174,"C22H36O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",411.2751256,"C23H40O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",411.3115502,"C24H44O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",411.3479633,"C25H48O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",411.3843007,"C26H52O3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",412.0997327,"C16H19O10N3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",412.136111,"C17H23O9N3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",412.1612178,"C19H27O9N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",412.3069027,"C23H43O5N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",413.051354,"C20H14O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",413.0724847,"C17H18O12",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",413.0877536,"C21H18O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",413.1089174,"C18H22O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",413.1240807,"C22H22O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",413.1300125,"C15H26O13",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",413.1453015,"C19H26O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",413.1605469,"C23H26O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",413.1816549,"C20H30O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",413.1969107,"C24H30O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",413.218067,"C21H34O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",413.2333303,"C25H34O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",413.254495,"C22H38O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",413.3636607,"C25H50O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",415.028494,"C23H12O6S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",415.0670525,"C20H16O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",415.0881483,"C17H20O12",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",415.1034098,"C21H20O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",415.1245258,"C18H24O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",415.1398171,"C22H24O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",415.1609837,"C19H28O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",415.1762582,"C23H28O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",415.1973715,"C20H32O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",415.2125959,"C24H32O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",415.2337051,"C21H36O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",415.2488935,"C25H36O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",415.2700982,"C22H40O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",415.3217779,"C27H44O3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",416.1409645,"C14H27O13N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",416.146344,"C20H23O7N3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",417.0826582,"C20H18O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",417.1190702,"C21H22O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",417.1249731,"C14H26O14",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",417.1402612,"C18H26O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",417.1554947,"C22H26O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",417.176541,"C19H30O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",417.1918283,"C23H30O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",417.2129337,"C20H34O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",417.2281998,"C24H34O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",417.2493681,"C21H38O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",417.2646385,"C25H38O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",417.3010095,"C26H42O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",417.3221082,"C23H46O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",417.337316,"C27H46O3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",418.0781675,"C12H25O7N3S3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",419.0619269,"C19H16O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",419.086181,"C13H24O13S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",419.0982869,"C20H20O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",419.1347405,"C21H24O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",419.1377578,"C18H28O9S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",419.1559086,"C18H28O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",419.1711367,"C22H28O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",419.1841367,"C19H33O8P1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",419.1922285,"C19H32O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",419.2074757,"C23H32O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",419.2285819,"C20H36O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",419.2438741,"C24H36O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",419.2803253,"C25H40O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",419.3166609,"C26H44O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",420.1663706,"C21H27O8N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",421.0281695,"C15H20O8S1P2",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",421.0776277,"C19H18O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",421.0819248,"C17H26O6S3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",421.1140093,"C20H22O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",421.1445235,"C28H22O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",421.150363,"C21H26O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",421.1714472,"C18H30O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",421.1867975,"C22H30O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",421.2231559,"C23H34O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",421.2594886,"C24H38O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",421.2959014,"C25H42O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",421.3323648,"C26H46O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",422.08058,"C13H29O6N1S4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",423.0576257,"C10H22O12N2P2",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",423.0932211,"C19H20O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",423.1084196,"C23H20O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",423.1119182,"C20H24O8S1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",423.1296627,"C20H24O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",423.1449891,"C24H24O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",423.1660617,"C21H28O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",423.194256,"C22H33O6P1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",423.2023988,"C22H32O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",423.2387651,"C23H36O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",423.2752314,"C24H40O6",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",423.3115856,"C25H44O5",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",423.3478797,"C26H48O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",423.3843291,"C27H52O3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",423.4207729,"C28H56O2",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",424.197761,"C21H31O8N1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",425.0513742,"C21H14O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",425.0708194,"C23H22O2S3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",425.0877415,"C22H18O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",425.1088905,"C19H22O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",425.1241328,"C23H22O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",425.1453357,"C20H26O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",425.160489,"C24H26O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",425.1816803,"C21H30O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",425.2099335,"C22H35O6P1",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",425.2180345,"C22H34O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",425.2544872,"C23H38O7",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",425.306146,"C28H42O3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",425.3636017,"C26H50O4",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",425.4000834,"C27H54O3",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",427.0670054,"C21H16O10",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",427.0881551,"C18H20O12",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",427.1034017,"C22H20O9",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",427.1092441,"C15H24O14",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",427.1245426,"C19H24O11",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",427.1397892,"C23H24O8",1,"TOOL","FTC","Organic",1,1,TRUE
"GHG","23","W",427.1610127,"C20H28O10",1,"TOOL","FTC","Organic",1,1,TRUE
