"GHG_col","ID","W","Mass","formula","presence","Site","trmt","Material","max_reps","formulareps","include"
"GHG","15","W",221.0819245,"C12H14O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",221.154714,"C14H22O2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",223.0248383,"C10H8O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",223.0611994,"C11H12O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",223.0975987,"C12H16O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",225.0040824,"C9H6O7",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",225.0404873,"C10H10O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",225.0768667,"C11H14O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",225.1132388,"C12H18O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",225.1860241,"C14H26O2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",226.1812792,"C13H25O2N1",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",227.0197513,"C9H8O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",227.0561288,"C10H12O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",227.0925114,"C11H16O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",227.2016582,"C14H28O2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",229.1081561,"C11H18O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",229.1557816,"C11H22O3N2",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",231.0299395,"C12H8O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",231.1350604,"C10H20O4N2",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",233.0455756,"C12H10O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",235.0248377,"C11H8O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",235.0612307,"C12H12O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",235.0976181,"C13H16O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",235.1339849,"C14H20O3",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",237.0041066,"C10H6O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",237.0404825,"C11H10O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",237.0768748,"C12H14O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",237.1132596,"C13H18O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",239.0197627,"C10H8O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",239.0561456,"C11H12O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",239.092537,"C12H16O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",239.1289143,"C13H20O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",239.2016808,"C15H28O2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",241.0354099,"C10H10O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",241.0717879,"C11H14O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",241.1081611,"C12H18O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",241.1445499,"C13H22O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",241.180943,"C14H26O3",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",241.2173341,"C15H30O2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",242.1761906,"C13H25O3N1",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",242.9613156,"C9H8O2S3",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",243.0299341,"C13H8O5",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",243.0874282,"C11H16O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",243.1714554,"C12H24O3N2",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",244.1303081,"C10H19O4N3",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",245.0455991,"C13H10O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",245.1030994,"C11H18O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",245.1143278,"C10H18O5N2",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",247.024841,"C12H8O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",247.0612438,"C13H12O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",247.0976252,"C14H16O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",249.0041068,"C11H6O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",249.0405064,"C12H10O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",249.0768879,"C13H14O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",249.1132528,"C14H18O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",249.149653,"C15H22O3",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",251.0197609,"C11H8O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",251.0561328,"C12H12O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",251.0925329,"C13H16O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",251.12893,"C14H20O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",251.2017157,"C16H28O2",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",253.0354186,"C11H10O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",253.0718023,"C12H14O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",253.108174,"C13H18O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",253.2173418,"C16H30O2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",255.0146653,"C10H8O8",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",255.0299381,"C14H8O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",255.0510695,"C11H12O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",255.0874468,"C12H16O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",255.1965968,"C15H28O3",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",255.232957,"C16H32O2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",255.9805776,"C12H4O4N1P1",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",256.9769661,"C10H10O2S3",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",257.0667099,"C11H14O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",257.103092,"C12H18O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",257.139487,"C13H22O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",258.1459637,"C11H21O4N3",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",259.0248565,"C13H8O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",259.0612279,"C14H12O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",259.1187364,"C12H20O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",259.1299685,"C11H20O5N2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",261.0404919,"C13H10O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",261.0768783,"C14H14O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",261.1132724,"C15H18O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",263.0197487,"C12H8O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",263.0561555,"C13H12O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",263.0772745,"C10H16O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",263.0925115,"C14H16O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",263.1289241,"C15H20O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",265.035409,"C12H10O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",265.0718083,"C13H14O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",265.108175,"C14H18O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",265.1445784,"C15H22O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",265.1479419,"C12H26O4S1",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",267.0146718,"C11H8O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",267.0510551,"C12H12O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",267.072187,"C9H16O9",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",267.0874514,"C13H16O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",267.123825,"C14H20O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",267.232989,"C17H32O2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",268.9687387,"C8H2O9N2",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",269.0303346,"C11H10O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",269.0667006,"C12H14O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",269.1030889,"C13H18O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",269.1394806,"C14H22O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",269.2122489,"C16H30O3",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",269.2486406,"C17H34O2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",271.0248505,"C14H8O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",271.0459898,"C11H12O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",271.0612117,"C15H12O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",271.0823477,"C12H16O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",271.1187389,"C13H20O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",271.1551442,"C14H24O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",271.173768,"C15H28O2S1",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",271.191515,"C15H28O4",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",271.2279089,"C16H32O3",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",273.0404872,"C14H10O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",273.0768805,"C15H14O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",273.0980058,"C12H18O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",273.1894462,"C15H30O2S1",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",275.0197651,"C13H8O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",275.0561452,"C14H12O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",275.0925355,"C15H16O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",275.1136456,"C12H20O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",275.1289223,"C16H20O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",276.9206399,"C10H2O2N2S3",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",276.9990212,"C12H6O8",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",277.0354256,"C13H10O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",277.0718092,"C14H14O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",277.1081799,"C15H18O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",277.1445636,"C16H22O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",277.1558072,"C15H22O3N2",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",277.1809527,"C17H26O3",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",277.184321,"C14H30O3S1",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",279.01466,"C12H8O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",279.0510602,"C13H12O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",279.0874645,"C14H16O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",279.1238355,"C15H20O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",279.1635855,"C13H28O4S1",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",279.232996,"C18H32O2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",280.9188494,"C6H6O3N2S4",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",281.0303426,"C12H10O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",281.0667029,"C13H14O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",281.1030774,"C14H18O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",281.1394773,"C15H22O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",281.1758745,"C16H26O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",281.2486303,"C18H34O2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",283.0459756,"C12H12O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",283.0823421,"C13H16O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",283.1187364,"C14H20O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",283.155141,"C15H24O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",283.2642423,"C18H36O2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",285.0041077,"C14H6O7",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",285.0405181,"C15H10O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",285.0616458,"C12H14O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",285.0768872,"C16H14O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",285.0980398,"C13H18O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",285.1344118,"C14H22O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",285.1707744,"C15H26O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",285.2071427,"C16H30O4",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",286.177265,"C13H25O4N3",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",287.0197619,"C14H8O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",287.0561681,"C15H12O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",287.0772821,"C12H16O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",287.0925474,"C16H16O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",287.1136537,"C13H20O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",288.1565419,"C12H23O5N3",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",288.9990176,"C13H6O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",289.0354217,"C14H10O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",289.0717978,"C15H14O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",289.1081832,"C16H18O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",289.1445753,"C17H22O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",291.0146825,"C13H8O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",291.0510614,"C14H12O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",291.087438,"C15H16O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",291.1238185,"C16H20O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",291.1602027,"C17H24O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",291.1999783,"C15H32O3S1",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",292.9939416,"C12H6O9",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",293.0303457,"C13H10O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",293.0667197,"C14H14O7",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",293.1030999,"C15H18O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",293.139473,"C16H22O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",293.175802,"C17H26O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",295.0095657,"C12H8O9",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",295.0459643,"C13H12O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",295.0823523,"C14H16O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",295.1187396,"C15H20O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",295.155115,"C16H24O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",295.2278914,"C18H32O3",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",295.2642871,"C19H36O2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",297.0252361,"C12H10O9",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",297.0404775,"C16H10O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",297.0471669,"C10H18O6S2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",297.061627,"C13H14O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",297.0980179,"C14H18O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",297.1344087,"C15H22O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",297.1530229,"C16H26O3S1",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",297.1707956,"C16H26O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",297.2435591,"C18H34O3",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",297.2799331,"C19H38O2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",299.0197803,"C15H8O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",299.0264461,"C9H16O7S2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",299.040901,"C12H12O9",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",299.0561446,"C16H12O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",299.077278,"C13H16O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",299.0925287,"C17H16O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",299.1136598,"C14H20O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",299.1500461,"C15H24O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",299.186429,"C16H28O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",299.2592066,"C18H36O3",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",300.1929365,"C14H27O4N3",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",301.0354141,"C15H10O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",301.0565463,"C12H14O9",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",301.0718073,"C16H14O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",301.0929445,"C13H18O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",301.1081975,"C17H18O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",301.1293208,"C14H22O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",301.1446047,"C18H22O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",301.1656998,"C15H26O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",302.1357823,"C12H21O6N3",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",302.1721843,"C13H25O5N3",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",303.0146971,"C14H8O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",303.0510686,"C15H12O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",303.0874493,"C16H16O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",303.1238426,"C17H20O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",303.1602267,"C18H24O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",305.0303244,"C14H10O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",305.0667117,"C15H14O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",305.1030949,"C16H18O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",305.1394722,"C17H22O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",305.1758663,"C18H26O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",305.2156216,"C16H34O3S1",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",307.0095825,"C13H8O9",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",307.0459846,"C14H12O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",307.0823713,"C15H16O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",307.118764,"C16H20O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",307.1551374,"C17H24O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",307.1949011,"C15H32O4S1",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",309.025252,"C13H10O9",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",309.0616133,"C14H14O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",309.0979945,"C15H18O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",309.1343789,"C16H22O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",309.1707737,"C17H26O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",309.1741039,"C14H30O5S1",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",309.2799538,"C20H38O2",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",311.0772696,"C14H16O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",311.0991811,"C12H24O5S2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",311.1136463,"C15H20O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",311.1500203,"C16H24O6",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",311.1686557,"C17H28O3S1",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",311.1864159,"C17H28O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",311.2228112,"C18H32O4",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",311.2955908,"C20H40O2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",313.0201392,"C12H10O10",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",313.0353958,"C16H10O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",313.056539,"C13H14O9",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",313.0784462,"C11H22O6S2",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",313.0929245,"C14H18O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",313.1081748,"C18H18O5",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",313.1292988,"C15H22O7",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",313.2384619,"C18H34O4",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",314.0012226,"C18H6O3N1P1",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",314.1721733,"C14H25O5N3",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",314.1973242,"C16H29O5N1",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
"GHG","15","W",314.2085561,"C15H29O4N3",1,"HEAL","FTC","Upper Mineral",3,2,TRUE
"GHG","15","W",315.014682,"C15H8O8",1,"HEAL","FTC","Upper Mineral",3,3,TRUE
