"FT_col","ID","W","Mass","formula","presence","Site","Trtmt","Material","max_reps","formulareps","include"
"FT","09","C",277.2173158,"C18H30O2",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",279.2329694,"C18H32O2",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",281.2485875,"C18H34O2",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",283.2278852,"C17H32O3",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",283.2642271,"C18H36O2",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",285.2070928,"C16H30O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",285.2434968,"C17H34O3",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",287.2227903,"C16H32O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",293.1758208,"C17H26O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",295.2278242,"C18H32O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",295.264285,"C19H36O2",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",297.2435341,"C18H34O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",297.2799208,"C19H38O2",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",299.222819,"C17H32O4",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",299.2592017,"C18H36O3",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",301.20205,"C16H30O5",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",301.2384346,"C17H34O4",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",309.1707577,"C17H26O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",309.2071608,"C18H30O4",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",311.1686928,"C17H28O3S1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",311.2228263,"C18H32O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",311.2592288,"C19H36O3",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",311.2955555,"C20H40O2",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",313.2384604,"C18H34O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",313.2748697,"C19H38O3",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",315.2541306,"C18H36O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",317.0666961,"C16H14O7",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",325.1843128,"C18H30O3S1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",325.2020801,"C18H30O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",325.2384539,"C19H34O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",325.27489,"C20H38O3",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",325.3112736,"C21H42O2",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",327.2177927,"C18H32O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",327.2541126,"C19H36O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",329.233381,"C18H34O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",329.2698167,"C19H38O4",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",331.0823531,"C17H16O7",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",331.2490916,"C18H36O5",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",337.1656425,"C18H26O6",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",337.3113007,"C22H42O2",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",339.1813864,"C18H28O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",339.2905037,"C21H40O3",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",341.1970439,"C18H30O6",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",341.3061233,"C21H42O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",343.082361,"C18H16O7",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",343.2126993,"C18H32O6",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",343.2490741,"C19H36O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",343.2853978,"C20H40O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",345.0616464,"C17H14O8",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",345.2283212,"C18H34O6",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",353.0819726,"C23H14O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",353.3061586,"C22H42O3",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",353.3425361,"C23H46O2",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",355.2490286,"C20H36O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",355.2854604,"C21H40O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",357.1919348,"C18H30O7",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",357.2283123,"C19H34O6",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",357.3011039,"C21H42O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",359.0772494,"C18H16O8",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",359.2074673,"C18H32O7",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",359.244005,"C19H36O6",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",365.3425561,"C24H46O2",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",367.2854803,"C22H40O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",367.3217966,"C23H44O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",369.2647318,"C21H38O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",369.3373274,"C23H46O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",371.2804065,"C21H40O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",371.3167443,"C22H44O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",373.0929525,"C19H18O8",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",375.1084722,"C19H20O8",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",375.2751869,"C20H40O6",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",379.3218429,"C24H44O3",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",381.3011061,"C23H42O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",381.3373541,"C24H46O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",381.373878,"C25H50O2",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",383.3166565,"C23H44O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",385.2596699,"C21H38O6",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",385.2960111,"C22H42O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",385.3324112,"C23H46O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",387.2752584,"C21H40O6",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",387.311704,"C22H44O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",389.2909357,"C21H42O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",390.2861576,"C20H41O6N1",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",390.3225444,"C21H45O5N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",392.3018497,"C20H43O6N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",393.373837,"C26H50O2",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",394.2810702,"C19H41O7N1",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",395.2802992,"C23H40O5",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",395.3167102,"C24H44O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",395.3530618,"C25H48O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",395.389413,"C26H52O2",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",397.295987,"C23H42O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",397.3322798,"C24H46O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",397.3686381,"C25H50O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",399.2752031,"C22H40O6",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",399.3116628,"C23H44O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",399.3480168,"C24H48O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",401.290817,"C22H42O6",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",401.3272624,"C23H46O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",403.3065706,"C22H44O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",403.3347475,"C23H49O3P1",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",406.2811131,"C20H41O7N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",406.3174168,"C21H45O6N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",407.3166818,"C25H44O4",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",407.3529935,"C26H48O3",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",409.2959145,"C24H42O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",409.3323659,"C25H46O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",409.3688369,"C26H50O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",409.4051109,"C27H54O2",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",411.2751249,"C23H40O6",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",411.3115963,"C24H44O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",411.3479888,"C25H48O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",413.2908545,"C23H42O6",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",413.3272492,"C24H46O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",413.3637122,"C25H50O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",415.3065387,"C23H44O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",415.3428589,"C24H48O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",417.3221074,"C23H46O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",418.3173913,"C22H45O6N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",418.3456519,"C23H50O3N1P1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",418.3537776,"C23H49O5N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",419.3296455,"C23H49O4P1",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",421.2959454,"C25H42O5",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",422.3123501,"C21H45O7N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",423.2518191,"C20H41O7P1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",423.2752419,"C24H40O6",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",423.3116365,"C25H44O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",423.3479489,"C26H48O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",423.3844095,"C27H52O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",423.4208177,"C28H56O2",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",425.3272949,"C25H46O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",425.3635865,"C26H50O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",425.4001296,"C27H54O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",427.3066388,"C24H44O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",427.3429235,"C25H48O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",427.3792334,"C26H52O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",429.2857906,"C23H42O7",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",429.3221274,"C24H46O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",429.3586124,"C25H50O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",431.3014634,"C23H44O7",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",431.3167425,"C27H44O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",431.3378909,"C24H48O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",432.3331535,"C23H47O6N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",432.3694946,"C24H51O5N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",433.3171111,"C23H46O7",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",433.3324482,"C27H46O4",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",433.3357503,"C24H50O4S1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",433.3687569,"C28H50O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",434.3123625,"C22H45O7N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",434.3487924,"C23H49O6N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",435.2751771,"C25H40O6",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",435.3115857,"C26H44O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",435.3480003,"C27H48O4",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",435.3844616,"C28H52O3",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",436.3278734,"C22H47O7N1",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",437.2908537,"C25H42O6",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",437.3273301,"C26H46O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",437.3636193,"C27H50O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",437.4000184,"C28H54O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",437.4364807,"C29H58O2",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",439.3065472,"C25H44O6",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",439.3428725,"C26H48O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",439.379282,"C27H52O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",439.4156863,"C28H56O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",440.3745347,"C26H51O4N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",441.2858349,"C24H42O7",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",441.3221414,"C25H46O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",441.3585167,"C26H50O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",441.3949712,"C27H54O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",442.3538389,"C25H49O5N1",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",443.301416,"C24H44O7",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",443.3378003,"C25H48O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",443.3741481,"C26H52O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",445.2959291,"C27H42O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",445.3170813,"C24H46O7",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",445.3324038,"C28H46O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",445.3535232,"C25H50O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",446.3487449,"C24H49O6N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",446.3850746,"C25H53O5N1",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",447.2753024,"C26H40O6",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",447.3117041,"C27H44O5",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",447.3327448,"C24H48O7",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",447.3479932,"C28H48O4",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",447.3609963,"C25H53O4P1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",447.3842737,"C29H52O3",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",449.2909425,"C26H42O6",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",449.3272442,"C27H46O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",449.3635737,"C28H50O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",449.3999258,"C29H54O3",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",450.3435431,"C23H49O7N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",451.3065379,"C26H44O6",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",451.34288,"C27H48O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",451.3792281,"C28H52O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",451.4156979,"C29H56O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",451.4521511,"C30H60O2",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",453.298747,"C22H47O7P1",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",453.3222133,"C26H46O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",453.3374291,"C30H46O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",453.3586233,"C27H50O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",453.3948937,"C28H54O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",453.4312591,"C29H58O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",454.390209,"C27H53O4N1",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",455.3013883,"C25H44O7",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",455.3377135,"C26H48O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",455.3529595,"C30H48O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",455.3741329,"C27H52O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",455.4106068,"C28H56O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",456.3694115,"C26H51O5N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",457.2958102,"C28H42O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",457.316945,"C25H46O7",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",457.3322667,"C29H46O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",457.3534363,"C26H50O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",457.3687497,"C30H50O3",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",457.3898329,"C27H54O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",459.3115458,"C28H44O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",459.3327122,"C25H48O7",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",459.3480118,"C29H48O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",459.3973936,"C27H57O3P1",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",461.2908196,"C27H42O6",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",461.3272386,"C28H46O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",461.3636995,"C29H50O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",461.3999812,"C30H54O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",462.3436478,"C24H49O7N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",462.3799544,"C25H53O6N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",463.3064826,"C27H44O6",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",463.3194552,"C24H49O6P1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",463.3428015,"C28H48O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",463.3558825,"C25H53O5P1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",463.3791875,"C29H52O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",465.2856604,"C26H42O7",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",465.2987486,"C23H47O7P1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",465.3221523,"C27H46O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",465.3351728,"C24H51O6P1",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",465.3585304,"C28H50O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",465.394863,"C29H54O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",465.4312054,"C30H58O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",465.4676144,"C31H62O2",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",467.098374,"C24H20O10",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",467.3014089,"C26H44O7",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",467.3377237,"C27H48O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",467.3740605,"C28H52O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",467.4104889,"C29H56O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",467.4469655,"C30H60O3",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",468.4058726,"C28H55O4N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",469.3170164,"C26H46O7",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",469.3322453,"C30H46O4",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",469.3453246,"C27H51O4P1",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",469.3533896,"C27H50O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",469.3898653,"C28H54O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",469.4051503,"C32H54O2",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",469.4262804,"C29H58O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",470.3850444,"C27H53O5N1",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",471.3115155,"C29H44O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",471.3326417,"C26H48O7",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",471.3478502,"C30H48O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",471.3690164,"C27H52O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",471.3843485,"C31H52O3",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",471.4054773,"C28H56O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",473.2908412,"C28H42O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",473.3120758,"C25H46O8",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",473.3271672,"C29H46O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",473.3483196,"C26H50O7",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",473.3635327,"C30H50O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",473.3765767,"C27H55O4P1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",473.4129788,"C28H59O3P1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",475.306519,"C28H44O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",475.3429113,"C29H48O5",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",475.3639856,"C26H52O7",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",475.3792815,"C30H52O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",476.3956969,"C26H55O6N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",477.3220697,"C28H46O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",477.3714087,"C26H55O5P1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",479.3013706,"C27H44O7",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",479.3144269,"C24H49O7P1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",479.3378061,"C28H48O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",479.3741178,"C29H52O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",479.4105962,"C30H56O4",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",479.4469345,"C31H60O3",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",481.1140461,"C25H22O10",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",481.3170174,"C27H46O7",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",481.3534561,"C28H50O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",481.3898397,"C29H54O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",483.3327358,"C27H48O7",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",483.3691489,"C28H52O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",483.405444,"C29H56O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",483.4417574,"C30H60O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",485.3271437,"C30H46O5",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",485.3402397,"C27H51O5P1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",485.3483363,"C27H50O7",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",485.3847266,"C28H54O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",485.4000652,"C32H54O3",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",485.421162,"C29H58O5",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",487.3064548,"C29H44O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",487.3275285,"C26H48O8",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",487.3427954,"C30H48O5",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",487.3791583,"C31H52O4",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",487.3923117,"C28H57O4P1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",488.4319704,"C28H59O5N1",1,"HEAL","CON","Organic",9,7,TRUE
"FT","09","C",489.2856876,"C28H42O7",1,"HEAL","CON","Organic",9,6,TRUE
"FT","09","C",489.3221542,"C29H46O6",1,"HEAL","CON","Organic",9,8,TRUE
"FT","09","C",489.3585484,"C30H50O5",1,"HEAL","CON","Organic",9,8,TRUE
