uid,namedLocation,domainID,siteID,plotID,nrcsDescriptionID,collectDate,horizonID,horizonName,analysisStartDate,biogeoIDnrcs,biogeoSampleType,biogeoTopDepth,biogeoBottomDepth,biogeoCenterDepth,airDryOvenDryRatio,gypsumConc,caco3Conc,caNh4d,kNh4d,mgNh4d,naNh4d,cecdNh4,alSatCecd33,baseSumCecd10,bsesatCecd10,ececCecd33,alKcl,feKcl,mnKcl,phCacl2,phH2o,ec12pre,bSatx,brSatx,caSatx,clSatx,co3Satx,ecSatp,flSatx,waterSatx,hco3Sx,kSatx,mgSatx,naSatx,no2Satx,no3Satx,pSatx,phSp,resist,so4Satx,carbonTot,nitrogenTot,ctonRatio,estimatedOC,sulfurTot,alOxalate,feOxalate,mnOxalate,pOxalate,siOxalate,optDensityOxalate,alCitDithionate,feCitDithionate,mnCitDithionate,siliconCitrateDithionate,acidity,waterRetention15Bar,MehlichIIITotP,Bray1PExtractable,OlsenPExtractable,processingRemarks,laboratoryName,dataQF
f741e95a-14f4-4ef1-bd2d-061ffcc6fe91,BONA_027.basePlot.all,D19,BONA,BONA_027,S2018AK090027,7/18/2018,19N00389,2C,11/20/2018,S2018AK090027-4,bulk,29,100,64.5,1.013,,,0.5,0.1,0.1,0,10.5,,,,,4.1,,3.2,4.1,5,0.03,,,,,,,,,,,,,,,,,,,14.4,1.1,13,14,0,0.28,0.69,202.5,221.5,0.03,0.13,0.3,1.2,0,0.1,17,,11,,,,USDA NRCS Kellogg Soil Survey Laboratory,
8475f0a9-5eff-4b99-a7f3-d379fe838a36,BONA_013.basePlot.all,D19,BONA,BONA_013,S2018AK090013,7/18/2018,19N00353,2C,11/15/2018,S2018AK090013-5,bulk,27,80,53.5,1.008,,,0.4,0.1,0.1,0,6.8,,,,,2.7,,1.5,4.3,5.2,0.02,,,,,,,,,,,,,,,,,,,3.7,0.9,4,4,0,0.13,0.23,210.3,135.5,0.02,0.04,0.2,1.6,0,0,9.2,,15.1,,,,USDA NRCS Kellogg Soil Survey Laboratory,
672bc399-33cf-4b56-af7c-ed0da0617dc8,BONA_023.basePlot.all,D19,BONA,BONA_023,S2018AK090023,7/18/2018,19N00382,Oe,11/17/2018,S2018AK090023-1,bulk,0,6,3,1.083,,0,7.8,3.3,2.5,0.1,76.4,,,,,12.7,,77.1,3.2,4,0.95,,0,0.2,0.4,0,0.25,0.2,937,0,1,0.2,0.2,0,0,0.3,4.1,,0.2,450.5,11.9,38,450,0.8,0.46,0.22,66.7,541.2,0.01,0.3,0.5,0.3,0,0.1,153.9,,82.8,,,The saturated paste water content value is abnormally high (i.e. > 500%) for this sample due to a high organic matter content. Organic matter has a low particle density compared to mineral matter and the SP water % is determined on a weight basis.,USDA NRCS Kellogg Soil Survey Laboratory,
4d74f6df-a1fc-4487-b909-3b385a1874be,BONA_002.basePlot.all,D19,BONA,BONA_002,S2018AK090002,7/18/2018,19N00328,C,11/14/2018,S2018AK090002-4,bulk,33,110,71.5,1.013,,,1.4,0.1,0.4,0,10.6,,,,,3.6,,3.4,4.1,4.8,0.06,,,,,,,,,,,,,,,,,,,12.2,1,12,12,0,0.21,0.59,101.6,246.5,0.02,0.1,0.2,1.4,0,0.1,17.1,,10.4,,,,USDA NRCS Kellogg Soil Survey Laboratory,
3cc316cb-2e66-432c-aabf-e2090673cb63,BONA_027.basePlot.all,D19,BONA,BONA_027,S2018AK090027,7/18/2018,19N00387,A/E,11/20/2018,S2018AK090027-2,bulk,5,10,7.5,1.04,,,0.7,0.5,0.3,0.1,42.1,,,,,12.7,,5.8,3.5,4.2,0.56,,0,0.1,0.6,0,0.26,0,128.9,0,0.2,0.3,0.3,0,0,0,4.2,,0.2,155,8.3,19,155,0.3,0.51,0.68,25.8,693.7,0.02,0.62,0.5,1,0,0.1,74.8,,32.6,,,,USDA NRCS Kellogg Soil Survey Laboratory,
b51fdcdb-0efd-4c77-ac4a-5497a7f3d53c,BONA_027.basePlot.all,D19,BONA,BONA_027,S2018AK090027,7/18/2018,19N00386,Oe,11/17/2018,S2018AK090027-1,bulk,0,5,2.5,1.076,,,9.1,3.6,3.9,0.1,85.5,,,,,2.9,,170.7,3.2,3.7,2.91,,0,0.9,0.7,0,0.96,2,634.2,0,2.5,1.2,0.2,0,0,6,3.8,,0.1,517.7,19.8,26,518,1.1,0.13,0.14,132.2,874.5,0.01,0.16,0.2,0.2,0,0,141.5,,450.5,,,The saturated paste water content value is abnormally high (i.e. > 500%) for this sample due to a high organic matter content. Organic matter has a low particle density compared to mineral matter and the SP water % is determined on a weight basis.,USDA NRCS Kellogg Soil Survey Laboratory,
c259d6c8-6965-447a-8a12-d5831a210f01,BONA_027.basePlot.all,D19,BONA,BONA_027,S2018AK090027,7/18/2018,19N00388,Bw,11/20/2018,S2018AK090027-3,bulk,10,29,19.5,1.018,,,0.2,0.2,0,0,13.5,,,,,4.6,,0.4,4.2,5,0.04,,,,,,,,,,,,,,,,,,,18.8,1,18,19,0,0.43,1.02,90.5,170.8,0.05,0.19,0.4,1.4,0,0.1,21.8,,3.3,,,,USDA NRCS Kellogg Soil Survey Laboratory,
6b277840-18e6-4a5d-a1c6-eaade5b3d82f,BONA_002.basePlot.all,D19,BONA,BONA_002,S2018AK090002,7/18/2018,19N00327,Bw,11/14/2018,S2018AK090002-3,bulk,16,33,24.5,1.017,,,1.8,0.3,0.4,0,13.9,,,,,5,,14.7,3.9,4.5,0.13,,,,,,,,,,,,,,,,,,,28.8,1.9,15,29,0.1,0.25,0.67,114.2,407.2,0.02,0.19,0.2,1.2,0,0.1,25.2,,32.2,,,,USDA NRCS Kellogg Soil Survey Laboratory,
86dab4ef-00a3-456b-9bf2-d44e10255177,BONA_023.basePlot.all,D19,BONA,BONA_023,S2018AK090023,7/18/2018,19N00383,B/Ajj,11/17/2018,S2018AK090023-2,bulk,6,21,13.5,1.036,,0,0.8,0.2,0.2,0,40.4,,,,,12.4,,1.9,3.7,4.5,0.22,,,,,,,,,,,,,,,,,,,101.9,4.3,23,102,0.3,0.51,1.16,16.6,394.1,0.02,0.84,0.5,1.5,0,0.1,66.8,,0.9,,,,USDA NRCS Kellogg Soil Survey Laboratory,
1c7ed253-3d1c-4883-8cdf-c288b1a20187,BONA_013.basePlot.all,D19,BONA,BONA_013,S2018AK090013,7/18/2018,19N00349,Oe,11/15/2018,S2018AK090013-1,bulk,0,7,3.5,1.077,0,,12.9,5.3,8.4,0.2,88.7,,,,,0.8,,215.5,3.8,4.3,3.58,,0,1.2,0.8,0,1.24,0.3,625.4,0,2.9,1.2,0.2,0.1,0,8.8,4.2,,0.1,503.8,21.1,24,504,1.3,0.13,0.15,169.5,956.3,0.01,0.19,0.1,0.2,0,0,134.5,,459.3,,,The saturated paste water content value is abnormally high (i.e. > 500%) for this sample due to a high organic matter content. Organic matter has a low particle density compared to mineral matter and the SP water % is determined on a weight basis.,USDA NRCS Kellogg Soil Survey Laboratory,
58db58b0-1fce-4c44-9727-1c6ea4bd7cf6,BONA_023.basePlot.all,D19,BONA,BONA_023,S2018AK090023,7/18/2018,19N00385,C2,11/17/2018,S2018AK090023-4,bulk,46,100,73,1.011,,0,0.8,0.1,0.1,0,10.5,,,,,4.3,,1.6,4,4.8,0.04,,,,,,,,,,,,,,,,,,,19.4,1.1,17,19,0,0.17,0.49,69.8,193.3,0.01,0.17,0.2,1.2,0,0,19,,13.5,,,,USDA NRCS Kellogg Soil Survey Laboratory,
ed4e71d9-0fcc-4243-b8d7-f31d2bdadbe3,BONA_023.basePlot.all,D19,BONA,BONA_023,S2018AK090023,7/18/2018,19N00384,C1,11/17/2018,S2018AK090023-3,bulk,21,46,33.5,1.025,,0,0.7,0.1,0.1,0,25.4,,,,,8.4,,1.7,3.8,4.5,0.07,,,,,,,,,,,,,,,,,,,78.3,3.4,23,78,0.3,0.38,0.85,42.3,355.5,0.02,0.58,0.5,1.5,0,0.1,56.3,,2.9,,,,USDA NRCS Kellogg Soil Survey Laboratory,
b0d2fd92-e291-4bed-b4f0-25169a1ff5d5,BONA_028.basePlot.all,D19,BONA,BONA_028,S2018AK090028,7/19/2018,19N00391,Oa/C,11/20/2018,S2018AK090028-2,bulk,9,31,20,1.052,,,3.5,0.6,1.5,0.1,50.8,,,,,11.2,,1.1,3.7,4.6,0.39,,0,0.3,0.6,0,0.21,0.1,179.9,0,0.2,0.3,0.3,0,0,0,4.6,,0.3,133.3,5.8,23,133,0.5,0.43,2.73,7.3,270.1,0.03,1.29,0.4,2.7,0,0.1,91.5,,0.9,,,,USDA NRCS Kellogg Soil Survey Laboratory,
22ba9dcf-b110-4697-99b0-cac966742382,BONA_007.basePlot.all,D19,BONA,BONA_007,S2018AK090007,7/19/2018,19N00337,A/E,11/15/2018,S2018AK090007-2,bulk,9,15,12,1.032,,,2,0.5,0.6,0,33.4,,,,,13.5,,10.2,3.2,3.9,0.19,,,,,,,,,,,,,,,,,,,101.4,6.6,15,101,0.3,0.32,0.56,17.5,616.5,0.02,0.45,0.3,1.1,0,0.1,69.4,,34.4,,,,USDA NRCS Kellogg Soil Survey Laboratory,
a8a05068-cd7d-4b8f-bb35-7c13dd0a0c5a,BONA_010.basePlot.all,D19,BONA,BONA_010,S2018AK090010,7/19/2018,19N00345,Ajj/Bjj,11/15/2018,S2018AK090010-3,bulk,30,45,37.5,1.031,,,8.6,0.1,1.9,0.1,30.2,,,,,2.6,,25.2,4.4,5.2,0.21,,,,,,,,,,,,,,,,,,,103.5,4.8,21,104,0.5,0.31,1.5,32.7,507,0.03,0.88,0.3,1.8,0,0.1,50.6,,0.7,,,,USDA NRCS Kellogg Soil Survey Laboratory,
ffd6e518-d90b-4c86-9700-f9f77856f805,BONA_010.basePlot.all,D19,BONA,BONA_010,S2018AK090010,7/19/2018,19N00348,Cjj/Ajj,11/15/2018,S2018AK090010-6,bulk,70,95,82.5,1.016,,,7.9,0.2,1.2,0.1,13.3,,,,,0.7,,44.3,4.5,5.3,0.18,,,,,,,,,,,,,,,,,,,41.6,2.5,16,42,0.3,0.12,0.68,72.5,322.4,0.03,0.31,0.1,0.7,0,0,27.2,,5.9,,,,USDA NRCS Kellogg Soil Survey Laboratory,
c3fafa3e-e689-4222-b750-5d26d947cd03,BONA_022.basePlot.all,D19,BONA,BONA_022,S2018AK090022,7/19/2018,19N00377,Oe,11/17/2018,S2018AK090022-1,bulk,0,8,4,1.091,,0,17,2.4,5,0.2,67.9,,,,,3.7,,163.5,3.8,4.5,0.13,,,,,,,,,,,,,,,,,,,479.2,15.3,31,479,1.2,0.27,1.25,133.5,791.3,0.03,0.6,0.3,1.3,0,0.1,136.3,,6.9,,,,USDA NRCS Kellogg Soil Survey Laboratory,
3977de7e-69ca-4c29-9b09-45286cf554e9,BONA_010.basePlot.all,D19,BONA,BONA_010,S2018AK090010,7/19/2018,19N00343,Oe,11/15/2018,S2018AK090010-1,bulk,0,10,5,1.089,0,,19,2.4,11.1,0.3,110.4,,,,,5.1,,155.7,3.4,4,1.01,,,,,,,,,,,,,,,,,,,464.7,12.2,38,465,0.7,0.23,0.56,123.2,289,0.01,0.59,0.3,0.6,0,0.1,166.4,,26.4,,,,USDA NRCS Kellogg Soil Survey Laboratory,
07f04b6c-70ec-4334-9590-39cacff4dcfa,BONA_022.basePlot.all,D19,BONA,BONA_022,S2018AK090022,7/19/2018,19N00381,Cf,11/17/2018,S2018AK090022-5,bulk,80,110,95,1.017,,0,5.3,0.1,1.1,0,15.7,,,,,0.7,,36.8,4.6,5.5,0.06,,,,,,,,,,,,,,,,,,,49.1,2,24,49,0.2,0.13,0.52,39.6,412.6,0.02,0.3,0.1,0.8,0,0,20.4,,20.3,,,,USDA NRCS Kellogg Soil Survey Laboratory,
6d27230f-897a-4eb7-88ba-c046b10e2027,BONA_010.basePlot.all,D19,BONA,BONA_010,S2018AK090010,7/19/2018,19N00346,Bjj/Ajj,11/15/2018,S2018AK090010-4,bulk,45,60,52.5,1.01,,,6.1,0.1,1,0,10.4,,,,,0.4,,23.8,4.7,5.5,0.07,,,,,,,,,,,,,,,,,,,26.4,1.6,16,26,0.2,0.08,0.46,25.2,222.7,0.02,0.21,0.1,0.8,0,0,28,,9.7,,,,USDA NRCS Kellogg Soil Survey Laboratory,
7fb6da4b-daf4-4078-9e4f-030424f8cd50,BONA_028.basePlot.all,D19,BONA,BONA_028,S2018AK090028,7/19/2018,19N00392,Bw,11/20/2018,S2018AK090028-3,bulk,31,47,39,1.015,,,0.8,0.1,0.1,0,12.5,,,,,4.5,,0.1,3.9,4.7,0.06,,,,,,,,,,,,,,,,,,,34.1,1.6,21,34,0.1,0.19,0.84,7.1,194.2,0.02,0.3,0.2,1.2,0,0,24.5,,2.2,,,,USDA NRCS Kellogg Soil Survey Laboratory,
f57bdd90-5991-4f8c-a622-92951b2accbb,BONA_028.basePlot.all,D19,BONA,BONA_028,S2018AK090028,7/19/2018,19N00390,Oe,11/20/2018,S2018AK090028-1,bulk,0,9,4.5,1.082,,,13.6,4.2,6.9,0,91.7,,,,,4.6,,79.1,3.5,4,1.74,,,,,,,,,,,,,,,,,,,387.2,16.3,24,387,1.2,0.27,0.7,66.4,678.8,0.01,0.77,0.3,0.8,0,0.1,139.1,,107.2,,,,USDA NRCS Kellogg Soil Survey Laboratory,
af8ebfd1-d3ea-4a3b-929a-7200a00e10ef,BONA_010.basePlot.all,D19,BONA,BONA_010,S2018AK090010,7/19/2018,19N00347,Ob,11/15/2018,S2018AK090010-5,bulk,60,70,65,1.072,,,35.8,0.2,4.2,0.2,69.2,,,,,0.8,,145.8,4.6,5.3,0.3,,,,,,,,,,,,,,,,,,,276,9.5,29,276,1,0.33,1.97,185,914.2,0.02,0.91,0.3,2,0,0,88.4,,0.7,,,,USDA NRCS Kellogg Soil Survey Laboratory,
50c67412-32ad-4f1b-b2d5-593f752aa01b,BONA_022.basePlot.all,D19,BONA,BONA_022,S2018AK090022,7/19/2018,19N00380,Cg/Ojj,11/17/2018,S2018AK090022-4,bulk,40,80,60,1.012,,0,5.1,0.1,1.1,0,10.6,,,,,0.7,,19.9,4.5,5.4,0.08,,,,,,,,,,,,,,,,,,,30.5,1.5,20,30,0.1,0.1,0.59,27.8,254.4,0.02,0.22,0.1,1,0,0,15.6,,9.6,,,,USDA NRCS Kellogg Soil Survey Laboratory,
ede1fb51-2b33-435e-9743-ca2abff69b8d,BONA_010.basePlot.all,D19,BONA,BONA_010,S2018AK090010,7/19/2018,19N00344,A,11/15/2018,S2018AK090010-2,bulk,10,30,20,1.038,,,6.7,0.2,1.6,0.1,39.6,,,,,5.5,,13.1,4,4.8,0.26,,0,0.7,0.3,0,0.23,0,154.4,0.1,0.1,0.5,0.5,0,0.5,0,4.6,,0.6,139.7,6.5,21,140,0.6,0.32,1.57,17.5,519.8,0.03,1.04,0.3,1.7,0,0,68.5,,0.4,,,,USDA NRCS Kellogg Soil Survey Laboratory,
