uid,namedLocation,domainID,siteID,plotID,nrcsDescriptionID,collectDate,horizonID,horizonName,analysisStartDate,biogeoIDnrcs,biogeoSampleType,biogeoTopDepth,biogeoBottomDepth,biogeoCenterDepth,airDryOvenDryRatio,gypsumConc,caco3Conc,caNh4d,kNh4d,mgNh4d,naNh4d,cecdNh4,alSatCecd33,baseSumCecd10,bsesatCecd10,ececCecd33,alKcl,feKcl,mnKcl,phCacl2,phH2o,ec12pre,bSatx,brSatx,caSatx,clSatx,co3Satx,ecSatp,flSatx,waterSatx,hco3Sx,kSatx,mgSatx,naSatx,no2Satx,no3Satx,pSatx,phSp,resist,so4Satx,carbonTot,nitrogenTot,ctonRatio,estimatedOC,sulfurTot,alOxalate,feOxalate,mnOxalate,pOxalate,siOxalate,optDensityOxalate,alCitDithionate,feCitDithionate,mnCitDithionate,siliconCitrateDithionate,acidity,waterRetention15Bar,MehlichIIITotP,Bray1PExtractable,OlsenPExtractable,processingRemarks,laboratoryName,dataQF
26aa2a4b-6b86-4abe-bcc5-86092397e3e3,HEAL_022.basePlot.all,D19,HEAL,HEAL_022,S2017AK068022,3/21/2017,18N03009,Bjj/A,6/22/2018,S2017AK068022-3,bulk,54,90,72,1.028,,,9.8,0.2,5.7,0.1,15.8,,15.8,100,,0,,7.4,5.7,6.6,0.07,,,,,,,,,,,,,,,,,,,30,1.3,22,30,0,0.17,1.19,228.9,531.2,0.05,0.13,0.1,1.5,0,0.1,10.4,,10.2,,,,USDA NRCS Kellogg Soil Survey Laboratory,
b6199744-444e-43e1-87f1-5e8ab41cdbe6,HEAL_029.basePlot.all,D19,HEAL,HEAL_029,S2017AK068029,3/21/2017,18N03019,Oe,6/22/2018,S2017AK068029-2,bulk,7,14,10.5,1.102,0,,47,2.4,17.1,0.1,83.4,0,66.6,80,66.7,0.1,,88.5,6,6.7,4.28,,,,,,,,,,,,,,,,,,,255.2,15.2,17,255,1.1,0.17,0.86,852.7,519.4,0.02,0.46,0.2,1.1,0.1,0.1,60.8,,68.9,,,,USDA NRCS Kellogg Soil Survey Laboratory,
a0920092-673a-43d6-b529-e08b43eae7a4,HEAL_026.basePlot.all,D19,HEAL,HEAL_026,S2017AK068026,3/21/2017,18N03014,Cf,6/22/2018,S2017AK068026-5,bulk,60,80,70,1.032,,,3.1,0.1,0.9,0,21.7,49,4.1,19,8,3.9,,35.3,4.1,4.9,0.06,,,,,,,,,,,,,,,,,,,61.4,2.7,23,61,0,0.27,1.3,46.4,461,0.03,0.55,0.3,2.1,0,0.1,32.7,,1.8,,,,USDA NRCS Kellogg Soil Survey Laboratory,
9c265c2e-c247-4fa3-9175-158bb1d487a7,HEAL_029.basePlot.all,D19,HEAL,HEAL_029,S2017AK068029,3/21/2017,18N03021,C/A,6/22/2018,S2017AK068029-4,bulk,25,37,31,1.049,,,17.2,0.2,6,0.1,33.4,1,23.5,70,23.7,0.2,,109.4,4.9,5.3,0.28,,0,1.9,0.2,0,0.37,0,152.3,1,0.1,1.7,0.3,0,1,0,5.4,,0.3,94.4,5.3,18,94,0.1,0.22,1.59,1232.7,522.9,0.05,0.48,0.2,2.2,0.1,0.1,43.5,,1.9,,,,USDA NRCS Kellogg Soil Survey Laboratory,
ea3e14bb-f082-497e-b8f9-715158e1a8e4,HEAL_022.basePlot.all,D19,HEAL,HEAL_022,S2017AK068022,3/21/2017,18N03007,Oe,6/21/2018,S2017AK068022-1,bulk,0,22,11,1.106,0,,17.2,1.5,8.3,0.1,62.4,4,27.1,43,28.1,1,,439.6,4.1,4.7,1.15,,,,,,,,,,,,,,,,,,,362.8,11.1,33,363,0.3,0.19,1.02,627.4,479.4,0.02,0.35,0.2,1.2,0.1,0.1,76.9,,15.1,,,,USDA NRCS Kellogg Soil Survey Laboratory,
934fca5a-fc48-470a-b296-a2fe17550b24,HEAL_026.basePlot.all,D19,HEAL,HEAL_026,S2017AK068026,3/21/2017,18N03011,Oe,6/22/2018,S2017AK068026-2,bulk,15,26,20.5,1.136,0,,8.5,1,3.5,0.1,83.5,39,13.1,16,21.4,8.3,,40.6,,,1.02,,,,,,,,,,,,,,,,,,,387,15.5,25,387,0.6,0.35,2.35,79.8,618,0.02,1.12,0.4,2.7,0,0.1,135.4,,4.4,,,,USDA NRCS Kellogg Soil Survey Laboratory,
06dc8e75-54d4-4598-b84e-a84d04ab5f1e,HEAL_026.basePlot.all,D19,HEAL,HEAL_026,S2017AK068026,3/21/2017,18N03012,C/O1,6/22/2018,S2017AK068026-3,bulk,26,51,38.5,1.041,,,3.8,0.1,1.2,0,29,49,5.1,18,10,4.9,,8.6,4.1,4.7,0.1,,,,,,,,,,,,,,,,,,,92.6,4.8,19,93,0.1,0.27,1.3,18.6,335,0.03,0.54,0.2,1.6,0,0,51,,1.2,,,,USDA NRCS Kellogg Soil Survey Laboratory,
6a640953-963d-439f-881b-0c8198b784d6,HEAL_007.basePlot.all,D19,HEAL,HEAL_007,S2017AK068007,3/22/2017,18N02986,Oi,6/21/2018,S2017AK068007-1,bulk,0,7,3.5,1.153,0,,10,2.5,6.1,0.1,96.5,6,18.7,19,19.9,1.2,,248.8,,,1.95,,,,,,,,,,,,,,,,,,,466.6,17.2,27,467,0,0.07,0.2,200.2,470.9,0.01,0.15,0.1,0.3,0,0.1,133.5,,148,,,,USDA NRCS Kellogg Soil Survey Laboratory,
905c1f60-6df3-448e-84fa-2e9a19c08ce4,HEAL_007.basePlot.all,D19,HEAL,HEAL_007,S2017AK068007,3/22/2017,18N02987,Oa,6/21/2018,S2017AK068007-2,bulk,7,26,16.5,1.122,0,,2.9,0.5,1.6,0.2,66.1,57,5.2,8,12.2,7,,3.8,3.2,3.9,0.57,,,,,,,,,,,,,,,,,,,433.7,19.5,22,434,0.7,0.21,0.65,3.4,654,0,0.34,0.2,0.8,0,0.1,113.3,,8.3,,,,USDA NRCS Kellogg Soil Survey Laboratory,
422e46f4-50a7-468e-a481-7c0cb713726b,HEAL_012.basePlot.all,D19,HEAL,HEAL_012,S2017AK068012,3/22/2017,18N02990,Oi,6/21/2018,S2017AK068012-1,bulk,0,7,3.5,1.16,0,,6.8,1.6,4.3,0,86.8,21,12.7,15,16,3.3,,183.7,,,1.33,,,,,,,,,,,,,,,,,,,490.7,11.5,43,491,0,0.1,0.53,149.2,352.1,0,0.27,0.1,0.7,0,0.1,132,,37.2,,,,USDA NRCS Kellogg Soil Survey Laboratory,
