,X,column_names,site_pos,core_pos,depth_pos,depth_m,Label,Def1,season,year,site,depth,core,mag.vec,duration
1869,1869,HEAL_502_003,HEAL,3,502,-0.06,Keep,19,activelayer,2,HEAL,502,3,0.1,1
1870,1870,HEAL_502_004,HEAL,4,502,-0.06,Keep,21,activelayer,2,HEAL,502,4,0.1,1
1871,1871,HEAL_502_005,HEAL,5,502,-0.06,Keep,27,activelayer,2,HEAL,502,5,0.1,1
1872,1872,HEAL_503_001,HEAL,1,503,-0.17,Keep,25,activelayer,2,HEAL,503,1,0.1,1
1873,1873,HEAL_503_002,HEAL,2,503,-0.16,Keep,16,activelayer,2,HEAL,503,2,0.1,1
1874,1874,HEAL_503_003,HEAL,3,503,-0.16,Keep,18,activelayer,2,HEAL,503,3,0.1,1
1875,1875,HEAL_503_004,HEAL,4,503,-0.16,Keep,20,activelayer,2,HEAL,503,4,0.1,1
1876,1876,HEAL_503_005,HEAL,5,503,-0.16,Keep,22,activelayer,2,HEAL,503,5,0.1,1
1877,1877,HEAL_504_001,HEAL,1,504,-0.27,Keep,22,activelayer,2,HEAL,504,1,0.1,1
1878,1878,HEAL_504_002,HEAL,2,504,-0.26,Keep,18,activelayer,2,HEAL,504,2,0.1,1
1879,1879,HEAL_504_003,HEAL,3,504,-0.26,Keep,15,activelayer,2,HEAL,504,3,0.1,1
1880,1880,HEAL_504_004,HEAL,4,504,-0.26,Keep,24,activelayer,2,HEAL,504,4,0.1,1
1881,1881,HEAL_504_005,HEAL,5,504,-0.26,Keep,19,activelayer,2,HEAL,504,5,0.1,1
1882,1882,HEAL_505_001,HEAL,1,505,-0.37,Keep,19,activelayer,2,HEAL,505,1,0.1,1
1883,1883,HEAL_505_002,HEAL,2,505,-0.36,Exclude,NA,activelayer,2,HEAL,505,2,0.1,1
1884,1884,HEAL_505_003,HEAL,3,505,-0.36,Keep,11,activelayer,2,HEAL,505,3,0.1,1
1885,1885,HEAL_505_004,HEAL,4,505,-0.36,Keep,18,activelayer,2,HEAL,505,4,0.1,1
1886,1886,HEAL_505_005,HEAL,5,505,-0.36,Keep,13,activelayer,2,HEAL,505,5,0.1,1
1887,1887,HEAL_506_001,HEAL,1,506,-0.47,Keep,0,activelayer,2,HEAL,506,1,0.1,1
1888,1888,HEAL_506_002,HEAL,2,506,-0.46,Keep,0,activelayer,2,HEAL,506,2,0.1,1
1889,1889,HEAL_506_003,HEAL,3,506,-0.46,Keep,0,activelayer,2,HEAL,506,3,0.1,1
1890,1890,HEAL_506_004,HEAL,4,506,-0.46,Exclude,NA,activelayer,2,HEAL,506,4,0.1,1
1891,1891,HEAL_506_005,HEAL,5,506,-0.46,Keep,3,activelayer,2,HEAL,506,5,0.1,1
1892,1892,HEAL_507_001,HEAL,1,507,-0.67,Exclude,NA,activelayer,2,HEAL,507,1,0.1,1
1893,1893,HEAL_507_002,HEAL,2,507,-0.66,Keep,0,activelayer,2,HEAL,507,2,0.1,1
1894,1894,HEAL_507_003,HEAL,3,507,-0.66,Keep,0,activelayer,2,HEAL,507,3,0.1,1
1895,1895,HEAL_507_004,HEAL,4,507,-0.66,Keep,0,activelayer,2,HEAL,507,4,0.1,1
1896,1896,HEAL_507_005,HEAL,5,507,-0.66,Keep,0,activelayer,2,HEAL,507,5,0.1,1
1897,1897,HEAL_508_001,HEAL,1,508,-0.97,Exclude,NA,activelayer,2,HEAL,508,1,0.1,1
1898,1898,HEAL_508_002,HEAL,2,508,-0.96,Keep,0,activelayer,2,HEAL,508,2,0.1,1
1899,1899,HEAL_508_003,HEAL,3,508,-0.96,Keep,0,activelayer,2,HEAL,508,3,0.1,1
1900,1900,HEAL_508_004,HEAL,4,508,-0.96,Keep,0,activelayer,2,HEAL,508,4,0.1,1
1901,1901,HEAL_508_005,HEAL,5,508,-0.96,Keep,0,activelayer,2,HEAL,508,5,0.1,1
1902,1902,HEAL_509_001,HEAL,1,509,-1.57,Keep,0,activelayer,2,HEAL,509,1,0.1,1
1903,1903,HEAL_509_002,HEAL,2,509,-1.36,Keep,0,activelayer,2,HEAL,509,2,0.1,1
1904,1904,HEAL_509_003,HEAL,3,509,-1.26,Keep,0,activelayer,2,HEAL,509,3,0.1,1
1905,1905,HEAL_509_004,HEAL,4,509,-1.66,Keep,0,activelayer,2,HEAL,509,4,0.1,1
1906,1906,HEAL_509_005,HEAL,5,509,-1.26,Keep,0,activelayer,2,HEAL,509,5,0.1,1
1907,1907,TOOL_501_001,TOOL,1,501,-0.02,Keep,1,activelayer,2,TOOL,501,1,0.1,1
1908,1908,TOOL_501_002,TOOL,2,501,-0.02,Keep,8,activelayer,2,TOOL,501,2,0.1,1
1909,1909,TOOL_501_003,TOOL,3,501,-0.02,Keep,18,activelayer,2,TOOL,501,3,0.1,1
1910,1910,TOOL_501_004,TOOL,4,501,-0.02,Keep,10,activelayer,2,TOOL,501,4,0.1,1
1911,1911,TOOL_501_005,TOOL,5,501,-0.02,Keep,7,activelayer,2,TOOL,501,5,0.1,1
1912,1912,TOOL_502_001,TOOL,1,502,-0.06,Keep,0,activelayer,2,TOOL,502,1,0.1,1
1913,1913,TOOL_502_002,TOOL,2,502,-0.06,Keep,6,activelayer,2,TOOL,502,2,0.1,1
1914,1914,TOOL_502_003,TOOL,3,502,-0.06,Keep,11,activelayer,2,TOOL,502,3,0.1,1
1915,1915,TOOL_502_004,TOOL,4,502,-0.06,Keep,3,activelayer,2,TOOL,502,4,0.1,1
1916,1916,TOOL_502_005,TOOL,5,502,-0.06,Keep,2,activelayer,2,TOOL,502,5,0.1,1
1917,1917,TOOL_503_001,TOOL,1,503,-0.16,Keep,0,activelayer,2,TOOL,503,1,0.1,1
1918,1918,TOOL_503_002,TOOL,2,503,-0.16,Keep,0,activelayer,2,TOOL,503,2,0.1,1
1919,1919,TOOL_503_003,TOOL,3,503,-0.16,Keep,0,activelayer,2,TOOL,503,3,0.1,1
1920,1920,TOOL_503_004,TOOL,4,503,-0.16,Keep,0,activelayer,2,TOOL,503,4,0.1,1
1921,1921,TOOL_504_002,TOOL,2,504,-0.26,Keep,0,activelayer,2,TOOL,504,2,0.1,1
1922,1922,TOOL_504_003,TOOL,3,504,-0.26,Exclude,NA,activelayer,2,TOOL,504,3,0.1,1
1923,1923,TOOL_504_004,TOOL,4,504,-0.26,Keep,0,activelayer,2,TOOL,504,4,0.1,1
1924,1924,TOOL_505_002,TOOL,2,505,-0.36,Keep,0,activelayer,2,TOOL,505,2,0.1,1
1925,1925,TOOL_505_003,TOOL,3,505,-0.36,Keep,0,activelayer,2,TOOL,505,3,0.1,1
1926,1926,TOOL_505_004,TOOL,4,505,-0.36,Keep,0,activelayer,2,TOOL,505,4,0.1,1
1927,1927,TOOL_506_002,TOOL,2,506,-0.46,Keep,0,activelayer,2,TOOL,506,2,0.1,1
1928,1928,TOOL_506_003,TOOL,3,506,-0.46,Keep,0,activelayer,2,TOOL,506,3,0.1,1
1929,1929,TOOL_506_004,TOOL,4,506,-0.46,Keep,0,activelayer,2,TOOL,506,4,0.1,1
1930,1930,TOOL_507_002,TOOL,2,507,-0.56,Keep,0,activelayer,2,TOOL,507,2,0.1,1
1931,1931,TOOL_507_003,TOOL,3,507,-0.56,Keep,0,activelayer,2,TOOL,507,3,0.1,1
1932,1932,TOOL_507_004,TOOL,4,507,-0.56,Keep,0,activelayer,2,TOOL,507,4,0.1,1
3382,3382,BARR_501_001,BARR,1,501,-0.02,Keep,1,activelayer,2,BARR,501,1,0.5,24
3383,3383,BARR_501_002,BARR,2,501,-0.02,Keep,2,activelayer,2,BARR,501,2,0.5,24
3384,3384,BARR_501_003,BARR,3,501,-0.01,Keep,1,activelayer,2,BARR,501,3,0.5,24
3385,3385,BARR_501_004,BARR,4,501,-0.02,Exclude,NA,activelayer,2,BARR,501,4,0.5,24
3386,3386,BARR_501_005,BARR,5,501,-0.02,Keep,5,activelayer,2,BARR,501,5,0.5,24
3387,3387,BARR_502_001,BARR,1,502,-0.06,Keep,2,activelayer,2,BARR,502,1,0.5,24
3388,3388,BARR_502_002,BARR,2,502,-0.06,Keep,1,activelayer,2,BARR,502,2,0.5,24
3389,3389,BARR_502_003,BARR,3,502,-0.05,Keep,2,activelayer,2,BARR,502,3,0.5,24
3390,3390,BARR_502_004,BARR,4,502,-0.06,Keep,1,activelayer,2,BARR,502,4,0.5,24
3391,3391,BARR_502_005,BARR,5,502,-0.06,Keep,2,activelayer,2,BARR,502,5,0.5,24
3392,3392,BARR_503_001,BARR,1,503,-0.16,Exclude,NA,activelayer,2,BARR,503,1,0.5,24
3393,3393,BARR_503_002,BARR,2,503,-0.16,Exclude,NA,activelayer,2,BARR,503,2,0.5,24
3394,3394,BARR_503_003,BARR,3,503,-0.15,Keep,0,activelayer,2,BARR,503,3,0.5,24
3395,3395,BARR_503_004,BARR,4,503,-0.16,Keep,0,activelayer,2,BARR,503,4,0.5,24
3396,3396,BARR_503_005,BARR,5,503,-0.16,Keep,1,activelayer,2,BARR,503,5,0.5,24
3397,3397,BARR_504_001,BARR,1,504,-0.26,Keep,0,activelayer,2,BARR,504,1,0.5,24
3398,3398,BARR_504_002,BARR,2,504,-0.26,Exclude,NA,activelayer,2,BARR,504,2,0.5,24
3399,3399,BARR_504_003,BARR,3,504,-0.25,Keep,0,activelayer,2,BARR,504,3,0.5,24
3400,3400,BARR_504_004,BARR,4,504,-0.26,Keep,0,activelayer,2,BARR,504,4,0.5,24
3401,3401,BARR_504_005,BARR,5,504,-0.26,Keep,0,activelayer,2,BARR,504,5,0.5,24
3402,3402,BARR_505_001,BARR,1,505,-0.36,Keep,0,activelayer,2,BARR,505,1,0.5,24
3403,3403,BARR_505_002,BARR,2,505,-0.36,Exclude,NA,activelayer,2,BARR,505,2,0.5,24
3404,3404,BARR_505_003,BARR,3,505,-0.35,Keep,0,activelayer,2,BARR,505,3,0.5,24
3405,3405,BARR_505_004,BARR,4,505,-0.36,Keep,0,activelayer,2,BARR,505,4,0.5,24
3406,3406,BARR_505_005,BARR,5,505,-0.36,Keep,0,activelayer,2,BARR,505,5,0.5,24
3407,3407,BARR_506_001,BARR,1,506,-0.56,Keep,0,activelayer,2,BARR,506,1,0.5,24
3408,3408,BARR_506_002,BARR,2,506,-0.56,Keep,0,activelayer,2,BARR,506,2,0.5,24
3409,3409,BARR_506_003,BARR,3,506,-0.55,Keep,0,activelayer,2,BARR,506,3,0.5,24
3410,3410,BARR_506_004,BARR,4,506,-0.56,Keep,0,activelayer,2,BARR,506,4,0.5,24
3411,3411,BARR_506_005,BARR,5,506,-0.56,Exclude,NA,activelayer,2,BARR,506,5,0.5,24
3412,3412,BARR_507_001,BARR,1,507,-0.86,Keep,0,activelayer,2,BARR,507,1,0.5,24
3413,3413,BARR_507_002,BARR,2,507,-0.86,Keep,0,activelayer,2,BARR,507,2,0.5,24
3414,3414,BARR_507_003,BARR,3,507,-0.85,Keep,0,activelayer,2,BARR,507,3,0.5,24
3415,3415,BARR_507_004,BARR,4,507,-0.86,Keep,0,activelayer,2,BARR,507,4,0.5,24
3416,3416,BARR_507_005,BARR,5,507,-0.86,Keep,0,activelayer,2,BARR,507,5,0.5,24
3417,3417,BARR_508_001,BARR,1,508,-1.36,Keep,0,activelayer,2,BARR,508,1,0.5,24
3418,3418,BARR_508_002,BARR,2,508,-1.36,Keep,0,activelayer,2,BARR,508,2,0.5,24
3419,3419,BARR_508_003,BARR,3,508,-1.35,Keep,0,activelayer,2,BARR,508,3,0.5,24
3420,3420,BARR_508_004,BARR,4,508,-1.36,Keep,0,activelayer,2,BARR,508,4,0.5,24
3421,3421,BARR_508_005,BARR,5,508,-1.36,Keep,0,activelayer,2,BARR,508,5,0.5,24
3422,3422,BARR_509_001,BARR,1,509,-1.76,Keep,0,activelayer,2,BARR,509,1,0.5,24
3423,3423,BARR_509_002,BARR,2,509,-2.26,Keep,0,activelayer,2,BARR,509,2,0.5,24
3424,3424,BARR_509_003,BARR,3,509,-1.75,Keep,0,activelayer,2,BARR,509,3,0.5,24
3425,3425,BARR_509_004,BARR,4,509,-1.96,Keep,0,activelayer,2,BARR,509,4,0.5,24
3426,3426,BARR_509_005,BARR,5,509,-1.86,Keep,0,activelayer,2,BARR,509,5,0.5,24
3427,3427,BONA_501_001,BONA,1,501,-0.02,Keep,4,activelayer,2,BONA,501,1,0.5,24
3428,3428,BONA_501_002,BONA,2,501,-0.01,Keep,4,activelayer,2,BONA,501,2,0.5,24
3429,3429,BONA_501_003,BONA,3,501,-0.02,Keep,4,activelayer,2,BONA,501,3,0.5,24
3430,3430,BONA_501_004,BONA,4,501,-0.02,Keep,4,activelayer,2,BONA,501,4,0.5,24
3431,3431,BONA_501_005,BONA,5,501,-0.03,Keep,4,activelayer,2,BONA,501,5,0.5,24
3432,3432,BONA_502_001,BONA,1,502,-0.06,Keep,4,activelayer,2,BONA,502,1,0.5,24
3433,3433,BONA_502_002,BONA,2,502,-0.05,Keep,4,activelayer,2,BONA,502,2,0.5,24
3434,3434,BONA_502_003,BONA,3,502,-0.06,Keep,4,activelayer,2,BONA,502,3,0.5,24
3435,3435,BONA_502_004,BONA,4,502,-0.06,Keep,2,activelayer,2,BONA,502,4,0.5,24
3436,3436,BONA_502_005,BONA,5,502,-0.07,Keep,2,activelayer,2,BONA,502,5,0.5,24
3437,3437,BONA_503_001,BONA,1,503,-0.16,Keep,3,activelayer,2,BONA,503,1,0.5,24
3438,3438,BONA_503_002,BONA,2,503,-0.15,Keep,2,activelayer,2,BONA,503,2,0.5,24
3439,3439,BONA_503_003,BONA,3,503,-0.16,Keep,4,activelayer,2,BONA,503,3,0.5,24
3440,3440,BONA_503_004,BONA,4,503,-0.16,Keep,1,activelayer,2,BONA,503,4,0.5,24
3441,3441,BONA_503_005,BONA,5,503,-0.17,Keep,2,activelayer,2,BONA,503,5,0.5,24
3442,3442,BONA_504_001,BONA,1,504,-0.26,Keep,2,activelayer,2,BONA,504,1,0.5,24
3443,3443,BONA_504_002,BONA,2,504,-0.25,Keep,3,activelayer,2,BONA,504,2,0.5,24
3444,3444,BONA_504_003,BONA,3,504,-0.26,Keep,1,activelayer,2,BONA,504,3,0.5,24
3445,3445,BONA_504_004,BONA,4,504,-0.26,Keep,1,activelayer,2,BONA,504,4,0.5,24
3446,3446,BONA_504_005,BONA,5,504,-0.27,Exclude,NA,activelayer,2,BONA,504,5,0.5,24
3447,3447,BONA_505_001,BONA,1,505,-0.46,Keep,0,activelayer,2,BONA,505,1,0.5,24
3448,3448,BONA_505_002,BONA,2,505,-0.45,Keep,0,activelayer,2,BONA,505,2,0.5,24
3449,3449,BONA_505_003,BONA,3,505,-0.46,Keep,0,activelayer,2,BONA,505,3,0.5,24
3450,3450,BONA_505_004,BONA,4,505,-0.46,Keep,0,activelayer,2,BONA,505,4,0.5,24
3451,3451,BONA_505_005,BONA,5,505,-0.47,Keep,0,activelayer,2,BONA,505,5,0.5,24
3452,3452,BONA_506_001,BONA,1,506,-0.76,Keep,0,activelayer,2,BONA,506,1,0.5,24
3453,3453,BONA_506_002,BONA,2,506,-0.75,Keep,0,activelayer,2,BONA,506,2,0.5,24
3454,3454,BONA_506_003,BONA,3,506,-0.76,Keep,0,activelayer,2,BONA,506,3,0.5,24
3455,3455,BONA_506_004,BONA,4,506,-0.76,Keep,0,activelayer,2,BONA,506,4,0.5,24
3456,3456,BONA_506_005,BONA,5,506,-0.77,Keep,0,activelayer,2,BONA,506,5,0.5,24
3457,3457,BONA_507_001,BONA,1,507,-1.06,Keep,0,activelayer,2,BONA,507,1,0.5,24
3458,3458,BONA_507_002,BONA,2,507,-1.05,Keep,0,activelayer,2,BONA,507,2,0.5,24
3459,3459,BONA_507_003,BONA,3,507,-1.06,Keep,0,activelayer,2,BONA,507,3,0.5,24
3460,3460,BONA_507_004,BONA,4,507,-1.06,Keep,0,activelayer,2,BONA,507,4,0.5,24
3461,3461,BONA_507_005,BONA,5,507,-1.07,Keep,0,activelayer,2,BONA,507,5,0.5,24
3462,3462,BONA_508_001,BONA,1,508,-1.56,Keep,0,activelayer,2,BONA,508,1,0.5,24
3463,3463,BONA_508_002,BONA,2,508,-1.55,Keep,0,activelayer,2,BONA,508,2,0.5,24
3464,3464,BONA_508_003,BONA,3,508,-1.56,Keep,0,activelayer,2,BONA,508,3,0.5,24
3465,3465,BONA_508_004,BONA,4,508,-1.56,Keep,0,activelayer,2,BONA,508,4,0.5,24
3466,3466,BONA_508_005,BONA,5,508,-1.57,Keep,0,activelayer,2,BONA,508,5,0.5,24
3467,3467,BONA_509_001,BONA,1,509,-1.86,Keep,0,activelayer,2,BONA,509,1,0.5,24
3468,3468,BONA_509_002,BONA,2,509,-1.85,Keep,0,activelayer,2,BONA,509,2,0.5,24
3469,3469,BONA_509_003,BONA,3,509,-1.86,Keep,0,activelayer,2,BONA,509,3,0.5,24
3470,3470,BONA_509_004,BONA,4,509,-1.96,Keep,0,activelayer,2,BONA,509,4,0.5,24
3471,3471,BONA_509_005,BONA,5,509,-2.07,Keep,0,activelayer,2,BONA,509,5,0.5,24
3472,3472,HEAL_501_001,HEAL,1,501,-0.03,Keep,6,activelayer,2,HEAL,501,1,0.5,24
3473,3473,HEAL_501_002,HEAL,2,501,-0.02,Keep,5,activelayer,2,HEAL,501,2,0.5,24
3474,3474,HEAL_501_003,HEAL,3,501,-0.02,Exclude,NA,activelayer,2,HEAL,501,3,0.5,24
3475,3475,HEAL_501_004,HEAL,4,501,-0.02,Keep,5,activelayer,2,HEAL,501,4,0.5,24
3476,3476,HEAL_501_005,HEAL,5,501,-0.02,Keep,6,activelayer,2,HEAL,501,5,0.5,24
3477,3477,HEAL_502_001,HEAL,1,502,-0.07,Keep,6,activelayer,2,HEAL,502,1,0.5,24
3478,3478,HEAL_502_002,HEAL,2,502,-0.06,Keep,5,activelayer,2,HEAL,502,2,0.5,24
3479,3479,HEAL_502_003,HEAL,3,502,-0.06,Keep,6,activelayer,2,HEAL,502,3,0.5,24
3480,3480,HEAL_502_004,HEAL,4,502,-0.06,Keep,5,activelayer,2,HEAL,502,4,0.5,24
3481,3481,HEAL_502_005,HEAL,5,502,-0.06,Keep,6,activelayer,2,HEAL,502,5,0.5,24
3482,3482,HEAL_503_001,HEAL,1,503,-0.17,Keep,6,activelayer,2,HEAL,503,1,0.5,24
3483,3483,HEAL_503_002,HEAL,2,503,-0.16,Keep,5,activelayer,2,HEAL,503,2,0.5,24
3484,3484,HEAL_503_003,HEAL,3,503,-0.16,Keep,5,activelayer,2,HEAL,503,3,0.5,24
3485,3485,HEAL_503_004,HEAL,4,503,-0.16,Keep,5,activelayer,2,HEAL,503,4,0.5,24
3486,3486,HEAL_503_005,HEAL,5,503,-0.16,Keep,4,activelayer,2,HEAL,503,5,0.5,24
3487,3487,HEAL_504_001,HEAL,1,504,-0.27,Keep,5,activelayer,2,HEAL,504,1,0.5,24
3488,3488,HEAL_504_002,HEAL,2,504,-0.26,Keep,2,activelayer,2,HEAL,504,2,0.5,24
3489,3489,HEAL_504_003,HEAL,3,504,-0.26,Keep,4,activelayer,2,HEAL,504,3,0.5,24
3490,3490,HEAL_504_004,HEAL,4,504,-0.26,Keep,4,activelayer,2,HEAL,504,4,0.5,24
3491,3491,HEAL_504_005,HEAL,5,504,-0.26,Keep,6,activelayer,2,HEAL,504,5,0.5,24
3492,3492,HEAL_505_001,HEAL,1,505,-0.37,Keep,3,activelayer,2,HEAL,505,1,0.5,24
3493,3493,HEAL_505_002,HEAL,2,505,-0.36,Exclude,NA,activelayer,2,HEAL,505,2,0.5,24
3494,3494,HEAL_505_003,HEAL,3,505,-0.36,Keep,2,activelayer,2,HEAL,505,3,0.5,24
3495,3495,HEAL_505_004,HEAL,4,505,-0.36,Keep,4,activelayer,2,HEAL,505,4,0.5,24
3496,3496,HEAL_505_005,HEAL,5,505,-0.36,Keep,4,activelayer,2,HEAL,505,5,0.5,24
3497,3497,HEAL_506_001,HEAL,1,506,-0.47,Keep,0,activelayer,2,HEAL,506,1,0.5,24
3498,3498,HEAL_506_002,HEAL,2,506,-0.46,Keep,0,activelayer,2,HEAL,506,2,0.5,24
3499,3499,HEAL_506_003,HEAL,3,506,-0.46,Keep,0,activelayer,2,HEAL,506,3,0.5,24
3500,3500,HEAL_506_004,HEAL,4,506,-0.46,Exclude,NA,activelayer,2,HEAL,506,4,0.5,24
3501,3501,HEAL_506_005,HEAL,5,506,-0.46,Keep,0,activelayer,2,HEAL,506,5,0.5,24
3502,3502,HEAL_507_001,HEAL,1,507,-0.67,Exclude,NA,activelayer,2,HEAL,507,1,0.5,24
3503,3503,HEAL_507_002,HEAL,2,507,-0.66,Keep,0,activelayer,2,HEAL,507,2,0.5,24
3504,3504,HEAL_507_003,HEAL,3,507,-0.66,Keep,0,activelayer,2,HEAL,507,3,0.5,24
3505,3505,HEAL_507_004,HEAL,4,507,-0.66,Keep,0,activelayer,2,HEAL,507,4,0.5,24
3506,3506,HEAL_507_005,HEAL,5,507,-0.66,Keep,0,activelayer,2,HEAL,507,5,0.5,24
3507,3507,HEAL_508_001,HEAL,1,508,-0.97,Exclude,NA,activelayer,2,HEAL,508,1,0.5,24
3508,3508,HEAL_508_002,HEAL,2,508,-0.96,Keep,0,activelayer,2,HEAL,508,2,0.5,24
3509,3509,HEAL_508_003,HEAL,3,508,-0.96,Keep,0,activelayer,2,HEAL,508,3,0.5,24
3510,3510,HEAL_508_004,HEAL,4,508,-0.96,Keep,0,activelayer,2,HEAL,508,4,0.5,24
3511,3511,HEAL_508_005,HEAL,5,508,-0.96,Keep,0,activelayer,2,HEAL,508,5,0.5,24
3512,3512,HEAL_509_001,HEAL,1,509,-1.57,Keep,0,activelayer,2,HEAL,509,1,0.5,24
3513,3513,HEAL_509_002,HEAL,2,509,-1.36,Keep,0,activelayer,2,HEAL,509,2,0.5,24
3514,3514,HEAL_509_003,HEAL,3,509,-1.26,Keep,0,activelayer,2,HEAL,509,3,0.5,24
3515,3515,HEAL_509_004,HEAL,4,509,-1.66,Keep,0,activelayer,2,HEAL,509,4,0.5,24
3516,3516,HEAL_509_005,HEAL,5,509,-1.26,Keep,0,activelayer,2,HEAL,509,5,0.5,24
3517,3517,TOOL_501_001,TOOL,1,501,-0.02,Keep,0,activelayer,2,TOOL,501,1,0.5,24
3518,3518,TOOL_501_002,TOOL,2,501,-0.02,Keep,0,activelayer,2,TOOL,501,2,0.5,24
3519,3519,TOOL_501_003,TOOL,3,501,-0.02,Keep,3,activelayer,2,TOOL,501,3,0.5,24
3520,3520,TOOL_501_004,TOOL,4,501,-0.02,Keep,2,activelayer,2,TOOL,501,4,0.5,24
3521,3521,TOOL_501_005,TOOL,5,501,-0.02,Keep,1,activelayer,2,TOOL,501,5,0.5,24
3522,3522,TOOL_502_001,TOOL,1,502,-0.06,Keep,0,activelayer,2,TOOL,502,1,0.5,24
3523,3523,TOOL_502_002,TOOL,2,502,-0.06,Keep,0,activelayer,2,TOOL,502,2,0.5,24
3524,3524,TOOL_502_003,TOOL,3,502,-0.06,Keep,2,activelayer,2,TOOL,502,3,0.5,24
3525,3525,TOOL_502_004,TOOL,4,502,-0.06,Keep,0,activelayer,2,TOOL,502,4,0.5,24
3526,3526,TOOL_502_005,TOOL,5,502,-0.06,Keep,0,activelayer,2,TOOL,502,5,0.5,24
3527,3527,TOOL_503_001,TOOL,1,503,-0.16,Keep,0,activelayer,2,TOOL,503,1,0.5,24
3528,3528,TOOL_503_002,TOOL,2,503,-0.16,Keep,0,activelayer,2,TOOL,503,2,0.5,24
3529,3529,TOOL_503_003,TOOL,3,503,-0.16,Keep,0,activelayer,2,TOOL,503,3,0.5,24
3530,3530,TOOL_503_004,TOOL,4,503,-0.16,Keep,0,activelayer,2,TOOL,503,4,0.5,24
3531,3531,TOOL_504_002,TOOL,2,504,-0.26,Keep,0,activelayer,2,TOOL,504,2,0.5,24
3532,3532,TOOL_504_003,TOOL,3,504,-0.26,Exclude,NA,activelayer,2,TOOL,504,3,0.5,24
3533,3533,TOOL_504_004,TOOL,4,504,-0.26,Keep,0,activelayer,2,TOOL,504,4,0.5,24
3534,3534,TOOL_505_002,TOOL,2,505,-0.36,Keep,0,activelayer,2,TOOL,505,2,0.5,24
3535,3535,TOOL_505_003,TOOL,3,505,-0.36,Keep,0,activelayer,2,TOOL,505,3,0.5,24
3536,3536,TOOL_505_004,TOOL,4,505,-0.36,Keep,0,activelayer,2,TOOL,505,4,0.5,24
3537,3537,TOOL_506_002,TOOL,2,506,-0.46,Keep,0,activelayer,2,TOOL,506,2,0.5,24
3538,3538,TOOL_506_003,TOOL,3,506,-0.46,Keep,0,activelayer,2,TOOL,506,3,0.5,24
3539,3539,TOOL_506_004,TOOL,4,506,-0.46,Keep,0,activelayer,2,TOOL,506,4,0.5,24
3540,3540,TOOL_507_002,TOOL,2,507,-0.56,Keep,0,activelayer,2,TOOL,507,2,0.5,24
3541,3541,TOOL_507_003,TOOL,3,507,-0.56,Keep,0,activelayer,2,TOOL,507,3,0.5,24
3542,3542,TOOL_507_004,TOOL,4,507,-0.56,Keep,0,activelayer,2,TOOL,507,4,0.5,24
4992,4992,BARR_501_001,BARR,1,501,-0.02,Keep,1,activelayer,2,BARR,501,1,1,24
4993,4993,BARR_501_002,BARR,2,501,-0.02,Keep,1,activelayer,2,BARR,501,2,1,24
4994,4994,BARR_501_003,BARR,3,501,-0.01,Keep,1,activelayer,2,BARR,501,3,1,24
4995,4995,BARR_501_004,BARR,4,501,-0.02,Exclude,NA,activelayer,2,BARR,501,4,1,24
4996,4996,BARR_501_005,BARR,5,501,-0.02,Keep,1,activelayer,2,BARR,501,5,1,24
4997,4997,BARR_502_001,BARR,1,502,-0.06,Keep,2,activelayer,2,BARR,502,1,1,24
4998,4998,BARR_502_002,BARR,2,502,-0.06,Keep,1,activelayer,2,BARR,502,2,1,24
4999,4999,BARR_502_003,BARR,3,502,-0.05,Keep,2,activelayer,2,BARR,502,3,1,24
5000,5000,BARR_502_004,BARR,4,502,-0.06,Keep,1,activelayer,2,BARR,502,4,1,24
5001,5001,BARR_502_005,BARR,5,502,-0.06,Keep,1,activelayer,2,BARR,502,5,1,24
5002,5002,BARR_503_001,BARR,1,503,-0.16,Exclude,NA,activelayer,2,BARR,503,1,1,24
5003,5003,BARR_503_002,BARR,2,503,-0.16,Exclude,NA,activelayer,2,BARR,503,2,1,24
5004,5004,BARR_503_003,BARR,3,503,-0.15,Keep,0,activelayer,2,BARR,503,3,1,24
5005,5005,BARR_503_004,BARR,4,503,-0.16,Keep,0,activelayer,2,BARR,503,4,1,24
5006,5006,BARR_503_005,BARR,5,503,-0.16,Keep,1,activelayer,2,BARR,503,5,1,24
5007,5007,BARR_504_001,BARR,1,504,-0.26,Keep,0,activelayer,2,BARR,504,1,1,24
5008,5008,BARR_504_002,BARR,2,504,-0.26,Exclude,NA,activelayer,2,BARR,504,2,1,24
5009,5009,BARR_504_003,BARR,3,504,-0.25,Keep,0,activelayer,2,BARR,504,3,1,24
5010,5010,BARR_504_004,BARR,4,504,-0.26,Keep,0,activelayer,2,BARR,504,4,1,24
5011,5011,BARR_504_005,BARR,5,504,-0.26,Keep,0,activelayer,2,BARR,504,5,1,24
5012,5012,BARR_505_001,BARR,1,505,-0.36,Keep,0,activelayer,2,BARR,505,1,1,24
5013,5013,BARR_505_002,BARR,2,505,-0.36,Exclude,NA,activelayer,2,BARR,505,2,1,24
5014,5014,BARR_505_003,BARR,3,505,-0.35,Keep,0,activelayer,2,BARR,505,3,1,24
5015,5015,BARR_505_004,BARR,4,505,-0.36,Keep,0,activelayer,2,BARR,505,4,1,24
5016,5016,BARR_505_005,BARR,5,505,-0.36,Keep,0,activelayer,2,BARR,505,5,1,24
