"Mass","formula","HC","OC"
343.062221,"C11H21O8S1P1",1.91,0.73
343.0670914,"C14H16O10",1.14,0.71
343.077467,"C15H21O5S1P1",1.4,0.33
343.0783895,"C13H16O9N2",1.23,0.69
343.0823646,"C18H16O7",0.89,0.39
343.082543,"C18H16O7",0.89,0.39
343.085665,"C15H20O7S1",1.33,0.47
343.0882325,"C11H20O12",1.82,1.09
343.089104,"C12H24O7S2",2,0.58
343.091261,"C10H21O9N2P1",2.1,0.9
343.097816,"C15H24O1N2S3",1.6,0.07
343.1034648,"C15H20O9",1.33,0.6
343.1146411,"C14H20O8N2",1.43,0.57
343.1156113,"C15H24O3N2S2",1.6,0.2
343.116351,"C12H25O9P1",2.08,0.75
343.1187289,"C19H20O6",1.05,0.32
343.1217535,"C18H21O3N2P1",1.17,0.17
343.1221073,"C16H24O6S1",1.5,0.38
343.1246303,"C12H24O11",2,0.92
343.133923,"C23H20O3",0.87,0.13
343.1359115,"C11H24O10N2",2.18,0.91
343.1398808,"C16H24O8",1.5,0.5
343.1509794,"C15H24O7N2",1.6,0.47
343.1551252,"C20H24O5",1.2,0.25
343.158507,"C17H28O5S1",1.65,0.29
343.1609872,"C13H28O10",2.15,0.77
343.1762497,"C17H28O7",1.65,0.41
343.188419,"C17H32O1N2S2",1.88,0.06
343.1915458,"C21H28O4",1.33,0.19
343.212643,"C18H32O6",1.78,0.33
343.2278835,"C22H32O3",1.45,0.14
343.2490119,"C19H36O5",1.89,0.26
343.2853816,"C20H40O4",2,0.2
344.0048635,"C15H7O9N1",0.47,0.6
344.017524,"C23H7O1N1S1",0.3,0.04
344.0412218,"C16H11O8N1",0.69,0.5
344.04144,"C16H11O8N1",0.69,0.5
344.062339,"C13H15O10N1",1.15,0.77
344.0735845,"C12H15O9N3",1.25,0.75
344.077567,"C17H15O7N1",0.88,0.41
344.0986633,"C14H19O9N1",1.36,0.64
344.1021414,"C11H23O9N1S1",2.09,0.82
344.1099528,"C13H19O8N3",1.46,0.62
344.1139642,"C18H19O6N1",1.06,0.33
344.1198327,"C11H23O11N1",2.09,1
344.1350564,"C15H23O8N1",1.53,0.53
344.1463148,"C14H23O7N3",1.64,0.5
344.161643,"C18H23O4N3",1.28,0.22
344.171564,"C16H27O7N1",1.69,0.44
344.1827193,"C15H27O6N3",1.8,0.4
344.2078666,"C17H31O6N1",1.82,0.35
344.2191121,"C16H31O5N3",1.94,0.31
344.2442684,"C18H35O5N1",1.94,0.28
344.280651,"C19H39O4N1",2.05,0.21
344.942724,"C8H12O7S2P2",1.5,0.88
344.979098,"C9H16O6S2P2",1.78,0.67
344.9863567,"C19H6O5S1",0.32,0.26
344.9888143,"C15H6O10",0.4,0.67
345.007166,"C18H7O4N2P1",0.39,0.22
345.0100045,"C12H10O12",0.83,1
345.0252283,"C16H10O9",0.62,0.56
345.0434623,"C19H11O3N2P1",0.58,0.16
345.0463389,"C13H14O11",1.08,0.85
345.046795,"C16H15O3N2S1P1",0.94,0.19
345.0591708,"C10H19O11P1",1.9,1.1
345.0615998,"C17H14O8",0.82,0.47
345.064983,"C14H18O8S1",1.29,0.57
345.0728943,"C16H14O7N2",0.88,0.44
345.077159,"C14H22O2N2S3",1.57,0.14
345.0827537,"C14H18O10",1.29,0.71
345.089078,"C10H23O7N2S1P1",2.3,0.7
345.089728,"C18H19O5P1",1.06,0.28
345.0940122,"C13H18O9N2",1.38,0.69
345.0979874,"C18H18O7",1,0.39
345.102249,"C16H26O2S3",1.62,0.12
345.1038393,"C11H22O12",2,1.09
345.1191028,"C15H22O9",1.47,0.6
345.1303638,"C14H22O8N2",1.57,0.57
345.1343972,"C19H22O6",1.16,0.32
345.137256,"C18H23O3N2P1",1.28,0.17
345.137816,"C16H26O6S1",1.62,0.38
345.1402568,"C12H26O11",2.17,0.92
345.1555191,"C16H26O8",1.62,0.5
345.166668,"C15H26O7N2",1.73,0.47
345.1707426,"C20H26O5",1.3,0.25
345.1919169,"C17H30O7",1.76,0.41
345.2071662,"C21H30O4",1.43,0.19
345.210482,"C18H34O4S1",1.89,0.22
345.2282683,"C18H34O6",1.89,0.33
345.2435905,"C22H34O3",1.55,0.14
345.2646724,"C19H38O5",2,0.26
345.94201,"C13H5O3N3S3",0.38,0.23
346.01489,"C15H13O1N3S3",0.87,0.07
346.020457,"C15H9O9N1",0.6,0.6
346.020712,"C15H9O9N1",0.6,0.6
346.025777,"C21H5O3N3",0.24,0.14
346.032643,"C15H13O3N3S2",0.87,0.2
346.0332568,"C23H9O1N1S1",0.39,0.04
346.0416,"C12H13O11N1",1.08,0.92
346.05093,"C23H9O3N1",0.39,0.13
346.0568417,"C16H13O8N1",0.81,0.5
346.057048,"C16H13O8N1",0.81,0.5
346.077947,"C13H17O10N1",1.31,0.77
346.089099,"C12H17O9N3",1.42,0.75
346.090048,"C13H21O4N3S2",1.62,0.31
346.093377,"C17H17O7N1",1,0.41
346.093907,"C9H23O7N3P2",2.56,0.78
346.1143142,"C14H21O9N1",1.5,0.64
346.1177313,"C11H25O9N1S1",2.27,0.82
346.1256318,"C13H21O8N3",1.62,0.62
346.1295753,"C18H21O6N1",1.17,0.33
346.150777,"C15H25O8N1",1.67,0.53
346.1619576,"C14H25O7N3",1.79,0.5
346.181272,"C23H25O2N1",1.09,0.09
346.1871099,"C16H29O7N1",1.81,0.44
346.2235116,"C17H33O6N1",1.94,0.35
346.259811,"C18H37O5N1",2.06,0.28
346.2962087,"C19H41O4N1",2.16,0.21
347.0020064,"C19H8O5S1",0.42,0.26
347.0022318,"C12H16O2N2S4",1.33,0.17
347.0044631,"C15H8O10",0.53,0.67
347.0047043,"C15H8O10",0.53,0.67
347.0196928,"C19H8O7",0.42,0.37
347.019923,"C12H16O4N2S3",1.33,0.33
347.0226434,"C18H9O4N2P1",0.5,0.22
347.025568,"C12H12O12",1,1
347.0384213,"C20H12O4S1",0.6,0.2
347.038619,"C20H12O4S1",0.6,0.2
347.0408538,"C16H12O9",0.75,0.56
347.041136,"C16H12O9",0.75,0.56
347.051193,"C17H17O4S1P1",1,0.24
347.0521081,"C15H12O8N2",0.8,0.53
347.0561795,"C20H12O6",0.6,0.3
347.058919,"C19H13O3N2P1",0.68,0.16
347.059121,"C19H13O3N2P1",0.68,0.16
347.059567,"C17H16O6S1",0.94,0.35
347.0620184,"C13H16O11",1.23,0.85
347.0749496,"C10H21O11P1",2.1,1.1
347.0772484,"C17H16O8",0.94,0.47
347.077489,"C17H16O8",0.94,0.47
347.080519,"C14H20O8S1",1.43,0.57
347.0885631,"C16H16O7N2",1,0.44
347.09093,"C15H25O3S2P1",1.67,0.2
347.0959723,"C18H20O5S1",1.11,0.28
347.0983749,"C14H20O10",1.43,0.71
347.1096072,"C13H20O9N2",1.54,0.69
347.1113537,"C11H25O10P1",2.27,0.91
347.1136551,"C18H20O7",1.11,0.39
347.11707,"C15H24O7S1",1.6,0.47
347.1195247,"C11H24O12",2.18,1.09
347.1249583,"C17H20O6N2",1.18,0.35
347.1288488,"C22H20O4",0.91,0.18
347.1347877,"C15H24O9",1.6,0.6
347.1460115,"C14H24O8N2",1.71,0.57
347.147565,"C23H24O1S1",1.04,0.04
347.1500107,"C19H24O6",1.26,0.32
347.153066,"C18H25O3N2P1",1.39,0.17
347.1711753,"C16H28O8",1.75,0.5
347.1864373,"C20H28O5",1.4,0.25
347.2075201,"C17H32O7",1.88,0.41
347.222783,"C21H32O4",1.52,0.19
347.2439686,"C18H36O6",2,0.33
347.2592224,"C22H36O3",1.64,0.14
347.27216,"C19H41O3P1",2.16,0.16
347.2802692,"C19H40O5",2.11,0.26
347.29561,"C23H40O2",1.74,0.09
348.012584,"C11H12O10N1P1",1.09,0.91
348.0303357,"C22H7O4N1",0.32,0.18
348.0361116,"C15H11O9N1",0.73,0.6
348.036339,"C15H11O9N1",0.73,0.6
348.054906,"C9H23O3N3S4",2.56,0.33
348.072511,"C16H15O8N1",0.94,0.5
348.0728085,"C16H15O8N1",0.94,0.5
348.073369,"C17H19O3N1S2",1.12,0.18
348.09361,"C13H19O10N1",1.46,0.77
348.096949,"C10H23O10N1S1",2.3,1
348.1048578,"C12H19O9N3",1.58,0.75
348.1088768,"C17H19O7N1",1.12,0.41
348.12749,"C18H23O4N1S1",1.28,0.22
348.1300016,"C14H23O9N1",1.64,0.64
348.1412157,"C13H23O8N3",1.77,0.62
348.1452627,"C18H23O6N1",1.28,0.33
348.1598235,"C14H27O5N3S1",1.93,0.36
348.166391,"C15H27O8N1",1.8,0.53
348.1929065,"C18H27O4N3",1.5,0.22
348.2027923,"C16H31O7N1",1.94,0.44
348.999568,"C10H12O8N2P2",1.2,0.8
349.017801,"C12H18O2N2S4",1.5,0.17
349.0201216,"C15H10O10",0.67,0.67
349.027824,"C10H22O5S4",2.2,0.5
349.0353958,"C19H10O7",0.53,0.37
349.0356124,"C19H10O7",0.53,0.37
349.038122,"C18H11O4N2P1",0.61,0.22
349.038375,"C18H11O4N2P1",0.61,0.22
349.041243,"C12H14O12",1.17,1
349.053971,"C20H14O4S1",0.7,0.2
349.056487,"C16H14O9",0.88,0.56
349.05673,"C16H14O9",0.88,0.56
349.0677679,"C15H14O8N2",0.93,0.53
349.0717913,"C20H14O6",0.7,0.3
349.0776631,"C13H18O11",1.38,0.85
349.0905609,"C10H23O11P1",2.3,1.1
349.0929057,"C17H18O8",1.06,0.47
349.1041771,"C16H18O7N2",1.12,0.44
349.1058035,"C14H23O8P1",1.64,0.57
349.1140001,"C14H22O10",1.57,0.71
349.124507,"C15H27O5S1P1",1.8,0.33
349.1292831,"C18H22O7",1.22,0.39
349.140437,"C17H22O6N2",1.29,0.35
349.1504568,"C15H26O9",1.73,0.6
349.1616433,"C14H26O8N2",1.86,0.57
349.1656682,"C19H26O6",1.37,0.32
349.1809021,"C23H26O3",1.13,0.13
349.1868063,"C16H30O8",1.88,0.5
349.2020825,"C20H30O5",1.5,0.25
349.20547,"C17H34O5S1",2,0.29
349.2384118,"C21H34O4",1.62,0.19
349.241796,"C18H38O4S1",2.11,0.22
349.2748934,"C22H38O3",1.73,0.14
349.311248,"C23H42O2",1.83,0.09
349.92564,"C13H5O5N1S3",0.38,0.38
350.001854,"C12H17O3N1S4",1.42,0.25
350.0153459,"C14H9O10N1",0.64,0.71
350.028144,"C22H9O2N1S1",0.41,0.09
350.030592,"C18H9O7N1",0.5,0.39
350.045845,"C22H9O4N1",0.41,0.18
350.0461173,"C15H17O1N3S3",1.13,0.07
350.0517945,"C15H13O9N1",0.87,0.6
350.06457,"C23H13O1N1S1",0.57,0.04
350.066957,"C19H13O6N1",0.68,0.32
350.072874,"C12H17O11N1",1.42,0.92
350.0881623,"C16H17O8N1",1.06,0.5
350.0994682,"C15H17O7N3",1.13,0.47
350.106855,"C17H21O5N1S1",1.24,0.29
350.12051,"C12H21O9N3",1.75,0.75
350.1245947,"C17H21O7N1",1.24,0.41
350.1357935,"C16H21O6N3",1.31,0.38
350.137315,"C14H26O7N1P1",1.86,0.5
350.1455797,"C14H25O9N1",1.79,0.64
350.156093,"C15H30O4N1S1P1",2,0.27
350.1721581,"C17H25O5N3",1.47,0.29
350.942639,"C17H4O5S2",0.24,0.29
350.9993751,"C14H8O11",0.57,0.79
351.006914,"C9H20O6S4",2.22,0.67
351.0122305,"C11H13O11P1",1.18,1
351.0146979,"C18H8O8",0.44,0.44
351.0149295,"C11H16O5N2S3",1.45,0.45
351.017729,"C17H9O5N2P1",0.53,0.29
351.018063,"C15H12O8S1",0.8,0.53
351.020558,"C11H12O13",1.09,1.18
351.0333692,"C19H12O5S1",0.63,0.26
351.0357729,"C15H12O10",0.8,0.67
351.0470367,"C14H12O9N2",0.86,0.64
351.0510376,"C19H12O7",0.63,0.37
351.0512615,"C19H12O7",0.63,0.37
351.0568984,"C12H16O12",1.33,1
351.0697694,"C20H16O4S1",0.8,0.2
351.0721734,"C16H16O9",1,0.56
351.075446,"C13H20O9S1",1.54,0.69
351.0834476,"C15H16O8N2",1.07,0.53
351.085034,"C13H21O9P1",1.62,0.69
351.0874326,"C20H16O6",0.8,0.3
351.0933201,"C13H20O11",1.54,0.85
351.103692,"C14H25O6S1P1",1.79,0.43
351.104591,"C12H20O10N2",1.67,0.83
351.1085294,"C17H20O8",1.18,0.47
351.1116243,"C16H21O5N2P1",1.31,0.31
351.1197937,"C16H20O7N2",1.25,0.44
351.1214085,"C14H25O8P1",1.79,0.57
351.123994,"C21H20O5",0.95,0.24
351.129695,"C14H24O10",1.71,0.71
351.1400885,"C15H29O5S1P1",1.93,0.33
351.1409426,"C13H24O9N2",1.85,0.69
351.1449478,"C18H24O7",1.33,0.39
351.15791,"C15H29O7P1",1.93,0.47
351.1601641,"C22H24O4",1.09,0.18
351.1660827,"C15H28O9",1.87,0.6
351.1773453,"C14H28O8N2",2,0.57
351.1812963,"C19H28O6",1.47,0.32
351.184639,"C16H32O6S1",2,0.38
351.1965765,"C23H28O3",1.22,0.13
351.2024565,"C16H32O8",2,0.5
351.2177277,"C20H32O5",1.6,0.25
351.221074,"C17H36O5S1",2.12,0.29
351.2540254,"C21H36O4",1.71,0.19
351.2905089,"C22H40O3",1.82,0.14
351.3269062,"C23H44O2",1.91,0.09
352.0254244,"C14H15O2N3S3",1.07,0.14
352.0310057,"C14H11O10N1",0.79,0.71
352.0463282,"C18H11O7N1",0.61,0.39
352.0674121,"C15H15O9N1",1,0.6
352.07868,"C14H15O8N3",1.07,0.57
352.080151,"C23H15O1N1S1",0.65,0.04
352.1037817,"C16H19O8N1",1.19,0.5
352.1249614,"C13H23O10N1",1.77,0.77
352.135391,"C14H28O5N1S1P1",2,0.36
352.136192,"C12H23O9N3",1.92,0.75
352.1401702,"C17H23O7N1",1.35,0.41
352.1514879,"C16H23O6N3",1.44,0.38
352.176638,"C18H27O6N1",1.5,0.33
352.2242136,"C18H31O4N3",1.72,0.22
352.9917,"C14H14O1N2S4",1,0.07
352.993971,"C17H6O9",0.35,0.53
353.003607,"C10H15O6N2S2P1",1.5,0.6
353.0127203,"C18H10O6S1",0.56,0.33
353.0150407,"C14H10O11",0.71,0.79
353.015325,"C14H10O11",0.71,0.79
353.0303052,"C18H10O8",0.56,0.44
353.0305187,"C18H10O8",0.56,0.44
353.030929,"C10H16O8N2P2",1.6,0.8
353.0333108,"C17H11O5N2P1",0.65,0.29
353.036177,"C11H14O13",1.27,1.18
353.040085,"C11H19O5N2S2P1",1.73,0.45
353.0405883,"C19H15O3S1P1",0.79,0.16
353.048977,"C19H14O5S1",0.74,0.26
353.0514591,"C15H14O10",0.93,0.67
353.062661,"C14H14O9N2",1,0.64
353.0667074,"C19H14O7",0.74,0.37
353.069634,"C18H15O4N2P1",0.83,0.22
353.0725777,"C12H18O12",1.5,1
353.085282,"C20H18O4S1",0.9,0.2
353.085525,"C13H26O1N2S4",2,0.08
353.0878098,"C16H18O9",1.12,0.56
353.0990685,"C15H18O8N2",1.2,0.53
353.1030948,"C20H18O6",0.9,0.3
353.1089308,"C13H22O11",1.69,0.85
353.119345,"C14H27O6S1P1",1.93,0.43
353.1202273,"C12H22O10N2",1.83,0.83
353.1242215,"C17H22O8",1.29,0.47
353.127224,"C14H26O8S1",1.86,0.57
353.127483,"C14H26O8S1",1.86,0.57
353.1397405,"C21H22O5",1.05,0.24
353.142759,"C18H26O5S1",1.44,0.28
353.1453495,"C14H26O10",1.86,0.71
353.1565361,"C13H26O9N2",2,0.69
353.160563,"C18H26O7",1.44,0.39
353.1758344,"C22H26O4",1.18,0.18
353.1792307,"C19H30O4S1",1.58,0.21
353.1817252,"C15H30O9",2,0.6
353.1929213,"C14H30O8N2",2.14,0.57
353.1969777,"C19H30O6",1.58,0.32
353.2003219,"C16H34O6S1",2.12,0.38
353.209914,"C16H35O6P1",2.19,0.38
353.2122053,"C23H30O3",1.3,0.13
353.2155795,"C20H34O3S1",1.7,0.15
353.2180493,"C16H34O8",2.12,0.5
353.233326,"C20H34O5",1.7,0.25
353.2486416,"C24H34O2",1.42,0.08
353.2697347,"C21H38O4",1.81,0.19
353.3061179,"C22H42O3",1.91,0.14
353.3425076,"C23H46O2",2,0.09
353.986808,"C13H13O1N3S4",1,0.08
354.022938,"C21H9O3N1S1",0.43,0.14
354.0254735,"C17H9O8N1",0.53,0.47
354.03095,"C23H5O2N3",0.22,0.09
354.0466657,"C14H13O10N1",0.93,0.71
354.0620004,"C18H13O7N1",0.72,0.39
354.0830811,"C15H17O9N1",1.13,0.6
354.094326,"C14H17O8N3",1.21,0.57
354.1041808,"C12H21O11N1",1.75,0.92
354.114607,"C13H26O6N1S1P1",2,0.46
354.1194255,"C16H21O8N1",1.31,0.5
354.140594,"C13H25O10N1",1.92,0.77
354.1517911,"C12H25O9N3",2.08,0.75
354.1558628,"C17H25O7N1",1.47,0.41
354.1671,"C16H25O6N3",1.56,0.38
354.176936,"C14H29O9N1",2.07,0.64
354.1897495,"C22H29O1N1S1",1.32,0.05
354.192307,"C18H29O6N1",1.61,0.33
354.218791,"C21H29O2N3",1.38,0.1
354.301457,"C21H41O3N1",1.95,0.14
354.337852,"C22H45O2N1",2.05,0.09
354.994305,"C13H8O12",0.62,0.92
355.0070888,"C21H8O4S1",0.38,0.19
355.0095571,"C17H8O9",0.47,0.53
355.0098495,"C17H8O9",0.47,0.53
355.0306697,"C14H12O11",0.86,0.79
355.03241,"C16H20O1S4",1.25,0.06
355.0411352,"C15H17O6S1P1",1.13,0.4
355.043584,"C11H17O11P1",1.55,1
355.0459308,"C18H12O8",0.67,0.44
355.046127,"C18H12O8",0.67,0.44
355.051901,"C11H16O13",1.45,1.18
355.0670935,"C15H16O10",1.07,0.67
355.0783371,"C14H16O9N2",1.14,0.64
355.082362,"C19H16O7",0.84,0.37
355.082568,"C19H16O7",0.84,0.37
355.0882225,"C12H20O12",1.67,1
355.095201,"C16H21O7P1",1.31,0.44
355.1034562,"C16H20O9",1.25,0.56
355.113842,"C17H25O4S1P1",1.47,0.24
355.1146765,"C15H20O8N2",1.33,0.53
355.1187209,"C20H20O6",1,0.3
355.1189257,"C20H20O6",1,0.3
355.122019,"C17H24O6S1",1.41,0.35
355.1245922,"C13H24O11",1.85,0.85
355.1359048,"C12H24O10N2",2,0.83
355.1398843,"C17H24O8",1.41,0.47
355.151123,"C16H24O7N2",1.5,0.44
355.15535,"C21H24O5",1.14,0.24
355.158458,"C18H28O5S1",1.56,0.28
355.1610027,"C14H28O10",2,0.71
355.1722745,"C13H28O9N2",2.15,0.69
355.1762261,"C18H28O7",1.56,0.39
355.191566,"C22H28O4",1.27,0.18
355.1948933,"C19H32O4S1",1.68,0.21
355.197403,"C15H32O9",2.13,0.6
355.2126391,"C19H32O6",1.68,0.32
355.2279,"C23H32O3",1.39,0.13
355.2489901,"C20H36O5",1.8,0.25
355.2603,"C19H36O4N2",1.89,0.21
355.264263,"C24H36O2",1.5,0.08
355.2853904,"C21H40O4",1.9,0.19
355.2965717,"C20H40O3N2",2,0.15
355.3217402,"C22H44O3",2,0.14
356.004707,"C16H7O9N1",0.44,0.56
356.0175528,"C24H7O1N1S1",0.29,0.04
356.0312717,"C19H7O5N3",0.37,0.26
356.041208,"C17H11O8N1",0.65,0.47
356.0414367,"C17H11O8N1",0.65,0.47
356.045835,"C14H17O6N1P2",1.21,0.43
356.049151,"C11H21O6N1S1P2",1.91,0.55
356.0622899,"C14H15O10N1",1.07,0.71
356.077579,"C18H15O7N1",0.83,0.39
356.0777943,"C18H15O7N1",0.83,0.39
356.0987742,"C15H19O9N1",1.27,0.6
356.1099424,"C14H19O8N3",1.36,0.57
356.1138887,"C19H19O6N1",1,0.32
356.1198893,"C12H23O11N1",1.92,0.92
356.134995,"C16H23O8N1",1.44,0.5
356.1462983,"C15H23O7N3",1.53,0.47
356.1562403,"C13H27O10N1",2.08,0.77
356.1674735,"C12H27O9N3",2.25,0.75
356.1714763,"C17H27O7N1",1.59,0.41
356.1827256,"C16H27O6N3",1.69,0.38
356.2078362,"C18H31O6N1",1.72,0.33
356.2442413,"C19H35O5N1",1.84,0.26
356.280584,"C20H39O4N1",1.95,0.2
356.9863993,"C20H6O5S1",0.3,0.25
356.9888138,"C16H6O10",0.38,0.62
357.0099829,"C13H10O12",0.77,0.92
357.0228026,"C10H15O12P1",1.5,1.2
357.0251932,"C17H10O9",0.59,0.53
357.03549,"C18H15O4S1P1",0.83,0.22
357.036493,"C16H10O8N2",0.62,0.5
357.043984,"C11H22O3N2S4",2,0.27
357.04632,"C14H14O11",1,0.79
357.0576685,"C13H14O10N2",1.08,0.77
357.059147,"C22H14O3S1",0.64,0.14
357.0616037,"C18H14O8",0.78,0.44
357.061808,"C11H22O5N2S3",2,0.45
357.0675087,"C11H18O13",1.64,1.18
357.072798,"C17H14O7N2",0.82,0.41
357.077937,"C12H23O8S1P1",1.92,0.67
357.082722,"C15H18O10",1.2,0.67
357.085996,"C12H22O10S1",1.83,0.83
357.0939009,"C14H18O9N2",1.29,0.64
357.095664,"C12H23O10P1",1.92,0.83
357.0979556,"C19H18O7",0.95,0.37
357.0981617,"C19H18O7",0.95,0.37
357.1038247,"C12H22O12",1.83,1
357.106709,"C22H18O1N2S1",0.82,0.05
357.1191134,"C16H22O9",1.38,0.56
357.1303551,"C15H22O8N2",1.47,0.53
357.132045,"C13H27O9P1",2.08,0.69
357.1343983,"C20H22O6",1.1,0.3
357.137684,"C17H26O6S1",1.53,0.35
357.1402561,"C13H26O11",2,0.85
357.140757,"C16H27O3N2S1P1",1.69,0.19
357.1411402,"C14H30O6S2",2.14,0.43
357.151445,"C12H26O10N2",2.17,0.83
357.1554972,"C17H26O8",1.53,0.47
357.1740404,"C18H30O5S1",1.67,0.28
357.1765522,"C14H30O10",2.14,0.71
357.1918907,"C18H30O7",1.67,0.39
357.207166,"C22H30O4",1.36,0.18
357.2282719,"C19H34O6",1.79,0.32
357.2434944,"C23H34O3",1.48,0.13
357.2646808,"C20H38O5",1.9,0.25
357.2800044,"C24H38O2",1.58,0.08
357.3010409,"C21H42O4",2,0.19
358.0147357,"C16H13O1N3S3",0.81,0.06
358.0204306,"C16H9O9N1",0.56,0.56
358.0206685,"C9H17O6N3S3",1.89,0.67
358.032562,"C16H13O3N3S2",0.81,0.19
358.033296,"C13H14O9N1P1",1.08,0.69
358.041656,"C13H13O11N1",1,0.85
358.051004,"C24H9O3N1",0.38,0.12
358.0568586,"C17H13O8N1",0.76,0.47
358.0570983,"C17H13O8N1",0.76,0.47
358.0779821,"C14H17O10N1",1.21,0.71
358.0932059,"C18H17O7N1",0.94,0.39
358.1143874,"C15H21O9N1",1.4,0.6
358.1256019,"C14H21O8N3",1.5,0.57
358.1296475,"C19H21O6N1",1.11,0.32
358.1507977,"C16H25O8N1",1.56,0.5
358.1619662,"C15H25O7N3",1.67,0.47
358.1870805,"C17H29O7N1",1.71,0.41
358.1983842,"C16H29O6N3",1.81,0.38
358.21758,"C25H29O1N1",1.16,0.04
358.2235103,"C18H33O6N1",1.83,0.33
358.2598753,"C19H37O5N1",1.95,0.26
358.2962345,"C20H41O4N1",2.05,0.2
358.879323,"C15H4O1S5",0.27,0.07
358.9719893,"C15H9O3N2S2P1",0.6,0.2
358.9722628,"C13H12O6S3",0.92,0.46
359.0020451,"C20H8O5S1",0.4,0.25
359.0044478,"C16H8O10",0.5,0.62
359.0227098,"C19H9O4N2P1",0.47,0.21
359.0256256,"C13H12O12",0.92,0.92
359.03851,"C10H17O12P1",1.7,1.2
359.0408814,"C17H12O9",0.71,0.53
359.0619937,"C14H16O11",1.14,0.79
359.0732813,"C13H16O10N2",1.23,0.77
359.0749264,"C11H21O11P1",1.91,1
359.0772589,"C18H16O8",0.89,0.44
359.077467,"C18H16O8",0.89,0.44
359.083124,"C11H20O13",1.82,1.18
359.0884317,"C17H16O7N2",0.94,0.41
359.0925553,"C22H16O5",0.73,0.23
359.092737,"C22H16O5",0.73,0.23
359.096051,"C12H28O2N2S4",2.33,0.17
359.0984113,"C15H20O10",1.33,0.67
359.109646,"C14H20O9N2",1.43,0.64
359.1136512,"C19H20O7",1.05,0.37
359.1166602,"C18H21O4N2P1",1.17,0.22
359.1169835,"C16H24O7S1",1.5,0.44
359.1195068,"C12H24O12",2,1
359.124966,"C18H20O6N2",1.11,0.33
359.1347617,"C16H24O9",1.5,0.56
359.147635,"C13H29O9P1",2.23,0.69
359.1500194,"C20H24O6",1.2,0.3
359.153345,"C17H28O6S1",1.65,0.35
359.171171,"C17H28O8",1.65,0.47
359.1863992,"C21H28O5",1.33,0.24
359.2075041,"C18H32O7",1.78,0.39
359.2227727,"C22H32O4",1.45,0.18
359.2439282,"C19H36O6",1.89,0.32
359.2591882,"C23H36O3",1.57,0.13
359.2803022,"C20H40O5",2,0.25
359.9315,"C10H5O10N1P2",0.5,1
359.988985,"C19H8O3N1S1P1",0.42,0.16
360.010906,"C14H7O9N3",0.5,0.64
360.012393,"C23H7O2N1S1",0.3,0.09
360.0305017,"C16H15O1N3S3",0.94,0.06
360.0338265,"C13H19O1N3S4",1.46,0.08
360.0360902,"C16H11O9N1",0.69,0.56
360.0363043,"C16H11O9N1",0.69,0.56
360.0488665,"C24H11O1N1S1",0.46,0.04
360.0572182,"C13H15O11N1",1.15,0.85
360.061851,"C10H21O9N1P2",2.1,0.9
360.062371,"C12H27O1N1S5",2.25,0.08
360.0724711,"C17H15O8N1",0.88,0.47
360.0726745,"C17H15O8N1",0.88,0.47
360.083709,"C16H15O7N3",0.94,0.44
360.090542,"C10H23O7N3S2",2.3,0.7
360.0936508,"C14H19O10N1",1.36,0.71
360.104755,"C13H19O9N3",1.46,0.69
360.104959,"C13H19O9N3",1.46,0.69
360.1089156,"C18H19O7N1",1.06,0.39
360.121663,"C15H24O7N1P1",1.6,0.47
360.1299574,"C15H23O9N1",1.53,0.6
360.13629,"C11H28O6N3S1P1",2.55,0.55
360.1412513,"C14H23O8N3",1.64,0.57
360.1452735,"C19H23O6N1",1.21,0.32
360.166384,"C16H27O8N1",1.69,0.5
360.1776529,"C15H27O7N3",1.8,0.47
360.2391806,"C18H35O6N1",1.94,0.33
360.898259,"C12H10O1S6",0.83,0.08
360.948404,"C8H14O4N2S5",1.75,0.5
360.952019,"C11H8O10P2",0.73,0.91
360.9785375,"C14H8O6N2P2",0.57,0.43
360.983655,"C15H6O11",0.4,0.73
360.983841,"C15H6O11",0.4,0.73
360.987613,"C15H11O3N2S2P1",0.73,0.2
361.0048885,"C12H10O13",0.83,1.08
361.0177584,"C20H10O5S1",0.5,0.25
361.0201002,"C16H10O10",0.62,0.62
361.0203347,"C16H10O10",0.62,0.62
361.024765,"C13H16O8P2",1.23,0.62
361.030613,"C17H15O5S1P1",0.88,0.29
361.0313305,"C15H10O9N2",0.67,0.6
361.035549,"C13H18O4N2S3",1.38,0.31
361.038108,"C9H18O9N2S2",2,1
361.0384583,"C19H11O4N2P1",0.58,0.21
361.0412468,"C13H14O12",1.08,0.92
361.051549,"C14H19O7S1P1",1.36,0.5
361.0541097,"C10H19O12P1",1.9,1.2
361.0564935,"C17H14O9",0.82,0.53
361.05678,"C17H14O9",0.82,0.53
361.0676953,"C16H14O8N2",0.88,0.5
361.0717049,"C21H14O6",0.67,0.29
361.071928,"C21H14O6",0.67,0.29
361.0775915,"C14H18O11",1.29,0.79
361.0888017,"C13H18O10N2",1.38,0.77
361.0928959,"C18H18O8",1,0.44
361.0962748,"C15H22O8S1",1.47,0.53
361.098784,"C11H22O13",2,1.18
361.104082,"C17H18O7N2",1.06,0.41
361.1140367,"C15H22O10",1.47,0.67
361.1253276,"C14H22O9N2",1.57,0.64
361.126134,"C15H26O4N2S2",1.73,0.27
361.12683,"C23H22O2S1",0.96,0.09
361.1292646,"C19H22O7",1.16,0.37
