"Mass","formula","HC","OC"
581.114778,"C25H26O16",1.04,0.64
581.115174,"C25H26O16",1.04,0.64
581.151304,"C26H30O15",1.15,0.58
581.15432,"C23H34O15S1",1.48,0.65
581.1875867,"C27H34O14",1.26,0.52
581.187917,"C30H35O6N2S1P1",1.17,0.2
581.2238014,"C28H38O13",1.36,0.46
581.22429,"C28H38O13",1.36,0.46
581.224631,"C20H44O13N2P2",2.2,0.65
581.2597423,"C42H34O1N2",0.81,0.02
581.2602072,"C29H42O12",1.45,0.41
581.261034,"C21H48O12N2P2",2.29,0.57
581.275987,"C26H50O6N2S3",1.92,0.23
581.27887,"C30H46O9S1",1.53,0.3
581.2968429,"C30H46O11",1.53,0.37
581.29748,"C31H50O6S2",1.61,0.19
581.3151318,"C31H50O8S1",1.61,0.26
581.315496,"C31H50O8S1",1.61,0.26
581.33327,"C31H50O10",1.61,0.32
581.351222,"C34H51O4N2P1",1.5,0.12
581.369676,"C32H54O9",1.69,0.28
581.4573626,"C38H62O4",1.63,0.11
581.514953,"C36H70O5",1.94,0.14
582.142252,"C20H29O17N3",1.45,0.85
582.226287,"C31H38O8N1P1",1.23,0.26
582.227402,"C21H47O11N1S1P2",2.24,0.52
582.242548,"C25H47O8N1S1P2",1.88,0.32
582.437487,"C33H61O7N1",1.85,0.21
582.5466547,"C36H73O4N1",2.03,0.11
582.808087,"C15H4O15S5",0.27,1
583.021268,"C22H16O19",0.73,0.86
583.0363983,"C26H16O16",0.62,0.62
583.0582283,"C26H21O10N2S1P1",0.81,0.38
583.0730132,"C27H20O15",0.74,0.56
583.094558,"C25H28O12S2",1.12,0.48
583.1092745,"C28H24O14",0.86,0.5
583.109981,"C31H25O6N2S1P1",0.81,0.19
583.112835,"C25H28O14S1",1.12,0.56
583.127182,"C21H32O13N2S2",1.52,0.62
583.1280731,"C18H33O19P1",1.83,1.06
583.1669293,"C26H32O15",1.23,0.58
583.182498,"C33H33O4N2S1P1",1,0.12
583.184118,"C18H36O19N2",2,1.06
583.2032725,"C27H36O14",1.33,0.52
583.221285,"C20H44O13N2S2",2.2,0.65
583.223749,"C37H32O5N2",0.86,0.14
583.224303,"C24H40O16",1.67,0.67
583.239023,"C20H44O15N2S1",2.2,0.75
583.2395366,"C28H40O13",1.43,0.46
583.2399415,"C28H40O13",1.43,0.46
583.288821,"C26H49O12P1",1.88,0.46
583.292069,"C34H48O4S2",1.41,0.12
583.294406,"C30H48O9S1",1.6,0.3
583.3307433,"C33H49O5N2P1",1.48,0.15
583.334367,"C28H56O8S2",2,0.29
583.3488855,"C31H52O10",1.68,0.32
583.362641,"C29H61O5S2P1",2.1,0.17
583.364097,"C35H52O7",1.49,0.2
583.385173,"C32H56O9",1.75,0.28
583.421595,"C33H60O8",1.82,0.24
583.457962,"C34H64O7",1.88,0.21
583.4731885,"C38H64O4",1.68,0.11
584.126836,"C35H24O6N1P1",0.69,0.17
584.242693,"C32H44O3N1S2P1",1.38,0.09
584.416734,"C32H59O8N1",1.84,0.25
584.525929,"C35H71O5N1",2.03,0.14
585.0522795,"C26H18O16",0.69,0.62
585.053178,"C27H22O11S2",0.81,0.41
585.0732645,"C23H22O18",0.96,0.78
585.073701,"C23H22O18",0.96,0.78
585.0884962,"C27H22O15",0.81,0.56
585.0891495,"C30H23O7N2S1P1",0.77,0.23
585.109844,"C24H26O17",1.08,0.71
585.110326,"C27H27O9N2S1P1",1,0.33
585.124997,"C28H26O14",0.93,0.5
585.1457015,"C38H22O5N2",0.58,0.13
585.146306,"C25H30O16",1.2,0.64
585.146665,"C28H31O8N2S1P1",1.11,0.29
585.161545,"C29H30O13",1.03,0.45
585.1621115,"C30H34O8S2",1.13,0.27
585.164683,"C26H34O13S1",1.31,0.5
585.182564,"C26H34O15",1.31,0.58
585.18297,"C29H35O7N2S1P1",1.21,0.24
585.197626,"C30H34O12",1.13,0.4
585.198014,"C30H34O12",1.13,0.4
585.198307,"C33H35O4N2S1P1",1.06,0.12
585.218276,"C19H42O16N2S1",2.21,0.84
585.2188661,"C27H38O14",1.41,0.52
585.219574,"C28H42O9S2",1.5,0.32
585.234212,"C31H38O11",1.23,0.35
585.240517,"C27H43O8N2S1P1",1.59,0.3
585.2552242,"C28H42O13",1.5,0.46
585.2557887,"C31H43O5N2S1P1",1.39,0.16
585.2703525,"C32H42O10",1.31,0.31
585.2708632,"C24H48O10N2P2",2,0.42
585.2918254,"C29H46O12",1.59,0.41
585.304273,"C37H46O4S1",1.24,0.11
585.306771,"C33H46O9",1.39,0.27
585.328536,"C33H51O3N2S1P1",1.55,0.09
585.342759,"C26H54O10N2S1",2.08,0.38
585.3645508,"C31H54O10",1.74,0.32
585.37907,"C27H58O9N2S1",2.15,0.33
585.3795275,"C35H54O7",1.54,0.2
585.4009087,"C32H58O9",1.81,0.28
585.50988,"C35H70O6",2,0.17
586.047398,"C25H17O16N1",0.68,0.64
586.15669,"C28H29O13N1",1.04,0.46
586.173576,"C20H33O17N3",1.65,0.85
586.4509915,"C33H65O5N1S1",1.97,0.15
586.4604346,"C33H66O5N1P1",2,0.15
587.031717,"C18H24O14N2S3",1.33,0.78
587.067235,"C18H24O18N2S1",1.33,1
587.0677573,"C26H20O16",0.77,0.62
587.068449,"C29H21O8N2S1P1",0.72,0.28
587.089451,"C26H25O10N2S1P1",0.96,0.38
587.104116,"C27H24O15",0.89,0.56
587.104815,"C30H25O7N2S1P1",0.83,0.23
587.123096,"C17H33O20P1",1.94,1.18
587.15931,"C18H37O19P1",2.06,1.06
587.17586,"C33H34O6P2",1.03,0.18
587.1763268,"C42H24O2N2",0.57,0.05
587.1774467,"C32H33O5N2S1P1",1.03,0.16
587.177796,"C30H36O8S2",1.2,0.27
587.186402,"C19H40O18S1",2.11,0.95
587.198556,"C29H37O7N2S1P1",1.28,0.24
587.212872,"C43H28O1N2",0.65,0.02
587.2134216,"C30H36O12",1.2,0.4
587.2140015,"C33H37O4N2S1P1",1.12,0.12
587.2346162,"C27H40O14",1.48,0.52
587.234975,"C30H41O6N2S1P1",1.37,0.2
587.235694,"C38H37O4P1",0.97,0.11
587.2499184,"C31H40O11",1.29,0.35
587.2503626,"C34H41O3N2S1P1",1.21,0.09
587.2670447,"C23H44O15N2",1.91,0.65
587.2710237,"C28H44O13",1.57,0.46
587.271521,"C31H45O5N2S1P1",1.45,0.16
587.285404,"C24H48O12N2S1",2,0.5
587.2861662,"C32H44O10",1.38,0.31
587.287019,"C33H48O5S2",1.45,0.15
587.307247,"C29H48O12",1.66,0.41
587.3224262,"C33H48O9",1.45,0.27
587.3229245,"C33H48O9",1.45,0.27
587.3436974,"C30H52O11",1.73,0.37
587.344225,"C33H53O3N2S1P1",1.61,0.09
587.3588652,"C34H52O8",1.53,0.24
587.3953168,"C35H56O7",1.6,0.2
587.4316718,"C36H60O6",1.67,0.17
587.435066,"C33H64O6S1",1.94,0.18
588.2377305,"C31H44O4N1S2P1",1.42,0.13
588.4302878,"C32H63O6N1S1",1.97,0.19
588.4666201,"C33H67O5N1S1",2.03,0.15
589.046962,"C25H18O17",0.72,0.68
589.047302,"C18H26O14N2S3",1.44,0.78
589.047747,"C28H19O9N2S1P1",0.68,0.32
589.0836733,"C26H22O16",0.85,0.62
589.084404,"C27H26O11S2",0.96,0.41
589.1028927,"C19H32O13N2S1P2",1.68,0.68
589.1193235,"C19H30O17N2S1",1.58,0.89
589.126359,"C23H31O12N2S1P1",1.35,0.52
589.1555335,"C20H34O16N2S1",1.7,0.8
589.155883,"C41H22O3N2",0.54,0.07
589.156236,"C28H30O14",1.07,0.5
589.1620534,"C21H34O19",1.62,0.9
589.162464,"C35H30O3N2S2",0.86,0.09
589.1927713,"C29H34O13",1.17,0.45
589.1931935,"C32H35O5N2S1P1",1.09,0.16
589.2139,"C26H38O15",1.46,0.58
589.2284088,"C43H30O1N2",0.7,0.02
589.2289189,"C30H38O12",1.27,0.4
589.2293365,"C30H38O12",1.27,0.4
589.2500641,"C27H42O14",1.56,0.52
589.2654773,"C31H42O11",1.35,0.35
589.265894,"C34H43O3N2S1P1",1.26,0.09
589.2865407,"C28H46O13",1.64,0.46
589.287165,"C31H47O5N2S1P1",1.52,0.16
589.3016775,"C32H46O10",1.44,0.31
589.3020848,"C32H46O10",1.44,0.31
589.302518,"C24H52O10N2P2",2.17,0.42
589.338337,"C33H50O9",1.52,0.27
589.3387035,"C25H56O9N2P2",2.24,0.36
589.349452,"C32H50O8N2",1.56,0.25
589.3745797,"C34H54O8",1.59,0.24
589.4142142,"C32H62O7S1",1.94,0.22
589.4506958,"C33H66O6S1",2,0.18
589.487247,"C34H70O5S1",2.06,0.15
590.2591,"C35H45O1N1S3",1.29,0.03
590.399599,"C33H57O4N3S1",1.73,0.12
590.4461038,"C32H65O6N1S1",2.03,0.19
591.0625964,"C25H20O17",0.8,0.68
591.0630275,"C25H20O17",0.8,0.68
591.098528,"C18H28O18N2S1",1.56,1
591.099349,"C26H24O16",0.92,0.62
591.099868,"C18H30O16N2P2",1.67,0.89
591.114697,"C23H32O10N2S3",1.39,0.43
591.135718,"C27H28O15",1.04,0.56
591.138804,"C24H32O15S1",1.33,0.62
591.172488,"C31H33O6N2S1P1",1.06,0.19
591.1776731,"C21H36O19",1.71,0.9
591.1780477,"C21H36O19",1.71,0.9
591.192885,"C25H36O16",1.44,0.64
591.193448,"C28H37O8N2S1P1",1.32,0.29
591.208314,"C29H36O13",1.24,0.45
591.208707,"C29H36O13",1.24,0.45
591.209213,"C30H40O8S2",1.33,0.27
591.2141308,"C22H40O18",1.82,0.82
591.22353,"C33H36O10",1.09,0.3
591.229297,"C26H40O15",1.54,0.58
591.243147,"C24H49O10S2P1",2.04,0.42
591.244961,"C30H40O12",1.33,0.4
591.245421,"C31H44O7S2",1.42,0.23
591.2657884,"C27H44O14",1.63,0.52
591.2812932,"C31H44O11",1.42,0.35
591.2817055,"C34H45O3N2S1P1",1.32,0.09
591.2980805,"C23H48O15N2",2.09,0.65
591.302697,"C31H49O5N2S1P1",1.58,0.16
591.3180535,"C24H54O10N2P2",2.25,0.42
591.334608,"C24H52O14N2",2.17,0.58
591.336223,"C33H52O7S1",1.58,0.21
591.3539185,"C33H52O9",1.58,0.27
591.365921,"C33H56O3N2S2",1.7,0.09
591.426631,"C35H60O7",1.71,0.2
591.4297478,"C34H61O4N2P1",1.79,0.12
591.456381,"C35H64O3N2S1",1.83,0.09
591.4659305,"C35H65O3N2P1",1.86,0.09
591.466449,"C33H68O6S1",2.06,0.18
591.510644,"C36H68O4N2",1.89,0.11
592.003733,"C23H15O16N1S1",0.65,0.7
592.2095027,"C21H39O18N1",1.86,0.86
592.24028,"C29H39O12N1",1.34,0.41
592.247409,"C24H51O7N1S4",2.12,0.29
592.247957,"C23H49O10N1S1P2",2.13,0.43
592.284381,"C24H53O9N1S1P2",2.21,0.38
593.042429,"C27H19O10N2S1P1",0.7,0.37
593.057472,"C21H26O12N2S3",1.24,0.57
593.078466,"C25H22O17",0.88,0.68
593.078871,"C28H23O9N2S1P1",0.82,0.32
593.113693,"C30H28O9P2",0.93,0.3
593.114141,"C18H30O18N2S1",1.67,1
593.115261,"C29H27O8N2S1P1",0.93,0.28
593.130536,"C33H27O5N2S1P1",0.82,0.15
593.151079,"C27H30O15",1.11,0.56
593.151424,"C27H30O15",1.11,0.56
593.167289,"C32H34O7S2",1.06,0.22
593.167601,"C21H39O15S1P1",1.86,0.71
593.170466,"C31H35O4N2S2P1",1.13,0.13
593.187145,"C41H26O3N2",0.63,0.07
593.1876835,"C28H34O14",1.21,0.5
593.188045,"C31H35O6N2S1P1",1.13,0.19
593.193081,"C34H30O8N2",0.88,0.24
593.1934915,"C21H38O19",1.81,0.9
593.2234955,"C42H30O2N2",0.71,0.05
593.2239708,"C29H38O13",1.31,0.45
593.22455,"C32H39O5N2S1P1",1.22,0.16
593.224929,"C40H35O3P1",0.88,0.07
593.245122,"C26H42O15",1.62,0.58
593.245899,"C37H39O5P1",1.05,0.14
593.246394,"C37H39O5P1",1.05,0.14
593.259736,"C43H34O1N2",0.79,0.02
593.2604107,"C30H42O12",1.4,0.4
593.2609427,"C33H43O4N2S1P1",1.3,0.12
593.2814035,"C27H46O14",1.7,0.52
593.281909,"C30H47O6N2S1P1",1.57,0.2
593.297294,"C34H47O3N2S1P1",1.38,0.09
593.3139095,"C23H50O15N2",2.17,0.65
593.3329555,"C32H50O10",1.56,0.31
593.333948,"C33H54O5S2",1.64,0.15
593.369465,"C33H54O9",1.64,0.27
593.4457123,"C32H66O7S1",2.06,0.22
594.270806,"C33H41O9N1",1.24,0.27
594.546728,"C37H73O4N1",1.97,0.11
595.05753,"C24H20O18",0.83,0.75
595.057968,"C24H20O18",0.83,0.75
595.072127,"C20H24O17N2S1",1.2,0.85
595.073074,"C28H20O15",0.71,0.54
595.094215,"C25H24O17",0.96,0.68
595.094698,"C28H25O9N2S1P1",0.89,0.32
595.109527,"C22H32O11N2S3",1.45,0.5
595.121105,"C22H44O4S7",2,0.18
595.141863,"C25H28O15N2",1.12,0.6
595.145548,"C30H28O13",0.93,0.43
595.153167,"C25H40O8S4",1.6,0.32
595.166199,"C40H24O4N2",0.6,0.1
595.1669983,"C27H32O15",1.19,0.56
595.16993,"C26H33O12N2P1",1.27,0.46
595.182237,"C31H32O12",1.03,0.39
595.188075,"C24H36O17",1.5,0.71
595.202817,"C41H28O3N2",0.68,0.07
595.2032495,"C28H36O14",1.29,0.5
595.2037177,"C31H37O6N2S1P1",1.19,0.19
595.2392394,"C29H40O13",1.38,0.45
595.2396849,"C29H40O13",1.38,0.45
595.240033,"C32H41O5N2S1P1",1.28,0.16
595.240533,"C30H44O8S2",1.47,0.27
595.2758744,"C30H44O12",1.47,0.4
595.288739,"C38H44O4S1",1.16,0.11
595.296647,"C40H40O3N2",1,0.07
595.3126995,"C31H48O11",1.55,0.35
595.34861,"C32H52O10",1.62,0.31
595.349719,"C33H56O5S2",1.7,0.15
595.449681,"C35H65O5P1",1.86,0.14
595.4731457,"C39H64O4",1.64,0.1
596.257573,"C27H51O5N1S4",1.89,0.19
596.280049,"C21H48O14N3P1",2.29,0.67
597.0524008,"C20H26O13N2S3",1.3,0.65
597.073174,"C24H22O18",0.92,0.75
597.087939,"C20H26O17N2S1",1.3,0.85
597.0888265,"C28H22O15",0.79,0.54
597.124805,"C29H26O14",0.9,0.48
597.182119,"C40H26O4N2",0.65,0.1
597.1826623,"C27H34O15",1.26,0.56
597.211537,"C29H43O7S2P1",1.48,0.24
597.2190537,"C28H38O14",1.36,0.5
597.219502,"C31H39O6N2S1P1",1.26,0.19
597.219835,"C29H42O9S2",1.45,0.31
597.243392,"C22H46O16S1",2.09,0.73
597.2552755,"C29H42O13",1.45,0.45
597.2556707,"C32H43O5N2S1P1",1.34,0.16
597.256189,"C30H46O8S2",1.53,0.27
597.273763,"C30H46O10S1",1.53,0.33
597.291275,"C30H46O12",1.53,0.4
597.2917758,"C30H46O12",1.53,0.4
597.2921588,"C33H47O4N2S1P1",1.42,0.12
597.292662,"C31H50O7S2",1.61,0.23
597.294417,"C40H42O1N2S1",1.05,0.03
597.304523,"C27H51O12P1",1.89,0.44
597.3101265,"C31H50O9S1",1.61,0.29
597.327978,"C31H50O11",1.61,0.35
597.3286108,"C34H51O3N2S1P1",1.5,0.09
597.3465414,"C32H54O8S1",1.69,0.25
597.3491883,"C28H54O13",1.93,0.46
597.3497425,"C31H55O5N2S1P1",1.77,0.16
597.364309,"C32H54O10",1.69,0.31
597.3856,"C29H58O12",2,0.41
597.400877,"C33H58O9",1.76,0.27
597.437336,"C34H62O8",1.82,0.24
597.4523694,"C38H62O5",1.63,0.13
597.47356,"C35H66O7",1.89,0.2
597.492211,"C36H70O4S1",1.94,0.11
598.158332,"C17H33O20N3",1.94,1.18
598.346619,"C28H59O6N1S1P2",2.11,0.21
598.541668,"C36H73O5N1",2.03,0.14
598.98921,"C32H8O13",0.25,0.41
599.0678145,"C27H20O16",0.74,0.59
599.068197,"C30H21O8N2S1P1",0.7,0.27
599.14053,"C29H28O14",0.97,0.48
599.1409595,"C32H29O6N2S1P1",0.91,0.19
599.1772515,"C30H32O13",1.07,0.43
599.180263,"C27H36O13S1",1.33,0.48
599.212935,"C44H28O1N2",0.64,0.02
599.2138575,"C34H37O4N2S1P1",1.09,0.12
599.234114,"C41H32O3N2",0.78,0.07
599.234579,"C28H40O14",1.43,0.5
599.2704445,"C42H36O2N2",0.86,0.05
599.2710315,"C29H44O13",1.52,0.45
599.285543,"C25H48O12N2S1",1.92,0.48
599.286339,"C33H44O10",1.33,0.3
599.287016,"C34H48O5S2",1.41,0.15
599.3066897,"C43H40O1N2",0.93,0.02
599.3073997,"C30H48O12",1.6,0.4
599.307902,"C33H49O4N2S1P1",1.48,0.12
599.319989,"C38H48O4S1",1.26,0.11
599.322861,"C34H48O9",1.41,0.26
599.325902,"C31H52O9S1",1.68,0.29
599.343865,"C31H52O11",1.68,0.35
599.394519,"C28H60O9N2S1",2.14,0.32
599.416412,"C33H60O9",1.82,0.27
599.43162,"C37H60O6",1.62,0.16
599.4682575,"C38H64O5",1.68,0.13
599.544403,"C37H76O3S1",2.05,0.08
600.430451,"C33H63O6N1S1",1.91,0.18
600.4665512,"C34H67O5N1S1",1.97,0.15
600.911962,"C23H7O16S1P1",0.3,0.7
601.046531,"C18H22O19N2S1",1.22,1.06
601.046945,"C26H18O17",0.69,0.65
601.047445,"C29H19O9N2S1P1",0.66,0.31
601.083714,"C20H30O13N2S3",1.5,0.65
601.091268,"C21H32O14S1P2",1.52,0.67
601.120681,"C29H30O10S2",1.03,0.34
601.129597,"C21H35O12N2S2P1",1.67,0.57
601.156251,"C29H30O14",1.03,0.48
601.192854,"C30H34O13",1.13,0.43
601.213074,"C19H42O17N2S1",2.21,0.89
601.2136278,"C27H38O15",1.41,0.56
601.229339,"C34H39O4N2S1P1",1.15,0.12
601.245552,"C25H47O12S1P1",1.88,0.48
601.2500196,"C28H42O14",1.5,0.5
601.25136,"C39H39O4P1",1,0.1
601.286388,"C29H46O13",1.59,0.45
601.2869465,"C32H47O5N2S1P1",1.47,0.16
601.287547,"C40H43O3P1",1.07,0.07
601.301239,"C25H50O12N2S1",2,0.48
601.3016625,"C33H46O10",1.39,0.3
601.3021477,"C26H54O7N2S3",2.08,0.27
601.322934,"C30H50O12",1.67,0.4
601.3233535,"C33H51O4N2S1P1",1.55,0.12
601.338051,"C34H50O9",1.47,0.26
601.3385225,"C34H50O9",1.47,0.26
601.3747285,"C35H54O8",1.54,0.23
601.375162,"C27H60O8N2P2",2.22,0.3
601.4109277,"C36H58O7",1.61,0.19
601.447395,"C37H62O6",1.68,0.16
601.468404,"C34H66O8",1.94,0.24
601.4872927,"C35H70O5S1",2,0.14
602.141795,"C30H25O11N3",0.83,0.37
602.464645,"C34H69O3N1S2",2.03,0.09
603.062209,"C18H24O19N2S1",1.33,1.06
603.062684,"C26H20O17",0.77,0.65
603.0632055,"C29H21O9N2S1P1",0.72,0.31
603.099198,"C27H24O16",0.89,0.59
603.172238,"C32H33O6N2S1P1",1.03,0.19
603.1779119,"C22H36O19",1.64,0.86
603.208184,"C30H36O13",1.2,0.43
603.2093065,"C41H33O3P1",0.8,0.07
603.2293365,"C27H40O15",1.48,0.56
603.244115,"C44H32O1N2",0.73,0.02
603.244876,"C31H40O12",1.29,0.39
603.245459,"C32H44O7S2",1.38,0.22
603.263313,"C32H44O9S1",1.38,0.28
603.2657895,"C28H44O14",1.57,0.5
603.281176,"C32H44O11",1.38,0.34
603.281607,"C35H45O3N2S1P1",1.29,0.09
603.3904234,"C35H56O8",1.6,0.23
603.430017,"C33H64O7S1",1.94,0.21
603.466035,"C36H65O3N2P1",1.81,0.08
604.057474,"C17H23O19N3S1",1.35,1.12
604.289068,"C39H43O3N1S1",1.1,0.08
604.425087,"C32H63O7N1S1",1.97,0.22
604.4616248,"C33H67O6N1S1",2.03,0.18
604.8652,"C19H10O13S5",0.53,0.68
604.990347,"C20H14O22",0.7,1.1
605.042101,"C25H18O18",0.72,0.72
605.077837,"C18H26O19N2S1",1.44,1.06
605.07862,"C19H30O14N2S3",1.58,0.74
605.079109,"C18H28O17N2P2",1.56,0.94
605.115195,"C30H27O8N2S1P1",0.9,0.27
605.151205,"C28H30O15",1.07,0.54
605.187469,"C29H34O14",1.17,0.48
605.193065,"C35H30O8N2",0.86,0.23
605.19354,"C22H38O19",1.73,0.86
605.20978,"C37H35O6P1",0.95,0.16
605.2235985,"C30H38O13",1.27,0.43
605.224246,"C30H38O13",1.27,0.43
605.22948,"C23H42O18",1.83,0.78
605.260579,"C31H42O12",1.35,0.39
605.261082,"C32H46O7S2",1.44,0.22
605.281583,"C28H46O14",1.64,0.5
605.282119,"C31H47O6N2S1P1",1.52,0.19
605.2967855,"C32H46O11",1.44,0.34
605.297308,"C35H47O3N2S1P1",1.34,0.09
605.369685,"C34H54O9",1.59,0.26
605.4059428,"C35H58O8",1.66,0.23
605.445559,"C33H66O7S1",2,0.21
605.481671,"C36H67O3N2P1",1.86,0.08
607.058095,"C28H21O10N2S1P1",0.75,0.36
607.077252,"C27H28O10S3",1.04,0.37
607.093457,"C18H28O19N2S1",1.56,1.06
607.094032,"C26H24O17",0.92,0.65
607.129854,"C40H20O5N2",0.5,0.12
607.133813,"C24H32O16S1",1.33,0.67
607.166994,"C28H32O15",1.14,0.54
607.167891,"C29H36O10S2",1.24,0.34
607.182501,"C35H33O4N2S1P1",0.94,0.11
607.2089332,"C22H40O19",1.82,0.86
607.209478,"C25H41O11N2S1P1",1.64,0.44
607.239969,"C30H40O13",1.33,0.43
607.2606175,"C27H44O15",1.63,0.56
607.275295,"C23H48O14N2S1",2.09,0.61
607.2760908,"C31H44O12",1.42,0.39
607.27644,"C34H45O4N2S1P1",1.32,0.12
607.297731,"C31H49O6N2S1P1",1.58,0.19
607.3118897,"C24H52O13N2S1",2.17,0.54
607.312873,"C35H49O3N2S1P1",1.4,0.09
607.424621,"C34H61O5N2P1",1.79,0.15
607.4727,"C32H68O6N2S1",2.12,0.19
608.060832,"C18H29O16N1S1P2",1.61,0.89
608.242979,"C23H49O11N1S1P2",2.13,0.48
608.868031,"C20H6O13N2S4",0.3,0.65
609.036913,"C24H18O19",0.75,0.79
609.073277,"C25H22O18",0.88,0.72
609.073981,"C28H23O10N2S1P1",0.82,0.36
609.125577,"C33H27O6N2S1P1",0.82,0.18
609.145459,"C40H22O5N2",0.55,0.12
609.145995,"C27H30O16",1.11,0.59
609.167187,"C24H34O18",1.42,0.75
609.185613,"C25H38O15S1",1.52,0.6
609.187747,"C34H30O9N2",0.88,0.26
609.1881945,"C21H38O20",1.81,0.95
609.2183833,"C42H30O3N2",0.71,0.07
609.2188735,"C29H38O14",1.31,0.48
609.255236,"C30H42O13",1.4,0.43
609.2556373,"C30H42O13",1.4,0.43
609.2763115,"C27H46O15",1.7,0.56
609.29171,"C31H46O12",1.48,0.39
609.292056,"C31H46O12",1.48,0.39
609.3279915,"C32H50O11",1.56,0.34
609.328941,"C33H54O6S2",1.64,0.18
609.343634,"C36H50O8",1.39,0.22
609.473654,"C36H66O7",1.83,0.19
609.509972,"C37H70O6",1.89,0.16
610.480056,"C34H65O6N3",1.91,0.18
610.5051496,"C36H69O6N1",1.92,0.17
611.017147,"C24H20O15S2",0.83,0.62
611.031467,"C27H16O17",0.59,0.63
611.131398,"C19H32O22",1.68,1.16
611.19845,"C28H36O15",1.29,0.54
611.203971,"C21H40O20",1.9,0.95
611.2191005,"C25H40O17",1.6,0.68
611.2345185,"C29H40O14",1.38,0.48
611.235344,"C30H44O9S2",1.47,0.3
611.306627,"C44H40O1N2",0.91,0.02
611.380024,"C33H56O10",1.7,0.3
611.408035,"C34H61O7P1",1.79,0.21
611.430886,"C30H64O8N2S1",2.13,0.27
611.432364,"C30H66O6N2P2",2.2,0.2
611.452934,"C35H64O8",1.83,0.23
611.489272,"C36H68O7",1.89,0.19
611.508011,"C37H72O4S1",1.95,0.11
612.31215,"C34H51O1N3S3",1.5,0.03
612.390913,"C29H63O4N3S3",2.17,0.14
612.55708,"C37H75O5N1",2.03,0.14
613.120736,"C30H30O10S2",1,0.33
613.177264,"C27H34O16",1.26,0.59
613.195876,"C28H38O13S1",1.36,0.46
613.211391,"C21H43O18P1",2.05,0.86
613.213763,"C28H38O15",1.36,0.54
613.214753,"C29H42O10S2",1.45,0.34
613.233615,"C29H44O10P2",1.52,0.34
613.2494725,"C21H46O16N2S1",2.19,0.76
613.249806,"C42H34O3N2",0.81,0.07
613.2502083,"C29H42O14",1.45,0.48
613.286026,"C43H38O2N2",0.88,0.05
613.286506,"C30H46O13",1.53,0.43
613.287151,"C33H47O5N2S1P1",1.42,0.15
613.322775,"C31H50O12",1.61,0.39
613.323955,"C32H54O7S2",1.69,0.22
613.359679,"C32H54O11",1.69,0.34
613.3957635,"C33H58O10",1.76,0.3
613.432122,"C34H62O9",1.82,0.26
613.5049733,"C36H70O7",1.94,0.19
613.541154,"C37H74O6",2,0.16
614.170617,"C33H34O3N3S2P1",1.03,0.09
614.48238,"C35H69O5N1S1",1.97,0.14
614.49173,"C35H70O5N1P1",2,0.14
615.047807,"C23H20O20",0.87,0.87
615.193252,"C27H36O16",1.33,0.59
615.208451,"C31H36O13",1.16,0.42
615.208889,"C34H37O5N2S1P1",1.09,0.15
615.214042,"C24H40O18",1.67,0.75
615.229609,"C28H40O15",1.43,0.54
615.232377,"C38H36O4N2S1",0.95,0.11
615.2656493,"C29H44O14",1.52,0.48
615.266665,"C30H48O9S2",1.6,0.3
615.281448,"C36H45O3N2S1P1",1.25,0.08
615.302915,"C31H52O8S2",1.68,0.26
615.317857,"C27H56O7N2S3",2.07,0.26
615.353301,"C27H56O11N2S1",2.07,0.41
615.39025,"C36H56O8",1.56,0.22
615.426584,"C37H60O7",1.62,0.19
615.4631618,"C38H64O6",1.68,0.16
615.474109,"C37H64O5N2",1.73,0.14
616.308818,"C28H47O12N3",1.68,0.43
616.4252065,"C33H63O7N1S1",1.91,0.21
616.49803,"C35H71O5N1S1",2.03,0.14
616.920716,"C18H7O21N2P1",0.39,1.17
617.07849,"C27H22O17",0.81,0.63
617.087304,"C19H27O19N2P1",1.42,1
617.2085855,"C27H38O16",1.41,0.59
617.223174,"C23H42O15N2S1",1.83,0.65
617.22391,"C31H38O13",1.23,0.42
617.230228,"C27H43O10N2S1P1",1.59,0.37
617.245597,"C31H43O7N2S1P1",1.39,0.23
617.249025,"C28H47O7N2S2P1",1.68,0.25
617.282078,"C32H47O6N2S1P1",1.47,0.19
617.296714,"C33H46O11",1.39,0.33
617.322409,"C38H51O3S1P1",1.34,0.08
617.333026,"C34H50O10",1.47,0.29
617.33375,"C26H56O10N2P2",2.15,0.38
617.370114,"C27H60O9N2P2",2.22,0.33
617.383938,"C31H58O8N2S1",1.87,0.26
617.384582,"C39H54O6",1.38,0.15
617.3849517,"C39H54O6",1.38,0.15
617.406028,"C36H58O8",1.61,0.22
617.4209787,"C40H58O5",1.45,0.12
617.421506,"C40H58O5",1.45,0.12
617.442302,"C37H62O7",1.68,0.19
617.48166,"C37H67O3N2P1",1.81,0.08
618.191374,"C25H49O4N1S6",1.96,0.16
618.328376,"C33H49O10N1",1.48,0.3
618.388865,"C30H58O8N3P1",1.93,0.27
618.440745,"C33H65O7N1S1",1.97,0.21
618.441601,"C34H69O2N1S3",2.03,0.06
618.473826,"C37H65O6N1",1.76,0.16
618.4773934,"C34H69O6N1S1",2.03,0.18
619.058405,"C18H26O18N2P2",1.44,1
619.093239,"C19H28O19N2S1",1.47,1
619.172542,"C22H36O20",1.64,0.91
619.184071,"C21H36O19N2",1.71,0.9
619.187914,"C26H36O17",1.38,0.65
