"Mass","formula","El_comp","HC","OC","AImod","NOSC","C","H","O","N","S","P","Class"
391.1036675,"C19H20O9","CHO",1.05,0.47,0.3793,-0.1053,19,20,9,0,0,0,"unsaturated/lignin"
391.139739,"C20H24O8","CHO",1.2,0.4,0.3125,-0.4,20,24,8,0,0,0,"unsaturated/lignin"
391.1763148,"C21H28O7","CHO",1.33,0.33,0.2571,-0.6667,21,28,7,0,0,0,"unsaturated/lignin"
391.189205,"C18H33O7P1","CHOP",1.83,0.39,-0.1111,-1.0556,18,33,7,0,0,1,"aliphatic"
391.2125339,"C22H32O6","CHO",1.45,0.27,0.2105,-0.9091,22,32,6,0,0,0,"unsaturated/lignin"
391.225557,"C19H37O6P1","CHOP",1.95,0.32,-0.1333,-1.3158,19,37,6,0,0,1,"aliphatic"
391.2489412,"C23H36O5","CHO",1.57,0.22,0.1707,-1.1304,23,36,5,0,0,0,"aliphatic"
391.2853679,"C24H40O4","CHO",1.67,0.17,0.1364,-1.3333,24,40,4,0,0,0,"aliphatic"
391.3218842,"C25H44O3","CHO",1.76,0.12,0.1064,-1.52,25,44,3,0,0,0,"aliphatic"
391.3581655,"C26H48O2","CHO",1.85,0.08,0.08,-1.6923,26,48,2,0,0,0,"aliphatic"
392.2653131,"C19H39O7N1","CHON",2.05,0.37,-0.2414,-1.1579,19,39,7,1,0,0,"aliphatic"
392.280709,"C23H39O4N1","CHON",1.7,0.17,0.1,-1.2174,23,39,4,1,0,0,"aliphatic"
392.3018497,"C20H43O6N1","CHON",2.15,0.3,-0.25,-1.4,20,43,6,1,0,0,"aliphatic"
393.1554655,"C20H26O8","CHO",1.3,0.4,0.25,-0.5,20,26,8,0,0,0,"unsaturated/lignin"
393.1918579,"C21H30O7","CHO",1.43,0.33,0.2,-0.7619,21,30,7,0,0,0,"unsaturated/lignin"
393.2411315,"C19H39O6P1","CHOP",2.05,0.32,-0.2,-1.4211,19,39,6,0,0,1,"aliphatic"
393.2646863,"C23H38O5","CHO",1.65,0.22,0.122,-1.2174,23,38,5,0,0,0,"aliphatic"
393.3010355,"C24H42O4","CHO",1.75,0.17,0.0909,-1.4167,24,42,4,0,0,0,"aliphatic"
393.3373574,"C25H46O3","CHO",1.84,0.12,0.0638,-1.6,25,46,3,0,0,0,"aliphatic"
393.373837,"C26H50O2","CHO",1.92,0.08,0.04,-1.7692,26,50,2,0,0,0,"aliphatic"
393.410183,"C27H54O1","CHO",2,0.04,0.0189,-1.9259,27,54,1,0,0,0,"aliphatic"
394.2810702,"C19H41O7N1","CHON",2.16,0.37,-0.3103,-1.2632,19,41,7,1,0,0,"aliphatic"
395.04077,"C20H12O9","CHO",0.6,0.45,0.6774,0.3,20,12,9,0,0,0,"condensed aromatic"
395.0772005,"C21H16O8","CHO",0.76,0.38,0.5882,0,21,16,8,0,0,0,"aromatic"
395.113649,"C22H20O7","CHO",0.91,0.32,0.5135,-0.2727,22,20,7,0,0,0,"aromatic"
395.1710831,"C20H28O8","CHO",1.4,0.4,0.1875,-0.6,20,28,8,0,0,0,"unsaturated/lignin"
395.186354,"C24H28O5","CHO",1.17,0.21,0.3953,-0.75,24,28,5,0,0,0,"unsaturated/lignin"
395.207521,"C21H32O7","CHO",1.52,0.33,0.1429,-0.8571,21,32,7,0,0,0,"aliphatic"
395.2203734,"C18H37O7P1","CHOP",2.06,0.39,-0.2593,-1.2778,18,37,7,0,0,1,"aliphatic"
395.2438305,"C22H36O6","CHO",1.64,0.27,0.1053,-1.0909,22,36,6,0,0,0,"aliphatic"
395.256716,"C19H41O6P1","CHOP",2.16,0.32,-0.2667,-1.5263,19,41,6,0,0,1,"aliphatic"
395.2802992,"C23H40O5","CHO",1.74,0.22,0.0732,-1.3043,23,40,5,0,0,0,"aliphatic"
395.3167102,"C24H44O4","CHO",1.83,0.17,0.0455,-1.5,24,44,4,0,0,0,"aliphatic"
395.3530618,"C25H48O3","CHO",1.92,0.12,0.0213,-1.68,25,48,3,0,0,0,"aliphatic"
395.389413,"C26H52O2","CHO",2,0.08,0,-1.8462,26,52,2,0,0,0,"aliphatic"
397.056688,"C20H14O9","CHO",0.7,0.45,0.6129,0.2,20,14,9,0,0,0,"aromatic"
397.0716907,"C24H14O6","CHO",0.58,0.25,0.7143,-0.0833,24,14,6,0,0,0,"condensed aromatic"
397.0929015,"C21H18O8","CHO",0.86,0.38,0.5294,-0.0952,21,18,8,0,0,0,"aromatic"
397.1867521,"C20H30O8","CHO",1.5,0.4,0.125,-0.7,20,30,8,0,0,0,"aliphatic"
397.202212,"C24H30O5","CHO",1.25,0.21,0.3488,-0.8333,24,30,5,0,0,0,"unsaturated/lignin"
397.2231869,"C21H34O7","CHO",1.62,0.33,0.0857,-0.9524,21,34,7,0,0,0,"aliphatic"
397.2596467,"C22H38O6","CHO",1.73,0.27,0.0526,-1.1818,22,38,6,0,0,0,"aliphatic"
397.286103,"C25H38O2N2","CHON",1.52,0.08,0.2273,-1.12,25,38,2,2,0,0,"aliphatic"
397.295987,"C23H42O5","CHO",1.83,0.22,0.0244,-1.3913,23,42,5,0,0,0,"aliphatic"
397.322324,"C26H42O1N2","CHON",1.62,0.04,0.1915,-1.3077,26,42,1,2,0,0,"aliphatic"
397.3322798,"C24H46O4","CHO",1.92,0.17,0,-1.5833,24,46,4,0,0,0,"aliphatic"
397.3686381,"C25H50O3","CHO",2,0.12,-0.0213,-1.76,25,50,3,0,0,0,"aliphatic"
398.246493,"C21H38O4N1P1","CHONP",1.81,0.19,0,-1.2857,21,38,4,1,0,1,"aliphatic"
398.327695,"C23H45O4N1","CHON",1.96,0.17,-0.05,-1.4783,23,45,4,1,0,0,"aliphatic"
399.0639603,"C20H17O7P1","CHOP",0.85,0.35,0.5484,-0.15,20,17,7,0,0,1,"aromatic"
399.078926,"C14H24O9S2","CHOS",1.71,0.64,-0.4667,-0.1429,14,24,9,0,2,0,"aliphatic"
399.08756,"C17H24O3N2S3","CHONS",1.41,0.18,0.0476,-0.3529,17,24,3,2,3,0,"unsaturated/lignin"
399.108442,"C21H20O8","CHO",0.95,0.38,0.4706,-0.1905,21,20,8,0,0,0,"unsaturated/lignin"
399.123222,"C17H24O7N2S1","CHONS",1.41,0.41,0.0476,-0.1176,17,24,7,2,1,0,"unsaturated/lignin"
399.123746,"C25H20O5","CHO",0.8,0.2,0.6,-0.4,25,20,5,0,0,0,"aromatic"
399.144305,"C14H28O9N2S1","CHONS",2,0.64,-0.8462,-0.1429,14,28,9,2,1,0,"aliphatic"
399.144944,"C22H24O7","CHO",1.09,0.32,0.4054,-0.4545,22,24,7,0,0,0,"unsaturated/lignin"
399.2024001,"C20H32O8","CHO",1.6,0.4,0.0625,-0.8,20,32,8,0,0,0,"aliphatic"
399.217667,"C24H32O5","CHO",1.33,0.21,0.3023,-0.9167,24,32,5,0,0,0,"unsaturated/lignin"
399.2387993,"C21H36O7","CHO",1.71,0.33,0.0286,-1.0476,21,36,7,0,0,0,"aliphatic"
399.2752031,"C22H40O6","CHO",1.82,0.27,0,-1.2727,22,40,6,0,0,0,"aliphatic"
399.3116628,"C23H44O5","CHO",1.91,0.22,-0.0244,-1.4783,23,44,5,0,0,0,"aliphatic"
399.3480168,"C24H48O4","CHO",2,0.17,-0.0455,-1.6667,24,48,4,0,0,0,"aliphatic"
400.3069575,"C22H43O5N1","CHON",1.95,0.23,-0.0811,-1.3636,22,43,5,1,0,0,"aliphatic"
401.066599,"C23H14O7","CHO",0.61,0.3,0.6923,0,23,14,7,0,0,0,"condensed aromatic"
401.079608,"C20H19O7P1","CHOP",0.95,0.35,0.4839,-0.25,20,19,7,0,0,1,"unsaturated/lignin"
401.093105,"C26H14O3N2","CHON",0.54,0.12,0.7778,-0.0769,26,14,3,2,0,0,"condensed aromatic"
401.102484,"C16H22O8N2S1","CHONS",1.38,0.5,0,0.125,16,22,8,2,1,0,"unsaturated/lignin"
401.1030535,"C24H18O6","CHO",0.75,0.25,0.619,-0.25,24,18,6,0,0,0,"aromatic"
401.1243123,"C21H22O8","CHO",1.05,0.38,0.4118,-0.2857,21,22,8,0,0,0,"unsaturated/lignin"
401.160458,"C22H26O7","CHO",1.18,0.32,0.3514,-0.5455,22,26,7,0,0,0,"unsaturated/lignin"
401.1968451,"C23H30O6","CHO",1.3,0.26,0.3,-0.7826,23,30,6,0,0,0,"unsaturated/lignin"
401.2180766,"C20H34O8","CHO",1.7,0.4,0,-0.9,20,34,8,0,0,0,"aliphatic"
401.233399,"C24H34O5","CHO",1.42,0.21,0.2558,-1,24,34,5,0,0,0,"unsaturated/lignin"
401.254419,"C21H38O7","CHO",1.81,0.33,-0.0286,-1.1429,21,38,7,0,0,0,"aliphatic"
401.269703,"C25H38O4","CHO",1.52,0.16,0.2174,-1.2,25,38,4,0,0,0,"aliphatic"
401.290817,"C22H42O6","CHO",1.91,0.27,-0.0526,-1.3636,22,42,6,0,0,0,"aliphatic"
401.3060849,"C26H42O3","CHO",1.62,0.12,0.1837,-1.3846,26,42,3,0,0,0,"aliphatic"
401.3272624,"C23H46O5","CHO",2,0.22,-0.0732,-1.5652,23,46,5,0,0,0,"aliphatic"
401.342588,"C27H46O2","CHO",1.7,0.07,0.1538,-1.5556,27,46,2,0,0,0,"aliphatic"
402.3225698,"C22H45O5N1","CHON",2.05,0.23,-0.1351,-1.4545,22,45,5,1,0,0,"aliphatic"
402.941394,"C16H6O9P2","CHOP",0.38,0.56,0.8947,0.75,16,6,9,0,0,2,"condensed aromatic"
403.0822494,"C23H16O7","CHO",0.7,0.3,0.641,-0.087,23,16,7,0,0,0,"aromatic"
403.103419,"C20H20O9","CHO",1,0.45,0.4194,-0.1,20,20,9,0,0,0,"unsaturated/lignin"
403.1097405,"C16H25O6N2S1P1","CHONSP",1.56,0.38,-0.1111,-0.3125,16,25,6,2,1,1,"aliphatic"
403.1204827,"C12H24O13N2","CHON",2,1.08,-1.8571,0.6667,12,24,13,2,0,0,"aliphatic"
403.13917,"C13H28O10N2S1","CHONS",2.15,0.77,-1.4,0,13,28,10,2,1,0,"aliphatic"
403.1397667,"C21H24O8","CHO",1.14,0.38,0.3529,-0.381,21,24,8,0,0,0,"unsaturated/lignin"
403.1761969,"C22H28O7","CHO",1.27,0.32,0.2973,-0.6364,22,28,7,0,0,0,"unsaturated/lignin"
403.197317,"C19H32O9","CHO",1.68,0.47,-0.0345,-0.7368,19,32,9,0,0,0,"aliphatic"
403.2125583,"C23H32O6","CHO",1.39,0.26,0.25,-0.8696,23,32,6,0,0,0,"unsaturated/lignin"
403.213437,"C24H36O1S2","CHOS",1.5,0.04,0.2093,-1.25,24,36,1,0,2,0,"aliphatic"
403.2489473,"C24H36O5","CHO",1.5,0.21,0.2093,-1.0833,24,36,5,0,0,0,"aliphatic"
403.2701801,"C21H40O7","CHO",1.9,0.33,-0.0857,-1.2381,21,40,7,0,0,0,"aliphatic"
403.2852997,"C25H40O4","CHO",1.6,0.16,0.1739,-1.28,25,40,4,0,0,0,"aliphatic"
403.3065706,"C22H44O6","CHO",2,0.27,-0.1053,-1.4545,22,44,6,0,0,0,"aliphatic"
403.3218722,"C26H44O3","CHO",1.69,0.12,0.1429,-1.4615,26,44,3,0,0,0,"aliphatic"
403.3329543,"C25H44O2N2","CHON",1.76,0.08,0.0909,-1.36,25,44,2,2,0,0,"aliphatic"
403.3347475,"C23H49O3P1","CHOP",2.13,0.13,-0.122,-1.8696,23,49,3,0,0,1,"aliphatic"
404.2654768,"C20H39O7N1","CHON",1.95,0.35,-0.1613,-1.1,20,39,7,1,0,0,"aliphatic"
405.061628,"C22H14O8","CHO",0.64,0.36,0.6667,0.0909,22,14,8,0,0,0,"condensed aromatic"
405.098051,"C23H18O7","CHO",0.78,0.3,0.5897,-0.1739,23,18,7,0,0,0,"aromatic"
405.155457,"C21H26O8","CHO",1.24,0.38,0.2941,-0.4762,21,26,8,0,0,0,"unsaturated/lignin"
405.170665,"C25H26O5","CHO",1.04,0.2,0.4667,-0.64,25,26,5,0,0,0,"unsaturated/lignin"
405.170874,"C18H34O2N2S3","CHONS",1.89,0.11,-0.25,-1,18,34,2,2,3,0,"aliphatic"
405.1917965,"C22H30O7","CHO",1.36,0.32,0.2432,-0.7273,22,30,7,0,0,0,"unsaturated/lignin"
405.2281576,"C23H34O6","CHO",1.48,0.26,0.2,-0.9565,23,34,6,0,0,0,"unsaturated/lignin"
405.2412033,"C20H39O6P1","CHOP",1.95,0.3,-0.125,-1.35,20,39,6,0,0,1,"aliphatic"
405.2646779,"C24H38O5","CHO",1.58,0.21,0.1628,-1.1667,24,38,5,0,0,0,"aliphatic"
405.2679187,"C21H42O5S1","CHOS",2,0.24,-0.1429,-1.4286,21,42,5,0,1,0,"aliphatic"
405.27595,"C23H38O4N2","CHON",1.65,0.17,0.1053,-1.0435,23,38,4,2,0,0,"aliphatic"
405.3010612,"C25H42O4","CHO",1.68,0.16,0.1304,-1.36,25,42,4,0,0,0,"aliphatic"
405.3374455,"C26H46O3","CHO",1.77,0.12,0.102,-1.5385,26,46,3,0,0,0,"aliphatic"
405.373904,"C27H50O2","CHO",1.85,0.07,0.0769,-1.7037,27,50,2,0,0,0,"aliphatic"
406.2811131,"C20H41O7N1","CHON",2.05,0.35,-0.2258,-1.2,20,41,7,1,0,0,"aliphatic"
406.314869,"C25H45O1N1S1","CHONS",1.8,0.04,0.0667,-1.52,25,45,1,1,1,0,"aliphatic"
406.3174168,"C21H45O6N1","CHON",2.14,0.29,-0.2353,-1.4286,21,45,6,1,0,0,"aliphatic"
406.905141,"C10H5O10N2S2P1","CHONSP",0.5,1,NA,2.5,10,5,10,2,2,1,"other"
407.0771204,"C22H16O8","CHO",0.73,0.36,0.6111,0,22,16,8,0,0,0,"aromatic"
407.0773915,"C22H16O8","CHO",0.73,0.36,0.6111,0,22,16,8,0,0,0,"aromatic"
407.149936,"C24H24O6","CHO",1,0.25,0.4762,-0.5,24,24,6,0,0,0,"unsaturated/lignin"
407.168526,"C25H28O3S1","CHOS",1.12,0.12,0.4222,-0.8,25,28,3,0,1,0,"unsaturated/lignin"
407.1710653,"C21H28O8","CHO",1.33,0.38,0.2353,-0.5714,21,28,8,0,0,0,"unsaturated/lignin"
407.171921,"C22H32O3S2","CHOS",1.45,0.14,0.1892,-1,22,32,3,0,2,0,"unsaturated/lignin"
407.177386,"C17H33O5N2S1P1","CHONSP",1.94,0.29,-0.3333,-0.8824,17,33,5,2,1,1,"aliphatic"
407.2074145,"C22H32O7","CHO",1.45,0.32,0.1892,-0.8182,22,32,7,0,0,0,"unsaturated/lignin"
407.2203778,"C19H37O7P1","CHOP",1.95,0.37,-0.1724,-1.2105,19,37,7,0,0,1,"aliphatic"
407.2568494,"C20H41O6P1","CHOP",2.05,0.3,-0.1875,-1.45,20,41,6,0,0,1,"aliphatic"
407.2802967,"C24H40O5","CHO",1.67,0.21,0.1163,-1.25,24,40,5,0,0,0,"aliphatic"
407.3166818,"C25H44O4","CHO",1.76,0.16,0.087,-1.44,25,44,4,0,0,0,"aliphatic"
407.3529935,"C26H48O3","CHO",1.85,0.12,0.0612,-1.6154,26,48,3,0,0,0,"aliphatic"
407.3893512,"C27H52O2","CHO",1.93,0.07,0.0385,-1.7778,27,52,2,0,0,0,"aliphatic"
407.4257826,"C28H56O1","CHO",2,0.04,0.0182,-1.9286,28,56,1,0,0,0,"aliphatic"
408.057305,"C17H15O11N1","CHON",0.88,0.65,0.4286,0.5882,17,15,11,1,0,0,"unsaturated/lignin"
408.057523,"C10H23O8N3S3","CHONS",2.3,0.8,-Inf,0.8,10,23,8,3,3,0,"aliphatic"
409.04834,"C21H15O7P1","CHOP",0.71,0.33,0.6364,-0.0476,21,15,7,0,0,1,"aromatic"
409.0509797,"C10H23O9N2S2P1","CHONSP",2.3,0.9,-17,0.5,10,23,9,2,2,1,"aliphatic"
409.051546,"C18H19O7S1P1","CHOSP",1.06,0.39,0.36,-0.1667,18,19,7,0,1,1,"unsaturated/lignin"
409.056703,"C21H14O9","CHO",0.67,0.43,0.6364,0.1905,21,14,9,0,0,0,"aromatic"
409.105885,"C19H23O8P1","CHOP",1.21,0.42,0.2857,-0.3684,19,23,8,0,0,1,"unsaturated/lignin"
409.1505,"C20H26O9","CHO",1.3,0.45,0.2258,-0.4,20,26,9,0,0,0,"unsaturated/lignin"
409.2230907,"C22H34O7","CHO",1.55,0.32,0.1351,-0.9091,22,34,7,0,0,0,"aliphatic"
409.22416,"C23H38O2S2","CHOS",1.65,0.09,0.1,-1.3043,23,38,2,0,2,0,"aliphatic"
409.2361171,"C19H39O7P1","CHOP",2.05,0.37,-0.2414,-1.3158,19,39,7,0,0,1,"aliphatic"
409.2545917,"C20H43O4S1P1","CHOSP",2.15,0.2,-0.25,-1.65,20,43,4,0,1,1,"aliphatic"
409.2595194,"C23H38O6","CHO",1.65,0.26,0.1,-1.1304,23,38,6,0,0,0,"aliphatic"
409.2959145,"C24H42O5","CHO",1.75,0.21,0.0698,-1.3333,24,42,5,0,0,0,"aliphatic"
409.32237,"C27H42O1N2","CHON",1.56,0.04,0.2245,-1.2593,27,42,1,2,0,0,"aliphatic"
409.3323659,"C25H46O4","CHO",1.84,0.16,0.0435,-1.52,25,46,4,0,0,0,"aliphatic"
409.3688369,"C26H50O3","CHO",1.92,0.12,0.0204,-1.6923,26,50,3,0,0,0,"aliphatic"
409.4051109,"C27H54O2","CHO",2,0.07,0,-1.8519,27,54,2,0,0,0,"aliphatic"
410.096263,"C15H27O6N1S1P2","CHONSP",1.8,0.4,-0.375,-0.6667,15,27,6,1,1,2,"aliphatic"
410.257769,"C21H38O3N3P1","CHONP",1.81,0.14,-0.0323,-1.0952,21,38,3,3,0,1,"aliphatic"
410.3276494,"C24H45O4N1","CHON",1.88,0.17,0,-1.4167,24,45,4,1,0,0,"aliphatic"
410.364074,"C25H49O3N1","CHON",1.96,0.12,-0.0222,-1.6,25,49,3,1,0,0,"aliphatic"
411.0873475,"C25H16O6","CHO",0.64,0.24,0.6818,-0.16,25,16,6,0,0,0,"condensed aromatic"
411.10865,"C22H20O8","CHO",0.91,0.36,0.5,-0.1818,22,20,8,0,0,0,"unsaturated/lignin"
411.144872,"C23H24O7","CHO",1.04,0.3,0.4359,-0.4348,23,24,7,0,0,0,"unsaturated/lignin"
411.2023595,"C21H32O8","CHO",1.52,0.38,0.1176,-0.7619,21,32,8,0,0,0,"aliphatic"
411.2387534,"C22H36O7","CHO",1.64,0.32,0.0811,-1,22,36,7,0,0,0,"aliphatic"
411.2670796,"C23H41O4P1","CHOP",1.78,0.17,0.05,-1.4348,23,41,4,0,0,1,"aliphatic"
411.2751249,"C23H40O6","CHO",1.74,0.26,0.05,-1.2174,23,40,6,0,0,0,"aliphatic"
411.3115963,"C24H44O5","CHO",1.83,0.21,0.0233,-1.4167,24,44,5,0,0,0,"aliphatic"
411.3479888,"C25H48O4","CHO",1.92,0.16,0,-1.6,25,48,4,0,0,0,"aliphatic"
411.3844182,"C26H52O3","CHO",2,0.12,-0.0204,-1.7692,26,52,3,0,0,0,"aliphatic"
412.2857125,"C26H39O3N1","CHON",1.5,0.12,0.234,-1.1538,26,39,3,1,0,0,"aliphatic"
412.3433277,"C24H47O4N1","CHON",1.96,0.17,-0.0476,-1.5,24,47,4,1,0,0,"aliphatic"
412.361933,"C25H51O1N1S1","CHONS",2.04,0.04,-0.0667,-1.76,25,51,1,1,1,0,"aliphatic"
412.967891,"C22H7O5S1P1","CHOSP",0.32,0.23,0.8857,0.2273,22,7,5,0,1,1,"condensed aromatic"
413.0118,"C15H14O8N2S2","CHONS",0.93,0.53,0.2857,0.8,15,14,8,2,2,0,"unsaturated/lignin"
413.1605159,"C23H26O7","CHO",1.13,0.3,0.3846,-0.5217,23,26,7,0,0,0,"unsaturated/lignin"
413.1816975,"C20H30O9","CHO",1.5,0.45,0.0968,-0.6,20,30,9,0,0,0,"aliphatic"
413.218016,"C21H34O8","CHO",1.62,0.38,0.0588,-0.8571,21,34,8,0,0,0,"aliphatic"
413.218916,"C22H38O3S2","CHOS",1.73,0.14,0.027,-1.2727,22,38,3,0,2,0,"aliphatic"
413.246247,"C22H39O5P1","CHOP",1.77,0.23,0.027,-1.3182,22,39,5,0,0,1,"aliphatic"
413.2545014,"C22H38O7","CHO",1.73,0.32,0.027,-1.0909,22,38,7,0,0,0,"aliphatic"
413.269728,"C26H38O4","CHO",1.46,0.15,0.25,-1.1538,26,38,4,0,0,0,"unsaturated/lignin"
413.2908545,"C23H42O6","CHO",1.83,0.26,0,-1.3043,23,42,6,0,0,0,"aliphatic"
413.306179,"C27H42O3","CHO",1.56,0.11,0.2157,-1.3333,27,42,3,0,0,0,"aliphatic"
413.3272492,"C24H46O5","CHO",1.92,0.21,-0.0233,-1.5,24,46,5,0,0,0,"aliphatic"
413.3424367,"C28H46O2","CHO",1.64,0.07,0.1852,-1.5,28,46,2,0,0,0,"aliphatic"
413.3637122,"C25H50O4","CHO",2,0.16,-0.0435,-1.68,25,50,4,0,0,0,"aliphatic"
413.378905,"C29H50O1","CHO",1.72,0.03,0.1579,-1.6552,29,50,1,0,0,0,"aliphatic"
414.2648792,"C25H37O4N1","CHON",1.48,0.16,0.2273,-1.04,25,37,4,1,0,0,"unsaturated/lignin"
414.2860728,"C22H41O6N1","CHON",1.86,0.27,-0.0556,-1.1818,22,41,6,1,0,0,"aliphatic"
414.301468,"C26H41O3N1","CHON",1.58,0.12,0.1915,-1.2308,26,41,3,1,0,0,"aliphatic"
415.045942,"C23H12O8","CHO",0.52,0.35,0.7368,0.1739,23,12,8,0,0,0,"condensed aromatic"
415.0822391,"C24H16O7","CHO",0.67,0.29,0.6585,-0.0833,24,16,7,0,0,0,"aromatic"
415.0825336,"C24H16O7","CHO",0.67,0.29,0.6585,-0.0833,24,16,7,0,0,0,"aromatic"
415.095129,"C21H21O7P1","CHOP",1,0.33,0.4545,-0.3333,21,21,7,0,0,1,"unsaturated/lignin"
415.103368,"C21H20O9","CHO",0.95,0.43,0.4545,-0.0952,21,20,9,0,0,0,"unsaturated/lignin"
415.140049,"C22H24O8","CHO",1.09,0.36,0.3889,-0.3636,22,24,8,0,0,0,"unsaturated/lignin"
415.1761286,"C23H28O7","CHO",1.22,0.3,0.3333,-0.6087,23,28,7,0,0,0,"unsaturated/lignin"
415.1763915,"C23H28O7","CHO",1.22,0.3,0.3333,-0.6087,23,28,7,0,0,0,"unsaturated/lignin"
415.2127088,"C24H32O6","CHO",1.33,0.25,0.2857,-0.8333,24,32,6,0,0,0,"unsaturated/lignin"
415.2336201,"C21H36O8","CHO",1.71,0.38,0,-0.9524,21,36,8,0,0,0,"aliphatic"
415.248997,"C25H36O5","CHO",1.44,0.2,0.2444,-1.04,25,36,5,0,0,0,"unsaturated/lignin"
415.261795,"C22H41O5P1","CHOP",1.86,0.23,-0.027,-1.4091,22,41,5,0,0,1,"aliphatic"
415.2700801,"C22H40O7","CHO",1.82,0.32,-0.027,-1.1818,22,40,7,0,0,0,"aliphatic"
415.2853044,"C26H40O4","CHO",1.54,0.15,0.2083,-1.2308,26,40,4,0,0,0,"aliphatic"
415.298203,"C23H45O4P1","CHOP",1.96,0.17,-0.05,-1.6087,23,45,4,0,0,1,"aliphatic"
415.3065387,"C23H44O6","CHO",1.91,0.26,-0.05,-1.3913,23,44,6,0,0,0,"aliphatic"
415.321791,"C27H44O3","CHO",1.63,0.11,0.1765,-1.4074,27,44,3,0,0,0,"aliphatic"
415.3428589,"C24H48O5","CHO",2,0.21,-0.0698,-1.5833,24,48,5,0,0,0,"aliphatic"
416.077585,"C23H15O7N1","CHON",0.65,0.3,0.6757,0.087,23,15,7,1,0,0,"condensed aromatic"
416.085108,"C18H27O2N1S4","CHONS",1.5,0.11,0,-0.6667,18,27,2,1,4,0,"aliphatic"
416.207942,"C23H31O6N1","CHON",1.35,0.26,0.2632,-0.6957,23,31,6,1,0,0,"unsaturated/lignin"
416.283961,"C22H43O4N1S1","CHONS",1.95,0.18,-0.1111,-1.3636,22,43,4,1,1,0,"aliphatic"
417.15539,"C22H26O8","CHO",1.18,0.36,0.3333,-0.4545,22,26,8,0,0,0,"unsaturated/lignin"
417.1557417,"C22H26O8","CHO",1.18,0.36,0.3333,-0.4545,22,26,8,0,0,0,"unsaturated/lignin"
417.191972,"C23H30O7","CHO",1.3,0.3,0.2821,-0.6957,23,30,7,0,0,0,"unsaturated/lignin"
417.213101,"C20H34O9","CHO",1.7,0.45,-0.0323,-0.8,20,34,9,0,0,0,"aliphatic"
417.2281822,"C24H34O6","CHO",1.42,0.25,0.2381,-0.9167,24,34,6,0,0,0,"unsaturated/lignin"
417.229086,"C25H38O1S2","CHOS",1.52,0.04,0.2,-1.28,25,38,1,0,2,0,"aliphatic"
417.2493001,"C21H38O8","CHO",1.81,0.38,-0.0588,-1.0476,21,38,8,0,0,0,"aliphatic"
417.2646535,"C25H38O5","CHO",1.52,0.2,0.2,-1.12,25,38,5,0,0,0,"aliphatic"
417.2857721,"C22H42O7","CHO",1.91,0.32,-0.0811,-1.2727,22,42,7,0,0,0,"aliphatic"
417.301039,"C26H42O4","CHO",1.62,0.15,0.1667,-1.3077,26,42,4,0,0,0,"aliphatic"
417.3221074,"C23H46O6","CHO",2,0.26,-0.1,-1.4783,23,46,6,0,0,0,"aliphatic"
417.3373624,"C27H46O3","CHO",1.7,0.11,0.1373,-1.4815,27,46,3,0,0,0,"aliphatic"
418.281086,"C21H41O7N1","CHON",1.95,0.33,-0.1515,-1.1429,21,41,7,1,0,0,"aliphatic"
418.296344,"C25H41O4N1","CHON",1.64,0.16,0.1364,-1.2,25,41,4,1,0,0,"aliphatic"
418.3173913,"C22H45O6N1","CHON",2.05,0.27,-0.1667,-1.3636,22,45,6,1,0,0,"aliphatic"
418.3456519,"C23H50O3N1P1","CHONP",2.17,0.13,-0.1795,-1.7826,23,50,3,1,0,1,"aliphatic"
418.3537776,"C23H49O5N1","CHON",2.13,0.22,-0.1795,-1.5652,23,49,5,1,0,0,"aliphatic"
419.2074326,"C23H32O7","CHO",1.39,0.3,0.2308,-0.7826,23,32,7,0,0,0,"unsaturated/lignin"
419.2205013,"C20H37O7P1","CHOP",1.85,0.35,-0.0968,-1.15,20,37,7,0,0,1,"aliphatic"
419.2438835,"C24H36O6","CHO",1.5,0.25,0.1905,-1,24,36,6,0,0,0,"aliphatic"
419.244715,"C25H40O1S2","CHOS",1.6,0.04,0.1556,-1.36,25,40,1,0,2,0,"aliphatic"
419.2567953,"C21H41O6P1","CHOP",1.95,0.29,-0.1176,-1.381,21,41,6,0,0,1,"aliphatic"
419.2804013,"C25H40O5","CHO",1.6,0.2,0.1556,-1.2,25,40,5,0,0,0,"aliphatic"
419.3013852,"C22H44O7","CHO",2,0.32,-0.1351,-1.3636,22,44,7,0,0,0,"aliphatic"
419.302243,"C23H48O2S2","CHOS",2.09,0.09,-0.15,-1.7391,23,48,2,0,2,0,"aliphatic"
419.3167518,"C26H44O4","CHO",1.69,0.15,0.125,-1.3846,26,44,4,0,0,0,"aliphatic"
419.3296455,"C23H49O4P1","CHOP",2.13,0.17,-0.15,-1.7826,23,49,4,0,0,1,"aliphatic"
419.3408501,"C22H49O3N2P1","CHONP",2.23,0.14,-0.2571,-1.6818,22,49,3,2,0,1,"aliphatic"
419.3530551,"C27H48O3","CHO",1.78,0.11,0.098,-1.5556,27,48,3,0,0,0,"aliphatic"
419.4257135,"C29H56O1","CHO",1.93,0.03,0.0526,-1.8621,29,56,1,0,0,0,"aliphatic"
420.3153126,"C22H47O4N1S1","CHONS",2.14,0.18,-0.2222,-1.5455,22,47,4,1,1,0,"aliphatic"
421.056576,"C22H14O9","CHO",0.64,0.41,0.6571,0.1818,22,14,9,0,0,0,"aromatic"
