"FT_col","W","formula","presence","Site","Trtmt","Core","Material","formulareps","include"
"FT","W","C19H12O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H17O5S1P1",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C16H16O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H16O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C17H20O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H20O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H24O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H24O7",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C19H28O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H32O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H10O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C15H14O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H14O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C16H18O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C15H19O9N2P1",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H18O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C17H22O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H22O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H26O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H26O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H30O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H30O6",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H34O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H12O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C15H16O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H16O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C16H20O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H20O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C17H24O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H24O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H28O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H28O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H32O6",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C17H10O12",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C18H14O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H18O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H22O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H26O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H30O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C17H12O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H12O9",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C18H16O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H20O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H24O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H28O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H32O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H10O10",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C17H14O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H14O9",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C18H18O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H22O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H26O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H30O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H34O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C16H12O13",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H12O10",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C17H16O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H16O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H20O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H20O8",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C19H24O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H28O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H32O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H10O11",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C16H14O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H14O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C17H18O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H18O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H22O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H22O8",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C19H26O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H26O7",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H30O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H30O6",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H34O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C15H12O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C19H12O11",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C16H16O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H16O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C17H20O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H20O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H24O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H24O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H28O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H28O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H32O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H10O12",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C15H14O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C19H14O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C16H18O13",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H18O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C17H22O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H22O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H26O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H26O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H30O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H34O6",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H12O12",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C15H16O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C19H16O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H20O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H24O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H28O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H32O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H14O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H14O9",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C12H22O14S1",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H18O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H22O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H26O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H30O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H34O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C17H12O13",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H12O10",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C18H16O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H16O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H20O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H24O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H28O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H32O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H10O11",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C17H14O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H14O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H18O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H18O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H22O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H22O8",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H26O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H26O7",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H30O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H34O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C16H12O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H12O11",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C17H16O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H16O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H20O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H20O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H24O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H24O8",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H28O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H28O7",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H32O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H36O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C16H14O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H14O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C17H18O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H18O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H22O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H22O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C15H26O14",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H26O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H26O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H30O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H34O9",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C19H12O12",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C16H16O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H16O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C17H20O13",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H20O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H24O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C15H28O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C23H28O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H32O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H14O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H18O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H22O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H26O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H30O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H34O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H12O13",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C22H12O10",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C19H16O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H20O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H24O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H28O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H32O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H14O13",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C22H14O10",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C19H18O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H18O9",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H22O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H26O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H30O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H34O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C17H12O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H12O11",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C18H16O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H20O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H20O9",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H24O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H28O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H32O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H36O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H10O12",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C17H14O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H14O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H18O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H18O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H22O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H22O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H26O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H30O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H34O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H12O12",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C17H16O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H16O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H20O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H20O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H24O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H24O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H28O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H28O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H32O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C25H32O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H36O9",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C19H10O13",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H14O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C17H18O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H18O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H22O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H22O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H26O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H26O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C16H30O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C24H30O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H34O10",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C25H34O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H12O13",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C16H16O15",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H16O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H20O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H24O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H30O8P2",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H28O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H32O11",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C24H32O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C25H36O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H14O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H14O10",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H18O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H22O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H26O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H30O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H34O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H12O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C22H12O11",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C19H16O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H16O10",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H20O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H24O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H28O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H32O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H14O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C22H14O11",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C19H18O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H18O10",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H22O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H26O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H30O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H34O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H12O12",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C18H16O14",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H16O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H20O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H20O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H24O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H24O9",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H28O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C25H28O8",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C22H32O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C26H32O7",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C23H36O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H14O12",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C18H18O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C22H18O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H22O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H26O12",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C24H26O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H30O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C25H30O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H34O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H12O13",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C17H16O15",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H16O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C18H20O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C22H20O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H24O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H24O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H28O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C25H32O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C26H36O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H14O13",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H18O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H26O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H30O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C25H34O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C26H38O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C14H15O7N3S2P2",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C14H26O14N1P1",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C19H12O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H16O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H20O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H24O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H28O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H32O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C25H36O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H14O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H18O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H18O10",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H22O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H26O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H30O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H34O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H12O12",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C19H16O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C23H16O11",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H20O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H24O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H28O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H32O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H36O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C25H40O8",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C18H14O15",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C22H14O12",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C19H18O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C23H18O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H22O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H26O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H30O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H34O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C21H12O13",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C18H16O15",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C22H16O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H20O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H24O13",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H28O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C25H28O9",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C22H32O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C26H32O8",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C23H36O10",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H14O13",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C18H18O15",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C22H18O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H22O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H26O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C25H30O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C26H34O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H38O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H12O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H16O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H20O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H24O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H28O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C25H32O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C26H36O8",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C27H40O7",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C20H14O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C24H14O11",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C21H18O13",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C22H22O12",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C23H26O11",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C24H30O10",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C25H34O9",1,"TOOL","CON",3,"Organic",3,TRUE
"FT","W","C19H12O15",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C20H16O14",1,"TOOL","CON",3,"Organic",2,TRUE
"FT","W","C24H16O11",1,"TOOL","CON",3,"Organic",2,TRUE
