"FT_col","W","formula","presence","Site","Trtmt","Core","Material","formulareps","include"
"FT","W","C8H10O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C9H14O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H18O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C9H16O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H6O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H10O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H8O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H12O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H10O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H14O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H18O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H12O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H16O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H20O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H15O2N1S1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H14O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H18O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H22O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H26O2",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C9H12O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H16O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H20O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H10O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C9H14O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H18O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H8O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H12O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H6O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H10O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H14O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H22O2",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H8O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H12O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H16O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H20O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C9H6O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H10O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H14O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H18O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H22O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H26O2",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C10H12O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H16O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H20O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H24O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H28O2",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H14O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H18O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H22O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C9H12O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H6O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H10O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H14O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H8O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H12O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H16O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H20O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H10O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H14O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H18O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H22O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H9O6N1",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C10H8O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H12O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H16O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H20O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H28O2",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H10O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H14O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H18O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H22O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H26O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H30O2",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H25O3N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H12O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H16O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H20O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H24O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H28O3",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C12H6O6",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C9H10O8",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C13H10O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H14O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H18O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H8O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C9H12O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H12O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H16O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H11O5N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H6O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H10O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H14O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H18O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H22O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H9O6N1",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C14H21O3N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H8O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H12O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H16O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H20O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H24O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H10O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H14O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H18O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H22O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H30O2",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H13O6N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H8O8",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C11H12O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H16O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H20O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H24O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H32O2",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H11O7N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H10O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H10O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H14O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H18O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H22O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H26O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H8O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H12O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H12O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H16O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H20O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H28O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H10O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H14O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H18O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H22O3",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C12H9O6N1",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C12H8O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H8O6N2",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C13H12O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H16O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H20O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H11O6N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H23O3N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H10O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H14O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H18O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H22O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H26O4S1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H26O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H9O7N1",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C11H8O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H12O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H16O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H20O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H24O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H28O3",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C17H32O2",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H11O7N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H6O9",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C11H10O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H14O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H18O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H22O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H26O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H30O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H34O2",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H8O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H12O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H12O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H16O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H16O4",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C13H20O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H24O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H28O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H32O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H7O6N1",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C14H10O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H14O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H14O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H18O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H18O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H22O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H9O6N1",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C13H8O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H12O9",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H12O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H16O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H16O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H20O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H24O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H11O6N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H6O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H10O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H14O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H18O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H22O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H26O3",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C12H9O7N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H8O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H12O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H12O6N2",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H16O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H20O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H24O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H10O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H14O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H18O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H22O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H26O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C18H34O2",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H13O7N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H8O9",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C12H12O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H12O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H16O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H20O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H24O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H28O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H32O3",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C18H36O2",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H15O7N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H10O9",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C15H10O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H14O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H18O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H22O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H26O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H30O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H8O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H12O9",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H12O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H16O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H16O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H20O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H20O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H24O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H28O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H32O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H10O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H14O9",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H14O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H18O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H18O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H22O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H22O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H9O7N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H8O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H12O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H16O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H20O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H24O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H7O8N1",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C13H11O7N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H10O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H14O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H18O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H22O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H26O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H9O8N1",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C12H8O9",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H12O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H16O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H20O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H24O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H11O8N1",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C12H10O9",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H10O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C10H18O6S2",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H14O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H18O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H22O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H26O3S1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H26O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H30O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C18H34O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C19H38O2",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H13O8N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H8O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C9H16O7S2",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C12H12O9",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H12O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H16O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H16O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H20O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H24O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H28O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H32O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C18H36O3",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H7O7N1",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C11H10O10",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C15H10O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H14O9",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C11H14O8N2",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H14O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H18O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H18O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H22O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H26O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H30O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H34O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H9O7N1",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C15H13O6N1",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C14H8O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H12O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H16O9",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H16O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H20O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H20O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C18H24O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H32O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H11O7N1",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C13H6O9",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C14H10O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H14O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H18O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H22O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C18H26O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H9O8N1",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C14H13O7N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H8O9",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C14H12O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C15H16O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H20O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H24O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C18H28O4",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H11O8N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H10O9",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H10O6",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C14H14O8",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C18H14O5",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
"FT","W","C15H18O7",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C16H22O6",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C17H26O5",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C13H13O8N1",1,"TOOL","CON",2,"Upper Mineral",3,TRUE
"FT","W","C12H8O10",1,"TOOL","CON",2,"Upper Mineral",2,TRUE
