"","column_names","site_pos","core_pos","depth_pos","depth_m","Label","Def1","season","year","site","depth","core"
"24","BARR_503_004","BARR","004","503",-0.16,"Exclude",NA,"spring3","3","BARR","503","004"
"25","BARR_504_004","BARR","004","504",-0.26,"Keep",0,"spring3","3","BARR","504","004"
"26","BARR_505_004","BARR","004","505",-0.36,"Keep",0,"spring3","3","BARR","505","004"
"27","BARR_506_004","BARR","004","506",-0.56,"Keep",0,"spring3","3","BARR","506","004"
"28","BARR_507_004","BARR","004","507",-0.86,"Keep",0,"spring3","3","BARR","507","004"
"29","BARR_508_004","BARR","004","508",-1.36,"Keep",0,"spring3","3","BARR","508","004"
"30","BARR_509_004","BARR","004","509",-1.96,"Keep",0,"spring3","3","BARR","509","004"
"31","BARR_501_005","BARR","005","501",-0.02,"Keep",0,"spring3","3","BARR","501","005"
"32","BARR_502_005","BARR","005","502",-0.06,"Keep",0,"spring3","3","BARR","502","005"
"33","BARR_503_005","BARR","005","503",-0.16,"Keep",0,"spring3","3","BARR","503","005"
"34","BARR_504_005","BARR","005","504",-0.26,"Keep",0,"spring3","3","BARR","504","005"
"35","BARR_505_005","BARR","005","505",-0.36,"Keep",0,"spring3","3","BARR","505","005"
"36","BARR_507_005","BARR","005","507",-0.86,"Keep",0,"spring3","3","BARR","507","005"
"37","BARR_508_005","BARR","005","508",-1.36,"Keep",0,"spring3","3","BARR","508","005"
"38","BARR_509_005","BARR","005","509",-1.86,"Keep",0,"spring3","3","BARR","509","005"
"39","TOOL_501_001","TOOL","001","501",-0.02,"Keep",0,"spring3","3","TOOL","501","001"
"40","TOOL_502_001","TOOL","001","502",-0.06,"Keep",1,"spring3","3","TOOL","502","001"
"41","TOOL_503_001","TOOL","001","503",-0.16,"Keep",0,"spring3","3","TOOL","503","001"
"42","TOOL_501_002","TOOL","002","501",-0.02,"Keep",1,"spring3","3","TOOL","501","002"
"43","TOOL_502_002","TOOL","002","502",-0.06,"Keep",0,"spring3","3","TOOL","502","002"
"44","TOOL_503_002","TOOL","002","503",-0.16,"Keep",0,"spring3","3","TOOL","503","002"
"45","TOOL_504_002","TOOL","002","504",-0.26,"Keep",0,"spring3","3","TOOL","504","002"
"46","TOOL_505_002","TOOL","002","505",-0.36,"Keep",0,"spring3","3","TOOL","505","002"
"47","TOOL_506_002","TOOL","002","506",-0.46,"Keep",0,"spring3","3","TOOL","506","002"
"48","TOOL_507_002","TOOL","002","507",-0.56,"Keep",0,"spring3","3","TOOL","507","002"
"49","TOOL_501_003","TOOL","003","501",-0.02,"Exclude",NA,"spring3","3","TOOL","501","003"
"50","TOOL_502_003","TOOL","003","502",-0.06,"Exclude",NA,"spring3","3","TOOL","502","003"
"51","TOOL_503_003","TOOL","003","503",-0.16,"Exclude",NA,"spring3","3","TOOL","503","003"
"52","TOOL_504_003","TOOL","003","504",-0.26,"Exclude",NA,"spring3","3","TOOL","504","003"
"53","TOOL_505_003","TOOL","003","505",-0.36,"Exclude",NA,"spring3","3","TOOL","505","003"
"54","TOOL_506_003","TOOL","003","506",-0.46,"Exclude",NA,"spring3","3","TOOL","506","003"
"55","TOOL_507_003","TOOL","003","507",-0.56,"Exclude",NA,"spring3","3","TOOL","507","003"
"56","TOOL_501_004","TOOL","004","501",-0.02,"Keep",0,"spring3","3","TOOL","501","004"
"57","TOOL_502_004","TOOL","004","502",-0.06,"Exclude",NA,"spring3","3","TOOL","502","004"
"58","TOOL_503_004","TOOL","004","503",-0.16,"Keep",0,"spring3","3","TOOL","503","004"
"59","TOOL_504_004","TOOL","004","504",-0.26,"Keep",0,"spring3","3","TOOL","504","004"
"60","TOOL_505_004","TOOL","004","505",-0.36,"Keep",0,"spring3","3","TOOL","505","004"
"61","TOOL_506_004","TOOL","004","506",-0.46,"Keep",0,"spring3","3","TOOL","506","004"
"62","TOOL_507_004","TOOL","004","507",-0.56,"Keep",0,"spring3","3","TOOL","507","004"
"63","TOOL_501_005","TOOL","005","501",-0.02,"Keep",0,"spring3","3","TOOL","501","005"
"64","TOOL_502_005","TOOL","005","502",-0.06,"Keep",0,"spring3","3","TOOL","502","005"
"65","BONA_501_001","BONA","001","501",-0.02,"Keep",14,"spring3","3","BONA","501","001"
"66","BONA_502_001","BONA","001","502",-0.06,"Keep",10,"spring3","3","BONA","502","001"
"67","BONA_503_001","BONA","001","503",-0.16,"Keep",1,"spring3","3","BONA","503","001"
"68","BONA_504_001","BONA","001","504",-0.26,"Keep",0,"spring3","3","BONA","504","001"
"69","BONA_505_001","BONA","001","505",-0.46,"Keep",1,"spring3","3","BONA","505","001"
"70","BONA_506_001","BONA","001","506",-0.76,"Keep",1,"spring3","3","BONA","506","001"
"71","BONA_507_001","BONA","001","507",-1.06,"Keep",0,"spring3","3","BONA","507","001"
"72","BONA_508_001","BONA","001","508",-1.56,"Keep",0,"spring3","3","BONA","508","001"
"73","BONA_509_001","BONA","001","509",-1.86,"Keep",0,"spring3","3","BONA","509","001"
"74","BONA_501_002","BONA","002","501",-0.01,"Keep",11,"spring3","3","BONA","501","002"
"75","BONA_502_002","BONA","002","502",-0.05,"Keep",10,"spring3","3","BONA","502","002"
"76","BONA_503_002","BONA","002","503",-0.15,"Keep",1,"spring3","3","BONA","503","002"
"77","BONA_504_002","BONA","002","504",-0.25,"Keep",0,"spring3","3","BONA","504","002"
"78","BONA_505_002","BONA","002","505",-0.45,"Exclude",NA,"spring3","3","BONA","505","002"
"79","BONA_509_002","BONA","002","509",-1.85,"Exclude",NA,"spring3","3","BONA","509","002"
"80","BONA_501_003","BONA","003","501",-0.02,"Keep",15,"spring3","3","BONA","501","003"
"81","BONA_502_003","BONA","003","502",-0.06,"Keep",11,"spring3","3","BONA","502","003"
"82","BONA_503_003","BONA","003","503",-0.16,"Keep",0,"spring3","3","BONA","503","003"
"83","BONA_504_003","BONA","003","504",-0.26,"Keep",0,"spring3","3","BONA","504","003"
"84","BONA_505_003","BONA","003","505",-0.46,"Keep",0,"spring3","3","BONA","505","003"
"85","BONA_506_003","BONA","003","506",-0.76,"Keep",0,"spring3","3","BONA","506","003"
"86","BONA_507_003","BONA","003","507",-1.06,"Keep",0,"spring3","3","BONA","507","003"
"87","BONA_508_003","BONA","003","508",-1.56,"Keep",0,"spring3","3","BONA","508","003"
"88","BONA_509_003","BONA","003","509",-1.86,"Keep",0,"spring3","3","BONA","509","003"
"89","BONA_501_004","BONA","004","501",-0.02,"Keep",7,"spring3","3","BONA","501","004"
"90","BONA_502_004","BONA","004","502",-0.06,"Keep",4,"spring3","3","BONA","502","004"
"91","BONA_503_004","BONA","004","503",-0.16,"Keep",0,"spring3","3","BONA","503","004"
"92","BONA_504_004","BONA","004","504",-0.26,"Keep",0,"spring3","3","BONA","504","004"
"93","BONA_505_004","BONA","004","505",-0.46,"Keep",0,"spring3","3","BONA","505","004"
"94","BONA_506_004","BONA","004","506",-0.76,"Keep",0,"spring3","3","BONA","506","004"
"95","BONA_507_004","BONA","004","507",-1.06,"Keep",0,"spring3","3","BONA","507","004"
"96","BONA_508_004","BONA","004","508",-1.56,"Keep",0,"spring3","3","BONA","508","004"
"97","BONA_509_004","BONA","004","509",-1.96,"Keep",0,"spring3","3","BONA","509","004"
"98","BONA_501_005","BONA","005","501",-0.03,"Keep",8,"spring3","3","BONA","501","005"
"99","BONA_502_005","BONA","005","502",-0.07,"Keep",6,"spring3","3","BONA","502","005"
"100","BONA_503_005","BONA","005","503",-0.17,"Keep",0,"spring3","3","BONA","503","005"
"101","BONA_504_005","BONA","005","504",-0.27,"Exclude",NA,"spring3","3","BONA","504","005"
"102","BONA_508_005","BONA","005","508",-1.57,"Keep",0,"spring3","3","BONA","508","005"
"103","BONA_509_005","BONA","005","509",-2.07,"Keep",0,"spring3","3","BONA","509","005"
"104","HEAL_501_001","HEAL","001","501",-0.03,"Keep",17,"spring3","3","HEAL","501","001"
"105","HEAL_502_001","HEAL","001","502",-0.07,"Keep",16,"spring3","3","HEAL","502","001"
"106","HEAL_503_001","HEAL","001","503",-0.17,"Keep",16,"spring3","3","HEAL","503","001"
"107","HEAL_504_001","HEAL","001","504",-0.27,"Keep",15,"spring3","3","HEAL","504","001"
"108","HEAL_505_001","HEAL","001","505",-0.37,"Keep",3,"spring3","3","HEAL","505","001"
"109","HEAL_506_001","HEAL","001","506",-0.47,"Keep",0,"spring3","3","HEAL","506","001"
"110","HEAL_507_001","HEAL","001","507",-0.67,"Exclude",NA,"spring3","3","HEAL","507","001"
"111","HEAL_508_001","HEAL","001","508",-0.97,"Exclude",NA,"spring3","3","HEAL","508","001"
"112","HEAL_509_001","HEAL","001","509",-1.57,"Keep",0,"spring3","3","HEAL","509","001"
"113","HEAL_501_002","HEAL","002","501",-0.02,"Keep",16,"spring3","3","HEAL","501","002"
"114","HEAL_502_002","HEAL","002","502",-0.06,"Exclude",NA,"spring3","3","HEAL","502","002"
"115","HEAL_503_002","HEAL","002","503",-0.16,"Keep",14,"spring3","3","HEAL","503","002"
"116","HEAL_504_002","HEAL","002","504",-0.26,"Keep",3,"spring3","3","HEAL","504","002"
"117","HEAL_505_002","HEAL","002","505",-0.36,"Exclude",NA,"spring3","3","HEAL","505","002"
"118","HEAL_506_002","HEAL","002","506",-0.46,"Keep",0,"spring3","3","HEAL","506","002"
"119","HEAL_507_002","HEAL","002","507",-0.66,"Keep",0,"spring3","3","HEAL","507","002"
"120","HEAL_508_002","HEAL","002","508",-0.96,"Keep",0,"spring3","3","HEAL","508","002"
"121","HEAL_509_002","HEAL","002","509",-1.36,"Keep",0,"spring3","3","HEAL","509","002"
"122","HEAL_501_003","HEAL","003","501",-0.02,"Exclude",NA,"spring3","3","HEAL","501","003"
"123","HEAL_502_003","HEAL","003","502",-0.06,"Keep",10,"spring3","3","HEAL","502","003"
"124","HEAL_503_003","HEAL","003","503",-0.16,"Keep",7,"spring3","3","HEAL","503","003"
"125","HEAL_504_003","HEAL","003","504",-0.26,"Keep",6,"spring3","3","HEAL","504","003"
"126","HEAL_505_003","HEAL","003","505",-0.36,"Keep",1,"spring3","3","HEAL","505","003"
"127","HEAL_506_003","HEAL","003","506",-0.46,"Keep",0,"spring3","3","HEAL","506","003"
"128","HEAL_507_003","HEAL","003","507",-0.66,"Keep",0,"spring3","3","HEAL","507","003"
"129","HEAL_508_003","HEAL","003","508",-0.96,"Keep",0,"spring3","3","HEAL","508","003"
"130","HEAL_509_003","HEAL","003","509",-1.26,"Keep",0,"spring3","3","HEAL","509","003"
"131","HEAL_501_004","HEAL","004","501",-0.02,"Keep",7,"spring3","3","HEAL","501","004"
"132","HEAL_502_004","HEAL","004","502",-0.06,"Keep",5,"spring3","3","HEAL","502","004"
"133","HEAL_503_004","HEAL","004","503",-0.16,"Keep",5,"spring3","3","HEAL","503","004"
"134","HEAL_504_004","HEAL","004","504",-0.26,"Keep",4,"spring3","3","HEAL","504","004"
"135","HEAL_505_004","HEAL","004","505",-0.36,"Keep",4,"spring3","3","HEAL","505","004"
"136","HEAL_506_004","HEAL","004","506",-0.46,"Exclude",NA,"spring3","3","HEAL","506","004"
"137","HEAL_507_004","HEAL","004","507",-0.66,"Keep",0,"spring3","3","HEAL","507","004"
"138","HEAL_508_004","HEAL","004","508",-0.96,"Keep",0,"spring3","3","HEAL","508","004"
"139","HEAL_509_004","HEAL","004","509",-1.66,"Keep",0,"spring3","3","HEAL","509","004"
"140","HEAL_501_005","HEAL","005","501",-0.02,"Keep",17,"spring3","3","HEAL","501","005"
"141","HEAL_502_005","HEAL","005","502",-0.06,"Keep",15,"spring3","3","HEAL","502","005"
"142","HEAL_503_005","HEAL","005","503",-0.16,"Keep",14,"spring3","3","HEAL","503","005"
"143","HEAL_504_005","HEAL","005","504",-0.26,"Keep",16,"spring3","3","HEAL","504","005"
"144","HEAL_505_005","HEAL","005","505",-0.36,"Keep",5,"spring3","3","HEAL","505","005"
"145","HEAL_506_005","HEAL","005","506",-0.46,"Keep",0,"spring3","3","HEAL","506","005"
"146","HEAL_507_005","HEAL","005","507",-0.66,"Keep",0,"spring3","3","HEAL","507","005"
"147","HEAL_508_005","HEAL","005","508",-0.96,"Keep",0,"spring3","3","HEAL","508","005"
"148","HEAL_509_005","HEAL","005","509",-1.26,"Keep",0,"spring3","3","HEAL","509","005"
