"","column_names","site_pos","core_pos","depth_pos","depth_m","Label","Def1","season","year","site","depth","core"
"1","BARR_505_004","BARR","004","505",-0.36,"Exclude",NA,"spring1","1","BARR","505","004"
"2","BARR_509_004","BARR","004","509",-1.96,"Exclude",NA,"spring1","1","BARR","509","004"
"3","BARR_506_005","BARR","005","506",-0.56,"Exclude",NA,"spring1","1","BARR","506","005"
"4","TOOL_501_001","TOOL","001","501",-0.02,"Keep",0,"spring1","1","TOOL","501","001"
"5","TOOL_502_001","TOOL","001","502",-0.06,"Keep",0,"spring1","1","TOOL","502","001"
"6","TOOL_503_001","TOOL","001","503",-0.16,"Keep",0,"spring1","1","TOOL","503","001"
"7","TOOL_501_002","TOOL","002","501",-0.02,"Exclude",NA,"spring1","1","TOOL","501","002"
"8","TOOL_502_002","TOOL","002","502",-0.06,"Exclude",NA,"spring1","1","TOOL","502","002"
"9","TOOL_503_002","TOOL","002","503",-0.16,"Exclude",NA,"spring1","1","TOOL","503","002"
"10","TOOL_504_002","TOOL","002","504",-0.26,"Exclude",NA,"spring1","1","TOOL","504","002"
"11","TOOL_505_002","TOOL","002","505",-0.36,"Exclude",NA,"spring1","1","TOOL","505","002"
"12","TOOL_506_002","TOOL","002","506",-0.46,"Exclude",NA,"spring1","1","TOOL","506","002"
"13","TOOL_507_002","TOOL","002","507",-0.56,"Exclude",NA,"spring1","1","TOOL","507","002"
"14","TOOL_501_003","TOOL","003","501",-0.02,"Keep",0,"spring1","1","TOOL","501","003"
"15","TOOL_502_003","TOOL","003","502",-0.06,"Keep",0,"spring1","1","TOOL","502","003"
"16","TOOL_503_003","TOOL","003","503",-0.16,"Keep",0,"spring1","1","TOOL","503","003"
"17","TOOL_504_003","TOOL","003","504",-0.26,"Keep",0,"spring1","1","TOOL","504","003"
"18","TOOL_505_003","TOOL","003","505",-0.36,"Keep",0,"spring1","1","TOOL","505","003"
"19","TOOL_506_003","TOOL","003","506",-0.46,"Keep",0,"spring1","1","TOOL","506","003"
"20","TOOL_507_003","TOOL","003","507",-0.56,"Keep",0,"spring1","1","TOOL","507","003"
"21","TOOL_501_004","TOOL","004","501",-0.02,"Keep",0,"spring1","1","TOOL","501","004"
"22","TOOL_502_004","TOOL","004","502",-0.06,"Keep",0,"spring1","1","TOOL","502","004"
"23","TOOL_503_004","TOOL","004","503",-0.16,"Keep",0,"spring1","1","TOOL","503","004"
"24","TOOL_504_004","TOOL","004","504",-0.26,"Keep",0,"spring1","1","TOOL","504","004"
"25","TOOL_505_004","TOOL","004","505",-0.36,"Keep",0,"spring1","1","TOOL","505","004"
"26","TOOL_506_004","TOOL","004","506",-0.46,"Keep",0,"spring1","1","TOOL","506","004"
"27","TOOL_507_004","TOOL","004","507",-0.56,"Keep",0,"spring1","1","TOOL","507","004"
"28","TOOL_501_005","TOOL","005","501",-0.02,"Keep",0,"spring1","1","TOOL","501","005"
"29","TOOL_502_005","TOOL","005","502",-0.06,"Keep",0,"spring1","1","TOOL","502","005"
"30","BONA_501_001","BONA","001","501",-0.02,"Keep",1,"spring1","1","BONA","501","001"
"31","BONA_502_001","BONA","001","502",-0.06,"Keep",1,"spring1","1","BONA","502","001"
"32","BONA_503_001","BONA","001","503",-0.16,"Keep",1,"spring1","1","BONA","503","001"
"33","BONA_504_001","BONA","001","504",-0.26,"Keep",0,"spring1","1","BONA","504","001"
"34","BONA_505_001","BONA","001","505",-0.46,"Keep",0,"spring1","1","BONA","505","001"
"35","BONA_506_001","BONA","001","506",-0.76,"Keep",0,"spring1","1","BONA","506","001"
"36","BONA_507_001","BONA","001","507",-1.06,"Keep",0,"spring1","1","BONA","507","001"
"37","BONA_508_001","BONA","001","508",-1.56,"Keep",0,"spring1","1","BONA","508","001"
"38","BONA_509_001","BONA","001","509",-1.86,"Keep",0,"spring1","1","BONA","509","001"
"39","BONA_501_002","BONA","002","501",-0.01,"Keep",2,"spring1","1","BONA","501","002"
"40","BONA_502_002","BONA","002","502",-0.05,"Keep",1,"spring1","1","BONA","502","002"
"41","BONA_503_002","BONA","002","503",-0.15,"Keep",0,"spring1","1","BONA","503","002"
"42","BONA_504_002","BONA","002","504",-0.25,"Keep",0,"spring1","1","BONA","504","002"
"43","BONA_505_002","BONA","002","505",-0.45,"Keep",0,"spring1","1","BONA","505","002"
"44","BONA_506_002","BONA","002","506",-0.75,"Keep",0,"spring1","1","BONA","506","002"
"45","BONA_507_002","BONA","002","507",-1.05,"Keep",0,"spring1","1","BONA","507","002"
"46","BONA_508_002","BONA","002","508",-1.55,"Keep",0,"spring1","1","BONA","508","002"
"47","BONA_509_002","BONA","002","509",-1.85,"Keep",0,"spring1","1","BONA","509","002"
"48","BONA_501_003","BONA","003","501",-0.02,"Keep",0,"spring1","1","BONA","501","003"
"49","BONA_502_003","BONA","003","502",-0.06,"Keep",0,"spring1","1","BONA","502","003"
"50","BONA_503_003","BONA","003","503",-0.16,"Keep",0,"spring1","1","BONA","503","003"
"51","BONA_504_003","BONA","003","504",-0.26,"Keep",0,"spring1","1","BONA","504","003"
"52","BONA_505_003","BONA","003","505",-0.46,"Keep",0,"spring1","1","BONA","505","003"
"53","BONA_506_003","BONA","003","506",-0.76,"Keep",0,"spring1","1","BONA","506","003"
"54","BONA_507_003","BONA","003","507",-1.06,"Keep",0,"spring1","1","BONA","507","003"
"55","BONA_508_003","BONA","003","508",-1.56,"Keep",0,"spring1","1","BONA","508","003"
"56","BONA_509_003","BONA","003","509",-1.86,"Keep",0,"spring1","1","BONA","509","003"
"57","BONA_501_004","BONA","004","501",-0.02,"Keep",0,"spring1","1","BONA","501","004"
"58","BONA_502_004","BONA","004","502",-0.06,"Keep",0,"spring1","1","BONA","502","004"
"59","BONA_503_004","BONA","004","503",-0.16,"Keep",0,"spring1","1","BONA","503","004"
"60","BONA_504_004","BONA","004","504",-0.26,"Keep",0,"spring1","1","BONA","504","004"
"61","BONA_505_004","BONA","004","505",-0.46,"Keep",0,"spring1","1","BONA","505","004"
"62","BONA_506_004","BONA","004","506",-0.76,"Keep",0,"spring1","1","BONA","506","004"
"63","BONA_507_004","BONA","004","507",-1.06,"Keep",0,"spring1","1","BONA","507","004"
"64","BONA_508_004","BONA","004","508",-1.56,"Keep",0,"spring1","1","BONA","508","004"
"65","BONA_509_004","BONA","004","509",-1.96,"Keep",0,"spring1","1","BONA","509","004"
"66","BONA_501_005","BONA","005","501",-0.03,"Keep",0,"spring1","1","BONA","501","005"
"67","BONA_502_005","BONA","005","502",-0.07,"Keep",0,"spring1","1","BONA","502","005"
"68","BONA_503_005","BONA","005","503",-0.17,"Keep",0,"spring1","1","BONA","503","005"
"69","BONA_504_005","BONA","005","504",-0.27,"Keep",0,"spring1","1","BONA","504","005"
"70","BONA_505_005","BONA","005","505",-0.47,"Keep",0,"spring1","1","BONA","505","005"
"71","BONA_506_005","BONA","005","506",-0.77,"Keep",0,"spring1","1","BONA","506","005"
"72","BONA_507_005","BONA","005","507",-1.07,"Keep",0,"spring1","1","BONA","507","005"
"73","BONA_508_005","BONA","005","508",-1.57,"Keep",0,"spring1","1","BONA","508","005"
"74","BONA_509_005","BONA","005","509",-2.07,"Keep",0,"spring1","1","BONA","509","005"
"75","HEAL_501_001","HEAL","001","501",-0.03,"Exclude",NA,"spring1","1","HEAL","501","001"
"76","HEAL_502_001","HEAL","001","502",-0.07,"Keep",2,"spring1","1","HEAL","502","001"
"77","HEAL_503_001","HEAL","001","503",-0.17,"Keep",0,"spring1","1","HEAL","503","001"
"78","HEAL_504_001","HEAL","001","504",-0.27,"Keep",0,"spring1","1","HEAL","504","001"
"79","HEAL_505_001","HEAL","001","505",-0.37,"Keep",0,"spring1","1","HEAL","505","001"
"80","HEAL_506_001","HEAL","001","506",-0.47,"Keep",0,"spring1","1","HEAL","506","001"
"81","HEAL_507_001","HEAL","001","507",-0.67,"Keep",0,"spring1","1","HEAL","507","001"
"82","HEAL_508_001","HEAL","001","508",-0.97,"Keep",0,"spring1","1","HEAL","508","001"
"83","HEAL_509_001","HEAL","001","509",-1.57,"Keep",0,"spring1","1","HEAL","509","001"
"84","HEAL_501_002","HEAL","002","501",-0.02,"Keep",1,"spring1","1","HEAL","501","002"
"85","HEAL_502_002","HEAL","002","502",-0.06,"Exclude",NA,"spring1","1","HEAL","502","002"
"86","HEAL_503_002","HEAL","002","503",-0.16,"Keep",0,"spring1","1","HEAL","503","002"
"87","HEAL_504_002","HEAL","002","504",-0.26,"Keep",0,"spring1","1","HEAL","504","002"
"88","HEAL_505_002","HEAL","002","505",-0.36,"Exclude",NA,"spring1","1","HEAL","505","002"
"89","HEAL_506_002","HEAL","002","506",-0.46,"Keep",0,"spring1","1","HEAL","506","002"
"90","HEAL_507_002","HEAL","002","507",-0.66,"Keep",0,"spring1","1","HEAL","507","002"
"91","HEAL_508_002","HEAL","002","508",-0.96,"Keep",0,"spring1","1","HEAL","508","002"
"92","HEAL_509_002","HEAL","002","509",-1.36,"Keep",0,"spring1","1","HEAL","509","002"
"93","HEAL_501_003","HEAL","003","501",-0.02,"Keep",3,"spring1","1","HEAL","501","003"
"94","HEAL_502_003","HEAL","003","502",-0.06,"Keep",0,"spring1","1","HEAL","502","003"
"95","HEAL_503_003","HEAL","003","503",-0.16,"Keep",0,"spring1","1","HEAL","503","003"
"96","HEAL_504_003","HEAL","003","504",-0.26,"Keep",0,"spring1","1","HEAL","504","003"
"97","HEAL_505_003","HEAL","003","505",-0.36,"Keep",0,"spring1","1","HEAL","505","003"
"98","HEAL_506_003","HEAL","003","506",-0.46,"Keep",0,"spring1","1","HEAL","506","003"
"99","HEAL_507_003","HEAL","003","507",-0.66,"Keep",0,"spring1","1","HEAL","507","003"
"100","HEAL_508_003","HEAL","003","508",-0.96,"Keep",0,"spring1","1","HEAL","508","003"
"101","HEAL_509_003","HEAL","003","509",-1.26,"Keep",0,"spring1","1","HEAL","509","003"
"102","HEAL_501_004","HEAL","004","501",-0.02,"Keep",4,"spring1","1","HEAL","501","004"
"103","HEAL_502_004","HEAL","004","502",-0.06,"Keep",4,"spring1","1","HEAL","502","004"
"104","HEAL_503_004","HEAL","004","503",-0.16,"Keep",0,"spring1","1","HEAL","503","004"
"105","HEAL_504_004","HEAL","004","504",-0.26,"Keep",0,"spring1","1","HEAL","504","004"
"106","HEAL_505_004","HEAL","004","505",-0.36,"Keep",0,"spring1","1","HEAL","505","004"
"107","HEAL_507_004","HEAL","004","507",-0.66,"Keep",0,"spring1","1","HEAL","507","004"
"108","HEAL_508_004","HEAL","004","508",-0.96,"Keep",0,"spring1","1","HEAL","508","004"
"109","HEAL_509_004","HEAL","004","509",-1.66,"Keep",0,"spring1","1","HEAL","509","004"
"110","HEAL_501_005","HEAL","005","501",-0.02,"Keep",3,"spring1","1","HEAL","501","005"
"111","HEAL_502_005","HEAL","005","502",-0.06,"Keep",3,"spring1","1","HEAL","502","005"
"112","HEAL_503_005","HEAL","005","503",-0.16,"Exclude",NA,"spring1","1","HEAL","503","005"
"113","HEAL_504_005","HEAL","005","504",-0.26,"Keep",0,"spring1","1","HEAL","504","005"
"114","HEAL_505_005","HEAL","005","505",-0.36,"Keep",0,"spring1","1","HEAL","505","005"
