"","column_names","site_pos","core_pos","depth_pos","depth_m","Label","Def1","season","year","site","depth","core","mag.vec","dur.vec"
"58","TOOL_503_003","TOOL",3,503,-0.16,"Exclude",NA,"fall",1,"TOOL",503,3,"1.5","4"
"59","TOOL_504_003","TOOL",3,504,-0.26,"Exclude",NA,"fall",1,"TOOL",504,3,"1.5","4"
"60","TOOL_505_003","TOOL",3,505,-0.36,"Exclude",NA,"fall",1,"TOOL",505,3,"1.5","4"
"61","TOOL_506_003","TOOL",3,506,-0.46,"Exclude",NA,"fall",1,"TOOL",506,3,"1.5","4"
"62","TOOL_507_003","TOOL",3,507,-0.56,"Exclude",NA,"fall",1,"TOOL",507,3,"1.5","4"
"63","TOOL_501_004","TOOL",4,501,-0.02,"Keep",0,"fall",1,"TOOL",501,4,"1.5","4"
"64","TOOL_502_004","TOOL",4,502,-0.06,"Keep",0,"fall",1,"TOOL",502,4,"1.5","4"
"65","TOOL_503_004","TOOL",4,503,-0.16,"Keep",0,"fall",1,"TOOL",503,4,"1.5","4"
"66","TOOL_504_004","TOOL",4,504,-0.26,"Keep",0,"fall",1,"TOOL",504,4,"1.5","4"
"67","TOOL_505_004","TOOL",4,505,-0.36,"Keep",0,"fall",1,"TOOL",505,4,"1.5","4"
"68","TOOL_506_004","TOOL",4,506,-0.46,"Keep",0,"fall",1,"TOOL",506,4,"1.5","4"
"69","TOOL_507_004","TOOL",4,507,-0.56,"Keep",0,"fall",1,"TOOL",507,4,"1.5","4"
"70","TOOL_501_005","TOOL",5,501,-0.02,"Exclude",NA,"fall",1,"TOOL",501,5,"1.5","4"
"71","TOOL_502_005","TOOL",5,502,-0.06,"Exclude",NA,"fall",1,"TOOL",502,5,"1.5","4"
"72","BONA_501_001","BONA",1,501,-0.02,"Exclude",NA,"fall",1,"BONA",501,1,"1.5","4"
"73","BONA_502_001","BONA",1,502,-0.06,"Exclude",NA,"fall",1,"BONA",502,1,"1.5","4"
"74","BONA_503_001","BONA",1,503,-0.16,"Exclude",NA,"fall",1,"BONA",503,1,"1.5","4"
"75","BONA_504_001","BONA",1,504,-0.26,"Exclude",NA,"fall",1,"BONA",504,1,"1.5","4"
"76","BONA_505_001","BONA",1,505,-0.46,"Exclude",NA,"fall",1,"BONA",505,1,"1.5","4"
"77","BONA_506_001","BONA",1,506,-0.76,"Exclude",NA,"fall",1,"BONA",506,1,"1.5","4"
"78","BONA_507_001","BONA",1,507,-1.06,"Exclude",NA,"fall",1,"BONA",507,1,"1.5","4"
"79","BONA_508_001","BONA",1,508,-1.56,"Exclude",NA,"fall",1,"BONA",508,1,"1.5","4"
"80","BONA_509_001","BONA",1,509,-1.86,"Exclude",NA,"fall",1,"BONA",509,1,"1.5","4"
"81","BONA_501_002","BONA",2,501,-0.01,"Exclude",NA,"fall",1,"BONA",501,2,"1.5","4"
"82","BONA_502_002","BONA",2,502,-0.05,"Exclude",NA,"fall",1,"BONA",502,2,"1.5","4"
"83","BONA_503_002","BONA",2,503,-0.15,"Exclude",NA,"fall",1,"BONA",503,2,"1.5","4"
"84","BONA_504_002","BONA",2,504,-0.25,"Exclude",NA,"fall",1,"BONA",504,2,"1.5","4"
"85","BONA_505_002","BONA",2,505,-0.45,"Exclude",NA,"fall",1,"BONA",505,2,"1.5","4"
"86","BONA_506_002","BONA",2,506,-0.75,"Exclude",NA,"fall",1,"BONA",506,2,"1.5","4"
"87","BONA_507_002","BONA",2,507,-1.05,"Exclude",NA,"fall",1,"BONA",507,2,"1.5","4"
"88","BONA_508_002","BONA",2,508,-1.55,"Exclude",NA,"fall",1,"BONA",508,2,"1.5","4"
"89","BONA_509_002","BONA",2,509,-1.85,"Exclude",NA,"fall",1,"BONA",509,2,"1.5","4"
"90","BONA_501_003","BONA",3,501,-0.02,"Exclude",NA,"fall",1,"BONA",501,3,"1.5","4"
"91","BONA_502_003","BONA",3,502,-0.06,"Exclude",NA,"fall",1,"BONA",502,3,"1.5","4"
"92","BONA_503_003","BONA",3,503,-0.16,"Exclude",NA,"fall",1,"BONA",503,3,"1.5","4"
"93","BONA_504_003","BONA",3,504,-0.26,"Exclude",NA,"fall",1,"BONA",504,3,"1.5","4"
"94","BONA_505_003","BONA",3,505,-0.46,"Exclude",NA,"fall",1,"BONA",505,3,"1.5","4"
"95","BONA_506_003","BONA",3,506,-0.76,"Exclude",NA,"fall",1,"BONA",506,3,"1.5","4"
"96","BONA_507_003","BONA",3,507,-1.06,"Exclude",NA,"fall",1,"BONA",507,3,"1.5","4"
"97","BONA_508_003","BONA",3,508,-1.56,"Exclude",NA,"fall",1,"BONA",508,3,"1.5","4"
"98","BONA_509_003","BONA",3,509,-1.86,"Exclude",NA,"fall",1,"BONA",509,3,"1.5","4"
"99","BONA_501_004","BONA",4,501,-0.02,"Exclude",NA,"fall",1,"BONA",501,4,"1.5","4"
"100","BONA_502_004","BONA",4,502,-0.06,"Exclude",NA,"fall",1,"BONA",502,4,"1.5","4"
"101","BONA_503_004","BONA",4,503,-0.16,"Exclude",NA,"fall",1,"BONA",503,4,"1.5","4"
"102","BONA_504_004","BONA",4,504,-0.26,"Exclude",NA,"fall",1,"BONA",504,4,"1.5","4"
"103","BONA_505_004","BONA",4,505,-0.46,"Exclude",NA,"fall",1,"BONA",505,4,"1.5","4"
"104","BONA_506_004","BONA",4,506,-0.76,"Exclude",NA,"fall",1,"BONA",506,4,"1.5","4"
"105","BONA_507_004","BONA",4,507,-1.06,"Exclude",NA,"fall",1,"BONA",507,4,"1.5","4"
"106","BONA_508_004","BONA",4,508,-1.56,"Exclude",NA,"fall",1,"BONA",508,4,"1.5","4"
"107","BONA_509_004","BONA",4,509,-1.96,"Exclude",NA,"fall",1,"BONA",509,4,"1.5","4"
"108","BONA_501_005","BONA",5,501,-0.03,"Exclude",NA,"fall",1,"BONA",501,5,"1.5","4"
"109","BONA_502_005","BONA",5,502,-0.07,"Exclude",NA,"fall",1,"BONA",502,5,"1.5","4"
"110","BONA_503_005","BONA",5,503,-0.17,"Exclude",NA,"fall",1,"BONA",503,5,"1.5","4"
"111","BONA_504_005","BONA",5,504,-0.27,"Exclude",NA,"fall",1,"BONA",504,5,"1.5","4"
"112","BONA_505_005","BONA",5,505,-0.47,"Exclude",NA,"fall",1,"BONA",505,5,"1.5","4"
"113","BONA_506_005","BONA",5,506,-0.77,"Exclude",NA,"fall",1,"BONA",506,5,"1.5","4"
"114","BONA_507_005","BONA",5,507,-1.07,"Exclude",NA,"fall",1,"BONA",507,5,"1.5","4"
"115","BONA_508_005","BONA",5,508,-1.57,"Exclude",NA,"fall",1,"BONA",508,5,"1.5","4"
"116","BONA_509_005","BONA",5,509,-2.07,"Exclude",NA,"fall",1,"BONA",509,5,"1.5","4"
"117","HEAL_501_001","HEAL",1,501,-0.03,"Exclude",NA,"fall",1,"HEAL",501,1,"1.5","4"
"118","HEAL_502_001","HEAL",1,502,-0.07,"Keep",10,"fall",1,"HEAL",502,1,"1.5","4"
"119","HEAL_503_001","HEAL",1,503,-0.17,"Keep",3,"fall",1,"HEAL",503,1,"1.5","4"
"120","HEAL_504_001","HEAL",1,504,-0.27,"Keep",0,"fall",1,"HEAL",504,1,"1.5","4"
"121","HEAL_505_001","HEAL",1,505,-0.37,"Keep",0,"fall",1,"HEAL",505,1,"1.5","4"
"122","HEAL_506_001","HEAL",1,506,-0.47,"Keep",0,"fall",1,"HEAL",506,1,"1.5","4"
"123","HEAL_507_001","HEAL",1,507,-0.67,"Keep",0,"fall",1,"HEAL",507,1,"1.5","4"
"124","HEAL_508_001","HEAL",1,508,-0.97,"Keep",0,"fall",1,"HEAL",508,1,"1.5","4"
"125","HEAL_509_001","HEAL",1,509,-1.57,"Keep",0,"fall",1,"HEAL",509,1,"1.5","4"
"126","HEAL_501_002","HEAL",2,501,-0.02,"Keep",7,"fall",1,"HEAL",501,2,"1.5","4"
"127","HEAL_502_002","HEAL",2,502,-0.06,"Exclude",NA,"fall",1,"HEAL",502,2,"1.5","4"
"128","HEAL_503_002","HEAL",2,503,-0.16,"Keep",0,"fall",1,"HEAL",503,2,"1.5","4"
"129","HEAL_504_002","HEAL",2,504,-0.26,"Keep",0,"fall",1,"HEAL",504,2,"1.5","4"
"130","HEAL_505_002","HEAL",2,505,-0.36,"Exclude",NA,"fall",1,"HEAL",505,2,"1.5","4"
"131","HEAL_506_002","HEAL",2,506,-0.46,"Keep",0,"fall",1,"HEAL",506,2,"1.5","4"
"132","HEAL_507_002","HEAL",2,507,-0.66,"Keep",0,"fall",1,"HEAL",507,2,"1.5","4"
"133","HEAL_508_002","HEAL",2,508,-0.96,"Keep",0,"fall",1,"HEAL",508,2,"1.5","4"
"134","HEAL_509_002","HEAL",2,509,-1.36,"Keep",0,"fall",1,"HEAL",509,2,"1.5","4"
"135","HEAL_501_003","HEAL",3,501,-0.02,"Keep",8,"fall",1,"HEAL",501,3,"1.5","4"
"136","HEAL_502_003","HEAL",3,502,-0.06,"Keep",6,"fall",1,"HEAL",502,3,"1.5","4"
"137","HEAL_503_003","HEAL",3,503,-0.16,"Keep",1,"fall",1,"HEAL",503,3,"1.5","4"
"138","HEAL_504_003","HEAL",3,504,-0.26,"Keep",0,"fall",1,"HEAL",504,3,"1.5","4"
"139","HEAL_505_003","HEAL",3,505,-0.36,"Keep",0,"fall",1,"HEAL",505,3,"1.5","4"
"140","HEAL_506_003","HEAL",3,506,-0.46,"Keep",0,"fall",1,"HEAL",506,3,"1.5","4"
"141","HEAL_507_003","HEAL",3,507,-0.66,"Keep",0,"fall",1,"HEAL",507,3,"1.5","4"
"142","HEAL_508_003","HEAL",3,508,-0.96,"Keep",0,"fall",1,"HEAL",508,3,"1.5","4"
"143","HEAL_509_003","HEAL",3,509,-1.26,"Keep",0,"fall",1,"HEAL",509,3,"1.5","4"
"144","HEAL_501_004","HEAL",4,501,-0.02,"Keep",12,"fall",1,"HEAL",501,4,"1.5","4"
"145","HEAL_502_004","HEAL",4,502,-0.06,"Keep",10,"fall",1,"HEAL",502,4,"1.5","4"
"146","HEAL_503_004","HEAL",4,503,-0.16,"Keep",4,"fall",1,"HEAL",503,4,"1.5","4"
"147","HEAL_504_004","HEAL",4,504,-0.26,"Keep",1,"fall",1,"HEAL",504,4,"1.5","4"
"148","HEAL_505_004","HEAL",4,505,-0.36,"Keep",0,"fall",1,"HEAL",505,4,"1.5","4"
"149","HEAL_506_004","HEAL",4,506,-0.46,"Keep",0,"fall",1,"HEAL",506,4,"1.5","4"
"150","HEAL_507_004","HEAL",4,507,-0.66,"Keep",0,"fall",1,"HEAL",507,4,"1.5","4"
"151","HEAL_508_004","HEAL",4,508,-0.96,"Keep",0,"fall",1,"HEAL",508,4,"1.5","4"
"152","HEAL_509_004","HEAL",4,509,-1.66,"Keep",0,"fall",1,"HEAL",509,4,"1.5","4"
"153","HEAL_501_005","HEAL",5,501,-0.02,"Keep",12,"fall",1,"HEAL",501,5,"1.5","4"
"154","HEAL_502_005","HEAL",5,502,-0.06,"Keep",10,"fall",1,"HEAL",502,5,"1.5","4"
"155","HEAL_503_005","HEAL",5,503,-0.16,"Exclude",NA,"fall",1,"HEAL",503,5,"1.5","4"
"156","HEAL_504_005","HEAL",5,504,-0.26,"Keep",0,"fall",1,"HEAL",504,5,"1.5","4"
"157","HEAL_505_005","HEAL",5,505,-0.36,"Keep",0,"fall",1,"HEAL",505,5,"1.5","4"
"158","HEAL_506_005","HEAL",5,506,-0.46,"Keep",0,"fall",1,"HEAL",506,5,"1.5","4"
"159","HEAL_507_005","HEAL",5,507,-0.66,"Keep",0,"fall",1,"HEAL",507,5,"1.5","4"
"160","HEAL_508_005","HEAL",5,508,-0.96,"Keep",0,"fall",1,"HEAL",508,5,"1.5","4"
"161","HEAL_509_005","HEAL",5,509,-1.26,"Keep",0,"fall",1,"HEAL",509,5,"1.5","4"
"162","BARR_501_001","BARR",1,501,-0.02,"Exclude",NA,"fall",2,"BARR",501,1,"1.5","4"
"163","BARR_502_001","BARR",1,502,-0.06,"Exclude",NA,"fall",2,"BARR",502,1,"1.5","4"
"164","BARR_503_001","BARR",1,503,-0.16,"Exclude",NA,"fall",2,"BARR",503,1,"1.5","4"
"165","BARR_504_001","BARR",1,504,-0.26,"Exclude",NA,"fall",2,"BARR",504,1,"1.5","4"
"166","BARR_505_001","BARR",1,505,-0.36,"Exclude",NA,"fall",2,"BARR",505,1,"1.5","4"
"167","BARR_506_001","BARR",1,506,-0.56,"Exclude",NA,"fall",2,"BARR",506,1,"1.5","4"
"168","BARR_507_001","BARR",1,507,-0.86,"Exclude",NA,"fall",2,"BARR",507,1,"1.5","4"
"169","BARR_508_001","BARR",1,508,-1.36,"Exclude",NA,"fall",2,"BARR",508,1,"1.5","4"
"170","BARR_509_001","BARR",1,509,-1.76,"Exclude",NA,"fall",2,"BARR",509,1,"1.5","4"
"171","BARR_501_002","BARR",2,501,-0.02,"Exclude",NA,"fall",2,"BARR",501,2,"1.5","4"
"172","BARR_502_002","BARR",2,502,-0.06,"Exclude",NA,"fall",2,"BARR",502,2,"1.5","4"
"173","BARR_503_002","BARR",2,503,-0.16,"Exclude",NA,"fall",2,"BARR",503,2,"1.5","4"
"174","BARR_504_002","BARR",2,504,-0.26,"Exclude",NA,"fall",2,"BARR",504,2,"1.5","4"
"175","BARR_505_002","BARR",2,505,-0.36,"Exclude",NA,"fall",2,"BARR",505,2,"1.5","4"
"176","BARR_506_002","BARR",2,506,-0.56,"Exclude",NA,"fall",2,"BARR",506,2,"1.5","4"
"177","BARR_507_002","BARR",2,507,-0.86,"Exclude",NA,"fall",2,"BARR",507,2,"1.5","4"
"178","BARR_508_002","BARR",2,508,-1.36,"Exclude",NA,"fall",2,"BARR",508,2,"1.5","4"
"179","BARR_509_002","BARR",2,509,-2.26,"Exclude",NA,"fall",2,"BARR",509,2,"1.5","4"
"180","BARR_501_003","BARR",3,501,-0.01,"Exclude",NA,"fall",2,"BARR",501,3,"1.5","4"
"181","BARR_502_003","BARR",3,502,-0.05,"Exclude",NA,"fall",2,"BARR",502,3,"1.5","4"
"182","BARR_503_003","BARR",3,503,-0.15,"Exclude",NA,"fall",2,"BARR",503,3,"1.5","4"
"183","BARR_504_003","BARR",3,504,-0.25,"Exclude",NA,"fall",2,"BARR",504,3,"1.5","4"
"184","BARR_505_003","BARR",3,505,-0.35,"Exclude",NA,"fall",2,"BARR",505,3,"1.5","4"
"185","BARR_506_003","BARR",3,506,-0.55,"Exclude",NA,"fall",2,"BARR",506,3,"1.5","4"
"186","BARR_507_003","BARR",3,507,-0.85,"Exclude",NA,"fall",2,"BARR",507,3,"1.5","4"
"187","BARR_508_003","BARR",3,508,-1.35,"Exclude",NA,"fall",2,"BARR",508,3,"1.5","4"
"188","BARR_509_003","BARR",3,509,-1.75,"Exclude",NA,"fall",2,"BARR",509,3,"1.5","4"
"189","BARR_501_004","BARR",4,501,-0.02,"Exclude",NA,"fall",2,"BARR",501,4,"1.5","4"
"190","BARR_502_004","BARR",4,502,-0.06,"Exclude",NA,"fall",2,"BARR",502,4,"1.5","4"
"191","BARR_503_004","BARR",4,503,-0.16,"Exclude",NA,"fall",2,"BARR",503,4,"1.5","4"
"192","BARR_504_004","BARR",4,504,-0.26,"Exclude",NA,"fall",2,"BARR",504,4,"1.5","4"
"193","BARR_505_004","BARR",4,505,-0.36,"Exclude",NA,"fall",2,"BARR",505,4,"1.5","4"
"194","BARR_506_004","BARR",4,506,-0.56,"Exclude",NA,"fall",2,"BARR",506,4,"1.5","4"
"195","BARR_507_004","BARR",4,507,-0.86,"Exclude",NA,"fall",2,"BARR",507,4,"1.5","4"
"196","BARR_508_004","BARR",4,508,-1.36,"Exclude",NA,"fall",2,"BARR",508,4,"1.5","4"
"197","BARR_509_004","BARR",4,509,-1.96,"Exclude",NA,"fall",2,"BARR",509,4,"1.5","4"
"198","BARR_501_005","BARR",5,501,-0.02,"Exclude",NA,"fall",2,"BARR",501,5,"1.5","4"
"199","BARR_502_005","BARR",5,502,-0.06,"Exclude",NA,"fall",2,"BARR",502,5,"1.5","4"
"200","BARR_503_005","BARR",5,503,-0.16,"Exclude",NA,"fall",2,"BARR",503,5,"1.5","4"
"201","BARR_504_005","BARR",5,504,-0.26,"Exclude",NA,"fall",2,"BARR",504,5,"1.5","4"
"202","BARR_505_005","BARR",5,505,-0.36,"Exclude",NA,"fall",2,"BARR",505,5,"1.5","4"
"203","BARR_506_005","BARR",5,506,-0.56,"Exclude",NA,"fall",2,"BARR",506,5,"1.5","4"
"204","BARR_507_005","BARR",5,507,-0.86,"Exclude",NA,"fall",2,"BARR",507,5,"1.5","4"
"205","BARR_508_005","BARR",5,508,-1.36,"Exclude",NA,"fall",2,"BARR",508,5,"1.5","4"
"206","BARR_509_005","BARR",5,509,-1.86,"Exclude",NA,"fall",2,"BARR",509,5,"1.5","4"
"207","TOOL_501_001","TOOL",1,501,-0.02,"Keep",0,"fall",2,"TOOL",501,1,"1.5","4"
"208","TOOL_502_001","TOOL",1,502,-0.06,"Keep",0,"fall",2,"TOOL",502,1,"1.5","4"
"209","TOOL_503_001","TOOL",1,503,-0.16,"Keep",0,"fall",2,"TOOL",503,1,"1.5","4"
"210","TOOL_501_002","TOOL",2,501,-0.02,"Exclude",NA,"fall",2,"TOOL",501,2,"1.5","4"
"211","TOOL_502_002","TOOL",2,502,-0.06,"Exclude",NA,"fall",2,"TOOL",502,2,"1.5","4"
"212","TOOL_503_002","TOOL",2,503,-0.16,"Exclude",NA,"fall",2,"TOOL",503,2,"1.5","4"
"213","TOOL_504_002","TOOL",2,504,-0.26,"Exclude",NA,"fall",2,"TOOL",504,2,"1.5","4"
"214","TOOL_505_002","TOOL",2,505,-0.36,"Exclude",NA,"fall",2,"TOOL",505,2,"1.5","4"
"215","TOOL_506_002","TOOL",2,506,-0.46,"Exclude",NA,"fall",2,"TOOL",506,2,"1.5","4"
"216","TOOL_507_002","TOOL",2,507,-0.56,"Keep",0,"fall",2,"TOOL",507,2,"1.5","4"
"217","TOOL_501_003","TOOL",3,501,-0.02,"Keep",13,"fall",2,"TOOL",501,3,"1.5","4"
"218","TOOL_502_003","TOOL",3,502,-0.06,"Keep",7,"fall",2,"TOOL",502,3,"1.5","4"
"219","TOOL_503_003","TOOL",3,503,-0.16,"Keep",0,"fall",2,"TOOL",503,3,"1.5","4"
"220","TOOL_504_003","TOOL",3,504,-0.26,"Keep",0,"fall",2,"TOOL",504,3,"1.5","4"
"221","TOOL_505_003","TOOL",3,505,-0.36,"Keep",0,"fall",2,"TOOL",505,3,"1.5","4"
"222","TOOL_506_003","TOOL",3,506,-0.46,"Keep",0,"fall",2,"TOOL",506,3,"1.5","4"
"223","TOOL_507_003","TOOL",3,507,-0.56,"Keep",0,"fall",2,"TOOL",507,3,"1.5","4"
"224","TOOL_501_004","TOOL",4,501,-0.02,"Keep",0,"fall",2,"TOOL",501,4,"1.5","4"
"225","TOOL_502_004","TOOL",4,502,-0.06,"Keep",0,"fall",2,"TOOL",502,4,"1.5","4"
"226","TOOL_503_004","TOOL",4,503,-0.16,"Keep",0,"fall",2,"TOOL",503,4,"1.5","4"
"227","TOOL_504_004","TOOL",4,504,-0.26,"Keep",0,"fall",2,"TOOL",504,4,"1.5","4"
"228","TOOL_505_004","TOOL",4,505,-0.36,"Keep",0,"fall",2,"TOOL",505,4,"1.5","4"
"229","TOOL_506_004","TOOL",4,506,-0.46,"Keep",0,"fall",2,"TOOL",506,4,"1.5","4"
"230","TOOL_507_004","TOOL",4,507,-0.56,"Keep",0,"fall",2,"TOOL",507,4,"1.5","4"
"231","TOOL_501_005","TOOL",5,501,-0.02,"Exclude",NA,"fall",2,"TOOL",501,5,"1.5","4"
"232","TOOL_502_005","TOOL",5,502,-0.06,"Exclude",NA,"fall",2,"TOOL",502,5,"1.5","4"
"233","BONA_501_001","BONA",1,501,-0.02,"Keep",24,"fall",2,"BONA",501,1,"1.5","4"
"234","BONA_502_001","BONA",1,502,-0.06,"Keep",22,"fall",2,"BONA",502,1,"1.5","4"
"235","BONA_503_001","BONA",1,503,-0.16,"Keep",3,"fall",2,"BONA",503,1,"1.5","4"
"236","BONA_504_001","BONA",1,504,-0.26,"Keep",1,"fall",2,"BONA",504,1,"1.5","4"
"237","BONA_505_001","BONA",1,505,-0.46,"Keep",0,"fall",2,"BONA",505,1,"1.5","4"
"238","BONA_506_001","BONA",1,506,-0.76,"Keep",0,"fall",2,"BONA",506,1,"1.5","4"
"239","BONA_507_001","BONA",1,507,-1.06,"Keep",0,"fall",2,"BONA",507,1,"1.5","4"
"240","BONA_508_001","BONA",1,508,-1.56,"Keep",0,"fall",2,"BONA",508,1,"1.5","4"
"241","BONA_509_001","BONA",1,509,-1.86,"Keep",0,"fall",2,"BONA",509,1,"1.5","4"
"242","BONA_501_002","BONA",2,501,-0.01,"Keep",12,"fall",2,"BONA",501,2,"1.5","4"
"243","BONA_502_002","BONA",2,502,-0.05,"Keep",9,"fall",2,"BONA",502,2,"1.5","4"
"244","BONA_503_002","BONA",2,503,-0.15,"Keep",3,"fall",2,"BONA",503,2,"1.5","4"
"245","BONA_504_002","BONA",2,504,-0.25,"Keep",1,"fall",2,"BONA",504,2,"1.5","4"
"246","BONA_505_002","BONA",2,505,-0.45,"Keep",0,"fall",2,"BONA",505,2,"1.5","4"
"247","BONA_506_002","BONA",2,506,-0.75,"Keep",0,"fall",2,"BONA",506,2,"1.5","4"
"248","BONA_507_002","BONA",2,507,-1.05,"Keep",0,"fall",2,"BONA",507,2,"1.5","4"
"249","BONA_508_002","BONA",2,508,-1.55,"Keep",0,"fall",2,"BONA",508,2,"1.5","4"
"250","BONA_509_002","BONA",2,509,-1.85,"Keep",0,"fall",2,"BONA",509,2,"1.5","4"
"251","BONA_501_003","BONA",3,501,-0.02,"Keep",20,"fall",2,"BONA",501,3,"1.5","4"
"252","BONA_502_003","BONA",3,502,-0.06,"Keep",16,"fall",2,"BONA",502,3,"1.5","4"
"253","BONA_503_003","BONA",3,503,-0.16,"Keep",3,"fall",2,"BONA",503,3,"1.5","4"
"254","BONA_504_003","BONA",3,504,-0.26,"Keep",1,"fall",2,"BONA",504,3,"1.5","4"
"255","BONA_505_003","BONA",3,505,-0.46,"Keep",0,"fall",2,"BONA",505,3,"1.5","4"
"256","BONA_506_003","BONA",3,506,-0.76,"Keep",0,"fall",2,"BONA",506,3,"1.5","4"
"257","BONA_507_003","BONA",3,507,-1.06,"Keep",0,"fall",2,"BONA",507,3,"1.5","4"
"258","BONA_508_003","BONA",3,508,-1.56,"Keep",0,"fall",2,"BONA",508,3,"1.5","4"
"259","BONA_509_003","BONA",3,509,-1.86,"Keep",0,"fall",2,"BONA",509,3,"1.5","4"
"260","BONA_501_004","BONA",4,501,-0.02,"Keep",17,"fall",2,"BONA",501,4,"1.5","4"
"261","BONA_502_004","BONA",4,502,-0.06,"Keep",9,"fall",2,"BONA",502,4,"1.5","4"
"262","BONA_503_004","BONA",4,503,-0.16,"Keep",1,"fall",2,"BONA",503,4,"1.5","4"
"263","BONA_504_004","BONA",4,504,-0.26,"Keep",1,"fall",2,"BONA",504,4,"1.5","4"
"264","BONA_505_004","BONA",4,505,-0.46,"Keep",0,"fall",2,"BONA",505,4,"1.5","4"
"265","BONA_506_004","BONA",4,506,-0.76,"Keep",0,"fall",2,"BONA",506,4,"1.5","4"
"266","BONA_507_004","BONA",4,507,-1.06,"Keep",0,"fall",2,"BONA",507,4,"1.5","4"
"267","BONA_508_004","BONA",4,508,-1.56,"Keep",0,"fall",2,"BONA",508,4,"1.5","4"
"268","BONA_509_004","BONA",4,509,-1.96,"Keep",0,"fall",2,"BONA",509,4,"1.5","4"
"269","BONA_501_005","BONA",5,501,-0.03,"Keep",16,"fall",2,"BONA",501,5,"1.5","4"
"270","BONA_502_005","BONA",5,502,-0.07,"Keep",12,"fall",2,"BONA",502,5,"1.5","4"
"271","BONA_503_005","BONA",5,503,-0.17,"Keep",3,"fall",2,"BONA",503,5,"1.5","4"
"272","BONA_504_005","BONA",5,504,-0.27,"Exclude",NA,"fall",2,"BONA",504,5,"1.5","4"
"273","BONA_505_005","BONA",5,505,-0.47,"Keep",0,"fall",2,"BONA",505,5,"1.5","4"
"274","BONA_506_005","BONA",5,506,-0.77,"Keep",0,"fall",2,"BONA",506,5,"1.5","4"
"275","BONA_507_005","BONA",5,507,-1.07,"Keep",0,"fall",2,"BONA",507,5,"1.5","4"
"276","BONA_508_005","BONA",5,508,-1.57,"Keep",0,"fall",2,"BONA",508,5,"1.5","4"
"277","BONA_509_005","BONA",5,509,-2.07,"Keep",0,"fall",2,"BONA",509,5,"1.5","4"
"278","HEAL_501_001","HEAL",1,501,-0.03,"Exclude",NA,"fall",2,"HEAL",501,1,"1.5","4"
"279","HEAL_502_001","HEAL",1,502,-0.07,"Exclude",NA,"fall",2,"HEAL",502,1,"1.5","4"
"280","HEAL_503_001","HEAL",1,503,-0.17,"Exclude",NA,"fall",2,"HEAL",503,1,"1.5","4"
"281","HEAL_504_001","HEAL",1,504,-0.27,"Exclude",NA,"fall",2,"HEAL",504,1,"1.5","4"
"282","HEAL_505_001","HEAL",1,505,-0.37,"Exclude",NA,"fall",2,"HEAL",505,1,"1.5","4"
"283","HEAL_506_001","HEAL",1,506,-0.47,"Exclude",NA,"fall",2,"HEAL",506,1,"1.5","4"
"284","HEAL_507_001","HEAL",1,507,-0.67,"Exclude",NA,"fall",2,"HEAL",507,1,"1.5","4"
"285","HEAL_508_001","HEAL",1,508,-0.97,"Exclude",NA,"fall",2,"HEAL",508,1,"1.5","4"
"286","HEAL_509_001","HEAL",1,509,-1.57,"Exclude",NA,"fall",2,"HEAL",509,1,"1.5","4"
"287","HEAL_501_002","HEAL",2,501,-0.02,"Exclude",NA,"fall",2,"HEAL",501,2,"1.5","4"
"288","HEAL_502_002","HEAL",2,502,-0.06,"Exclude",NA,"fall",2,"HEAL",502,2,"1.5","4"
"289","HEAL_503_002","HEAL",2,503,-0.16,"Exclude",NA,"fall",2,"HEAL",503,2,"1.5","4"
"290","HEAL_504_002","HEAL",2,504,-0.26,"Exclude",NA,"fall",2,"HEAL",504,2,"1.5","4"
"291","HEAL_506_002","HEAL",2,506,-0.46,"Exclude",NA,"fall",2,"HEAL",506,2,"1.5","4"
"292","HEAL_507_002","HEAL",2,507,-0.66,"Exclude",NA,"fall",2,"HEAL",507,2,"1.5","4"
"293","HEAL_508_002","HEAL",2,508,-0.96,"Exclude",NA,"fall",2,"HEAL",508,2,"1.5","4"
"294","HEAL_509_002","HEAL",2,509,-1.36,"Exclude",NA,"fall",2,"HEAL",509,2,"1.5","4"
"295","HEAL_501_003","HEAL",3,501,-0.02,"Exclude",NA,"fall",2,"HEAL",501,3,"1.5","4"
"296","HEAL_502_003","HEAL",3,502,-0.06,"Exclude",NA,"fall",2,"HEAL",502,3,"1.5","4"
"297","HEAL_503_003","HEAL",3,503,-0.16,"Exclude",NA,"fall",2,"HEAL",503,3,"1.5","4"
"298","HEAL_504_003","HEAL",3,504,-0.26,"Exclude",NA,"fall",2,"HEAL",504,3,"1.5","4"
"299","HEAL_505_003","HEAL",3,505,-0.36,"Exclude",NA,"fall",2,"HEAL",505,3,"1.5","4"
"300","HEAL_506_003","HEAL",3,506,-0.46,"Exclude",NA,"fall",2,"HEAL",506,3,"1.5","4"
"301","HEAL_507_003","HEAL",3,507,-0.66,"Exclude",NA,"fall",2,"HEAL",507,3,"1.5","4"
"302","HEAL_508_003","HEAL",3,508,-0.96,"Exclude",NA,"fall",2,"HEAL",508,3,"1.5","4"
"303","HEAL_509_003","HEAL",3,509,-1.26,"Exclude",NA,"fall",2,"HEAL",509,3,"1.5","4"
